,name,label,concept
10756,S1811_C03_042,Estimate!!No Disability!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over!!Some college or associate's degree,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10757,S1811_C03_043,Estimate!!No Disability!!EDUCATIONAL ATTAINMENT!!Population Age 25 and Over!!Bachelor's degree or higher,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10758,S1811_C03_044,Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10759,S1811_C03_045,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$1 to $4,999 or loss",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10760,S1811_C03_046,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$5,000 to $14,999",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10761,S1811_C03_047,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$15,000 to $24,999",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10762,S1811_C03_048,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$25,000 to $34,999",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10763,S1811_C03_049,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$35,000 to $49,999",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10764,S1811_C03_050,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$50,000 to $74,999",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10765,S1811_C03_051,"Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!$75,000 or more",SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10766,S1811_C03_052,Estimate!!No Disability!!EARNINGS IN PAST 12 MONTHS (IN 2018 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings!!Median Earnings,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10767,S1811_C03_053,Estimate!!No Disability!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population Age 16 and over for whom poverty status is determined,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10768,S1811_C03_054,Estimate!!No Disability!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population Age 16 and over for whom poverty status is determined!!Below 100 percent of the poverty level,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10769,S1811_C03_055,Estimate!!No Disability!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population Age 16 and over for whom poverty status is determined!!100 to 149 percent of the poverty level,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10770,S1811_C03_056,Estimate!!No Disability!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population Age 16 and over for whom poverty status is determined!!At or above 150 percent of the poverty level,SELECTED ECONOMIC CHARACTERISTICS FOR THE CIVILIAN NONINSTITUTIONALIZED POPULATION BY DISABILITY STATUS
10771,S1901_C01_001,Estimate!!Households!!Total,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10772,S1901_C01_002,"Estimate!!Households!!Total!!Less than $10,000",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10773,S1901_C01_003,"Estimate!!Households!!Total!!$10,000 to $14,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10774,S1901_C01_004,"Estimate!!Households!!Total!!$15,000 to $24,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10775,S1901_C01_005,"Estimate!!Households!!Total!!$25,000 to $34,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10776,S1901_C01_006,"Estimate!!Households!!Total!!$35,000 to $49,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10777,S1901_C01_007,"Estimate!!Households!!Total!!$50,000 to $74,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10778,S1901_C01_008,"Estimate!!Households!!Total!!$75,000 to $99,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10779,S1901_C01_009,"Estimate!!Households!!Total!!$100,000 to $149,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10780,S1901_C01_010,"Estimate!!Households!!Total!!$150,000 to $199,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10781,S1901_C01_011,"Estimate!!Households!!Total!!$200,000 or more",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10782,S1901_C01_012,Estimate!!Households!!Median income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10783,S1901_C01_013,Estimate!!Households!!Mean income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10784,S1901_C01_014,Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10785,S1901_C01_015,Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10786,S1901_C01_016,Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10787,S1901_C02_001,Estimate!!Families!!Total,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10788,S1901_C02_002,"Estimate!!Families!!Total!!Less than $10,000",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10789,S1901_C02_003,"Estimate!!Families!!Total!!$10,000 to $14,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10790,S1901_C02_004,"Estimate!!Families!!Total!!$15,000 to $24,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10791,S1901_C02_005,"Estimate!!Families!!Total!!$25,000 to $34,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10792,S1901_C02_006,"Estimate!!Families!!Total!!$35,000 to $49,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10793,S1901_C02_007,"Estimate!!Families!!Total!!$50,000 to $74,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10794,S1901_C02_008,"Estimate!!Families!!Total!!$75,000 to $99,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10795,S1901_C02_009,"Estimate!!Families!!Total!!$100,000 to $149,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10796,S1901_C02_010,"Estimate!!Families!!Total!!$150,000 to $199,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10797,S1901_C02_011,"Estimate!!Families!!Total!!$200,000 or more",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10798,S1901_C02_012,Estimate!!Families!!Median income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10799,S1901_C02_013,Estimate!!Families!!Mean income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10800,S1901_C02_014,Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10801,S1901_C02_015,Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10802,S1901_C02_016,Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10803,S1901_C03_001,Estimate!!Married-couple families!!Total,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10804,S1901_C03_002,"Estimate!!Married-couple families!!Total!!Less than $10,000",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10805,S1901_C03_003,"Estimate!!Married-couple families!!Total!!$10,000 to $14,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10806,S1901_C03_004,"Estimate!!Married-couple families!!Total!!$15,000 to $24,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10807,S1901_C03_005,"Estimate!!Married-couple families!!Total!!$25,000 to $34,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10808,S1901_C03_006,"Estimate!!Married-couple families!!Total!!$35,000 to $49,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10809,S1901_C03_007,"Estimate!!Married-couple families!!Total!!$50,000 to $74,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10810,S1901_C03_008,"Estimate!!Married-couple families!!Total!!$75,000 to $99,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10811,S1901_C03_009,"Estimate!!Married-couple families!!Total!!$100,000 to $149,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10812,S1901_C03_010,"Estimate!!Married-couple families!!Total!!$150,000 to $199,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10813,S1901_C03_011,"Estimate!!Married-couple families!!Total!!$200,000 or more",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10814,S1901_C03_012,Estimate!!Married-couple families!!Median income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10815,S1901_C03_013,Estimate!!Married-couple families!!Mean income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10816,S1901_C03_014,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10817,S1901_C03_015,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10818,S1901_C03_016,Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10819,S1901_C04_001,Estimate!!Nonfamily households!!Total,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10820,S1901_C04_002,"Estimate!!Nonfamily households!!Total!!Less than $10,000",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10821,S1901_C04_003,"Estimate!!Nonfamily households!!Total!!$10,000 to $14,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10822,S1901_C04_004,"Estimate!!Nonfamily households!!Total!!$15,000 to $24,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10823,S1901_C04_005,"Estimate!!Nonfamily households!!Total!!$25,000 to $34,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10824,S1901_C04_006,"Estimate!!Nonfamily households!!Total!!$35,000 to $49,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10825,S1901_C04_007,"Estimate!!Nonfamily households!!Total!!$50,000 to $74,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10826,S1901_C04_008,"Estimate!!Nonfamily households!!Total!!$75,000 to $99,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10827,S1901_C04_009,"Estimate!!Nonfamily households!!Total!!$100,000 to $149,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10828,S1901_C04_010,"Estimate!!Nonfamily households!!Total!!$150,000 to $199,999",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10829,S1901_C04_011,"Estimate!!Nonfamily households!!Total!!$200,000 or more",INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10830,S1901_C04_012,Estimate!!Nonfamily households!!Median income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10831,S1901_C04_013,Estimate!!Nonfamily households!!Mean income (dollars),INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10832,S1901_C04_014,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10833,S1901_C04_015,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10834,S1901_C04_016,Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months,INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10835,S1902_C01_001,Estimate!!Number!!HOUSEHOLD INCOME!!All households,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10836,S1902_C01_002,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10837,S1902_C01_003,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10838,S1902_C01_004,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10839,S1902_C01_005,"Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10840,S1902_C01_006,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Social Security income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10841,S1902_C01_007,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10842,S1902_C01_008,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10843,S1902_C01_009,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10844,S1902_C01_010,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With retirement income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10845,S1902_C01_011,Estimate!!Number!!HOUSEHOLD INCOME!!All households!!With other types of income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10846,S1902_C01_012,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10847,S1902_C01_013,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10848,S1902_C01_014,Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10849,S1902_C01_015,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10850,S1902_C01_016,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10851,S1902_C01_017,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10852,S1902_C01_018,"Estimate!!Number!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10853,S1902_C01_019,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10854,S1902_C01_020,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10855,S1902_C01_021,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10856,S1902_C01_022,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10857,S1902_C01_023,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10858,S1902_C01_024,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10859,S1902_C01_025,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Some other race,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10860,S1902_C01_026,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Two or more races,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10861,S1902_C01_027,Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!Hispanic or Latino origin (of any race),MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10862,S1902_C01_028,"Estimate!!Number!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!White alone, not Hispanic or Latino",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10863,S1902_C02_001,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10864,S1902_C02_002,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10865,S1902_C02_003,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With wages or salary income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10866,S1902_C02_004,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With earnings!!With self-employment income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10867,S1902_C02_005,"Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With interest, dividends, or net rental income",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10868,S1902_C02_006,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Social Security income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10869,S1902_C02_007,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With Supplemental Security Income (SSI),MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10870,S1902_C02_008,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10871,S1902_C02_009,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With cash public assistance income or Food Stamps/SNAP!!With cash public assistance,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10872,S1902_C02_010,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With retirement income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10873,S1902_C02_011,Estimate!!Percent Distribution!!HOUSEHOLD INCOME!!All households!!With other types of income,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10874,S1902_C02_012,Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10875,S1902_C02_013,Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!No workers,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10876,S1902_C02_014,Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!1 worker,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10877,S1902_C02_015,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, husband and wife worked",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10878,S1902_C02_016,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!2 workers, other",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10879,S1902_C02_017,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, husband and wife worked",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10880,S1902_C02_018,"Estimate!!Percent Distribution!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!All families!!3 or more workers, other",MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10881,S1902_C02_019,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10882,S1902_C02_020,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!White,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10883,S1902_C02_021,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Black or African American,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10884,S1902_C02_022,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!American Indian and Alaska Native,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10885,S1902_C02_023,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Asian,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
10886,S1902_C02_024,Estimate!!Percent Distribution!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population!!One race--!!Native Hawaiian and Other Pacific Islander,MEAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS)
