,ID,City.x,Address,Longitude,Latitude,Match.Score,License Type,State,Establishment,Licensee,Effective Date,Inactivity Start Date,Expiration Date,City.y,Premise Address,Mailing Address,is.bar,is.store
4261,0910-43-005-003,UNION CITY,"4416- 4424 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",-74.0236754221952,40.7792509769924,96.12,Limited Retail Distribution License,Active,LA ROCA SUPERMARKET,R & J SUPERMARKET CORP,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"4416- 4424 BERGENLINE AVE  
UNION CITY, NJ  07087
USA","4416- 4424 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",,
4262,0910-43-023-013,UNION CITY,"425 8TH STREET  
UNION CITY, NJ  07087
USA",-74.0390122095305,40.7571493232423,96.25,Limited Retail Distribution License,Active,INTERNATIONAL MINI MARKET,JOSE MIGUEL SANCHEZ,"Aug 17, 2017",NA,"Jun 30, 2018",UNION CITY,"425 8TH STREET  
UNION CITY, NJ  07087
USA","425 8TH STREET  
UNION CITY, NJ  07087
USA",,
4263,0910-43-042-005,UNION CITY,"1317-19 SUMMIT AVE  
UNION CITY, NJ  07087
USA",-74.040953625944,40.7624693590973,96.05,Limited Retail Distribution License,Active,LA SORPRESA SUPERMARKET,LA SORPRESA CORP,"Jul 01, 2017",NA,"Jun 30, 2018",UNION CITY,"1317-19 SUMMIT AVE  
UNION CITY, NJ  07087
USA","1317-19 SUMMIT AVE  
UNION CITY, NJ  07087
USA",,
4264,0910-43-046-003,UNION CITY,"132 45TH ST  
UNION CITY, NJ  07087
USA",-74.0199443018157,40.7776760592953,95.95,Limited Retail Distribution License,Active,DIAZ GROCERY NO. 2,DIAZ ARMANDO,"Jul 01, 2017",NA,"Jun 30, 2018",UNION CITY,"132 45TH ST  
UNION CITY, NJ  07087
USA","132 45TH ST  
UNION CITY, NJ  07087
USA",,
4265,0910-43-053-010,UNION CITY,"201 40TH STREET  
UNION CITY, NJ  07087
USA",-74.0228356393161,40.7749063013004,96.34,Limited Retail Distribution License,Active,QUICK DELI AND GROCERY LIMITED,QUICK DELI AND GROCERY LIMITED LIABILITY COMPANY,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"201 40TH STREET  
UNION CITY, NJ  07087
USA","201 40TH STREET  
UNION CITY, NJ  07087
USA",,
4266,0910-43-079-009,UNION CITY,"2817 BERGENLINE AVENUE  
UNION CITY, NJ  07087
USA",-74.0305848764398,40.7703486833584,96.88,Limited Retail Distribution License,Active,LOS PRECIOS,LOS PRECIOS CORP,"Jul 01, 2018",NA,"Jun 30, 2019",UNION CITY,"2817 BERGENLINE AVENUE  
UNION CITY, NJ  07087
USA","2817 BERGENLINE AVENUE  
UNION CITY, NJ  07087
USA",,
4267,0910-43-131-003,,"148 AND 152 48TH STREET
UNION CITY NJ 07087",-74.0174470951509,40.7797038295374,98.29,Limited Retail Distribution License,Active,LA PLACITA SUPERMARKET,LA PLACITA SUPERMARKET INC,"Jul 01, 2019",NA,"Jun 30, 2020",NA,"148 AND 152 48TH STREET
UNION CITY NJ 07087","148 AND 152 48TH STREET
UNION CITY NJ 07087",,
4268,0910-43-158-002,UNION CITY,"606 22ND STREET  
UNION CITY, NJ  07087
USA",-74.0348370997397,40.7669474746878,96.34,Limited Retail Distribution License,Active,LA CRIOLLA GROCERY,PENTON AGUSTIN,"Jun 10, 2019","Jun 30, 2016","Jun 30, 2019",UNION CITY,"606 22ND STREET  
UNION CITY, NJ  07087
USA","606 22ND STREET  
UNION CITY, NJ  07087
USA",,
4269,0910-43-203-005,UNION CITY,"800 NEW YORK AVENUE  
UNION CITY, NJ  07087
USA",-74.0377169540327,40.7568589741163,96.59,Limited Retail Distribution License,Active,LA ESPERANZA GROCERY STORE,SHRIJI11 LLC,"Jul 01, 2016",NA,"Jun 30, 2017",UNION CITY,"800 NEW YORK AVENUE  
UNION CITY, NJ  07087
USA","800 NEW YORK AVENUE  
UNION CITY, NJ  07087
USA",,1
4270,0910-44-019-004,UNION CITY,"2013-15 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",-74.0340560740019,40.7652156896727,96.38,Plenary Retail Distribution License,Active,WINE WAREHOUSE,WINE WAREHOUSE LLC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"2013-15 BERGENLINE AVE  
UNION CITY, NJ  07087
USA","2013-15 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",,1
4271,0910-44-026-014,UNION CITY,"4625 BROADWAY  
UNION CITY, NJ  07087
USA",-74.0173791879869,40.7786199873214,83.55,Plenary Retail Distribution License,Active,NA,PRAMUKH VARNI LLC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"4625 BROADWAY  
UNION CITY, NJ  07087
USA","4625 BROADWAY  
UNION CITY, NJ  07087
USA",,
4272,0910-44-027-005,UNION CITY,"126 43RD ST  
UNION CITY, NJ  07087
USA",-74.0207549156717,40.7763544846216,95.95,Plenary Retail Distribution License,Active,INTERNATIONAL LIQUOR AND BEVERAGE WHOLESALERS,SAPAN SPIRIT LLC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"126 43RD ST  
UNION CITY, NJ  07087
USA","126 43RD ST  
UNION CITY, NJ  07087
USA",,1
4273,0910-44-032-006,UNION CITY,"601 CENTRAL AVE  
UNION CITY, NJ  07087
USA",-74.0426031844889,40.7570779094273,96.34,Plenary Retail Distribution License,Active,CENTRAL WINE AND LIQUORS,PRANAM USA LLC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"601 CENTRAL AVE  
UNION CITY, NJ  07087
USA","601 CENTRAL AVE  
UNION CITY, NJ  07087
USA",,1
4274,0910-44-033-005,UNION CITY,"153 48TH STREET  
UNION CITY, NJ  07087
USA",-74.0182012850504,40.7799589125346,96.34,Plenary Retail Distribution License,Active,KIKOS LIQUORS,M&M LIQUOR STORE INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"153 48TH STREET  
UNION CITY, NJ  07087
USA","153 48TH STREET  
UNION CITY, NJ  07087
USA",,1
4275,0910-44-037-006,UNION CITY,"428 32ND STREET  
UNION CITY, NJ  07087
USA",-74.0292453643409,40.7722466439546,95.37,Plenary Retail Distribution License,Active,CROWN LIQUOR,ORTEA JOSE AND AIDA,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"428 32ND STREET  
UNION CITY, NJ  07087
USA","428 32ND STREET  
UNION CITY, NJ  07087
USA",,1
4276,0910-44-045-007,UNION CITY,"1314 NEW YORK AVE  
UNION CITY, NJ  07087
USA",-74.035423916781,40.7604754719699,96.43,Plenary Retail Distribution License,Active,GOOD TIME LIQUORS,S & R AKSHAR LLC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"1314 NEW YORK AVE  
UNION CITY, NJ  07087
USA","253 SEAVIEW AVE FL 2  
JERSEY CITY, NJ  07305
USA",,1
4277,0910-44-057-003,UNION CITY,"4818 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",-74.0215356899525,40.7819845251655,96.67,Plenary Retail Distribution License,Active,TWIN CITY LIQUORS,HENRY & LARRY INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"4818 BERGENLINE AVE  
UNION CITY, NJ  07087
USA","4818 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",,1
4278,0910-44-070-005,UNION CITY,"1001 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",-74.0385140730248,40.7583659145787,96.67,Plenary Retail Distribution License,Active,POWER LIQUORS,JAY MATAJI INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"1001 BERGENLINE AVE  
UNION CITY, NJ  07087
USA","1001 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",,1
4279,0910-44-121-011,UNION CITY,"1411 SUMMIT AVE  
UNION CITY, NJ  07087
USA",-74.0406030109342,40.7629610415376,96.34,Plenary Retail Distribution License,Active,PAYANO WINES & SPIRITS,PRAMUKH SWAMI KRUPA INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"1411 SUMMIT AVE  
UNION CITY, NJ  07087
USA","1411 SUMMIT AVE  
UNION CITY, NJ  07087
USA",,1
4280,0910-44-124-006,UNION CITY,"401 5TH  STREET  
UNION CITY, NJ  07087
USA",-74.0391005785901,40.7548726914122,95.25,Plenary Retail Distribution License,Active,DOWNTOWN LIQUOR STORE,DOWNTOWN LIQUOR STORE INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"401 5TH  STREET  
UNION CITY, NJ  07087
USA","401 5TH  STREET  
UNION CITY, NJ  07087
USA",,1
4281,0910-44-132-009,UNION CITY,"710 SUMMIT AVE  
UNION CITY, NJ  07087
USA",-74.0437621819795,40.7583562236685,95.25,Plenary Retail Distribution License,Active,UNION LIQUORS,GANESH SWAMI INC,"Jul 01, 2016",NA,"Jun 30, 2017",UNION CITY,"710 SUMMIT AVE  
UNION CITY, NJ  07087
USA","710 SUMMIT AVE  
UNION CITY, NJ  07087
USA",,1
4282,0910-44-142-005,UNION CITY,"4122 BERGENLINE AVE  
UNION CITY, NJ  07087
USA",-74.0250651417417,40.7774589260935,96.67,Plenary Retail Distribution License,Active,UNION CITY LIQUOR STORE,JAI AMBA INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"4122 BERGENLINE AVE  
UNION CITY, NJ  07087
USA","4122 BERGENLINE AVE  
UNION CITY, NJ  07084
USA",,1
4283,0910-44-169-008,UNION CITY,"518 32ND ST  
UNION CITY, NJ  07087
USA",-74.0298164235566,40.7729275854179,95.95,Plenary Retail Distribution License,Active,FUERTE LIQUORS,FUERTE LIQUORS INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"518 32ND ST  
UNION CITY, NJ  07087
USA","518 32ND ST  
UNION CITY, NJ  07087
USA",,1
4284,0910-44-170-007,UNION CITY,"4601 BERGENLINE AVE.  
UNION CITY, NJ  07087
USA",-74.0227491380753,40.7805102741255,96.67,Plenary Retail Distribution License,Active,KRAMER'S LIQUORS,P & V INC,"Jul 01, 2019",NA,"Jun 30, 2020",UNION CITY,"4601 BERGENLINE AVE.  
UNION CITY, NJ  07087
USA","4601 BERGENLINE AVE.  
UNION CITY, NJ  07087
USA",,1
4285,0911-31-026-001,WEEHAWKEN,"10 49TH STREET  
WEEHAWKEN, NJ  07086
USA",-74.0132158246018,40.7785593563105,95.25,Club License,Active,WEEHAWKEN AMERICAN LEGION POST 18,AMERICAN LEGION POST 18,"Jul 01, 2014",NA,"Jun 30, 2015",WEEHAWKEN,"10 49TH STREET  
WEEHAWKEN, NJ  07086
USA","10 49TH STREET  
WEEHAWKEN, NJ  07086
USA",,
4286,0911-31-027-001,WEEHAWKEN,"2 50TH STREET  
WEEHAWKEN, NJ  07087
USA",-74.0125941023353,40.7792983060832,95.13,Club License,Active,WEEHAWKEN BPO ELKS 1456,WEEHAWKEN B P O ELKS #1456,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"2 50TH STREET  
WEEHAWKEN, NJ  07087
USA","2 50TH STREET  
WEEHAWKEN, NJ  07087
USA",,
4287,0911-31-028-001,WEEHAWKEN,"309 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",-74.0246754670631,40.764519488795,96.34,Club License,Active,OULTON KRAFT POST VFW,OULTON KRAFT POST 1923 V F W,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"309 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA","309 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",,
4288,0911-33-001-009,WEEHAWKEN,"1 PERSHING CIRCLE 
WEEHAWKEN, NJ  07086
USA",-74.0132594363535,40.7721879350953,76.74,Plenary Retail Consumption License,Active,MOLOS RESTAURANT,IONIO SEAFOOD HOUSE LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"1 PERSHING CIRCLE 
WEEHAWKEN, NJ  07086
USA","1 PERSHING CIRCLE 
WEEHAWKEN, NJ  07086
USA",,
4289,0911-33-002-015,,,0,0,0,Plenary Retail Consumption License,Active,ABC POCKET LICENSE,WEEHAWKEN LH RESTAURANT LLC,"Jul 15, 2020","Oct 11, 2019","Jun 30, 2020",NA,NA,UNKNOWN,,
4290,0911-33-003-004,WEEHAWKEN,"500 AVENUE AT PORT IMPERIAL  
WEEHAWKEN, NJ  07086
USA",-74.011016373838,40.7753829031359,84.9,Plenary Retail Consumption License,Active,THE HIGHWOOD,PORT IMPERIAL HOQ LLC,"Jul 30, 2020",NA,"Jun 30, 2020",WEEHAWKEN,"500 AVENUE AT PORT IMPERIAL  
WEEHAWKEN, NJ  07086
USA","86 HUDSON STREET  
HOBOKEN, NJ  07030
USA",,
4291,0911-33-004-007,WEEHAWKEN,"1820 WILLOW AVENUE  
WEEHAWKEN, NJ  07086
USA",-74.0280833812562,40.7593945417364,96.59,Plenary Retail Consumption License,Active,THE SQUEEZE BAR,ZOO LOUNGE INC,"Jul 01, 2016",NA,"Jun 30, 2017",WEEHAWKEN,"1820 WILLOW AVENUE  
WEEHAWKEN, NJ  07086
USA","1820 WILLOW AVENUE  
WEEHAWKEN, NJ  07086
USA",1,
4292,0911-33-005-006,WEEHAWKEN,"4516 PARK AVENUE  
WEEHAWKEN, NJ  07086
USA",-74.0180058190683,40.7775263585045,96.43,Plenary Retail Consumption License,Active,COOPER PLACE,COOPER PLACE LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"4516 PARK AVENUE  
WEEHAWKEN, NJ  07086
USA","4516 PARK AVENUE  
WEEHAWKEN, NJ  07086
USA",,
4293,0911-33-008-008,,,0,0,0,Plenary Retail Consumption License,Active,ABC POCKET LICENSE,ROSELAND HOSPITALITY CORP,"Jul 15, 2020","Feb 28, 2014","Jun 30, 2020",NA,NA,UNKNOWN,,
4294,0911-33-014-006,,,0,0,0,Plenary Retail Consumption License,Active,ABC POCKET LICENSE,NJ ALE HOUSE II LLC,"Jul 01, 2019","Jun 01, 1996","Jun 30, 2020",NA,NA,UNKNOWN,,
4295,0911-33-019-009,WEEHAWKIN,"1000 HARBOR BLVD  
WEEHAWKIN, NJ  07087
USA",-74.0225576956381,40.7594582968639,92.53,Plenary Retail Consumption License,Active,RUTHS CHRIS STEAK HOUSE,RCSH OPERATIONS LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKIN,"1000 HARBOR BLVD  
WEEHAWKIN, NJ  07087
USA","PO Box 100 
WINTER PARK, FL  32789
USA",,
4296,0911-33-020-008,WEEHAWKIN,"974 JFK BOULEVARD EAST  
WEEHAWKIN, NJ  07086
USA",-74.0137912043399,40.7770053394008,93.05,Plenary Retail Consumption License,Active,EL CHARRO,EL CHARRO INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKIN,"974 JFK BOULEVARD EAST  
WEEHAWKIN, NJ  07086
USA","974 JFK BOULEVARD EAST  
WEEHAWKIN, NJ  07086
USA",,
4297,0911-33-021-006,,,0,0,0,Plenary Retail Consumption License,Active,ABC POCKET LICENSE,ROSELAND HOSPITALITY CORP,"Jul 01, 2019","Apr 28, 2006","Jun 30, 2020",NA,NA,UNKNOWN,,
4298,0911-33-023-009,WEEHAWKEN,"PIER D- T LINCOLN HARBOR  
WEEHAWKEN, NJ  07087
USA",-74.0215607821286,40.7615741060287,81.38,Plenary Retail Consumption License,Active,CHART HOUSE,CHLN INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"PIER D- T LINCOLN HARBOR  
WEEHAWKEN, NJ  07087
USA","PIER D- T LINCOLN HARBOR  
WEEHAWKEN, NJ  07087
USA",,
4299,0911-36-031-008,WEEHAWKEN,"500 HARBOR BLVD  
WEEHAWKEN, NJ  07087
USA",-74.0260142470045,40.7582038535459,95.37,Hotel/Motel License,Active,MASINA TRATTORIA ITALIANA,HARBOR BOULEVARD RESTAURANT LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"500 HARBOR BLVD  
WEEHAWKEN, NJ  07087
USA","500 HARBOR BLVD  
WEEHAWKEN, NJ  07087
USA",,
4300,0911-36-032-001,WEEHAWKEN,"550 AVENUE AT PORT IMPERIAL  
WEEHAWKEN, NJ  07086
USA",-74.011016373838,40.7753829031359,84.9,Hotel/Motel License,Active,ENVUE,XS HOTEL ASSOCIATES LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"550 AVENUE AT PORT IMPERIAL  
WEEHAWKEN, NJ  07086
USA","210 HUDSON STREET 
SUITE 400
JERSEY CITY, NJ  07311
USA",,
4301,0911-36-033-001,WEEHAWKEN,"100 FERRY WAY 
WEEHAWKEN, NJ  07086
USA",-74.0107929864046,40.7775082518734,95.13,Hotel/Motel License,Active,RESIDENCE INN BY MARRIOTT,XS HOTEL ASSOCIATES LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"100 FERRY WAY 
WEEHAWKEN, NJ  07086
USA","210 HUDSON STREET 
SUITE 400
JERSEY CITY, NJ  07311
USA",,
4302,0911-44-007-008,WEEHAWKEN,"4204 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",-74.0199145460594,40.7753919068609,96.43,Plenary Retail Distribution License,Active,PARK AVENUE LIQOURS & GROCERY LLC.,PARK AVENUE LIQUORS & GROCERY LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"4204 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA","4204 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",,
4303,0911-44-010-005,WEEHAWKEN,"100-02 OAK ST  
WEEHAWKEN, NJ  07086
USA",-74.0268348129591,40.764775555937,95.53,Plenary Retail Distribution License,Active,NONE,RAMI'S CORNER LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"100-02 OAK ST  
WEEHAWKEN, NJ  07086
USA","100-02 OAK ST  
WEEHAWKEN, NJ  07086
USA",,
4304,0911-44-011-011,WEEHAWKEN,"5000 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",-74.0139855230292,40.780556542231,96.43,Plenary Retail Distribution License,Active,PARK AVE WINE AND SPIRITS,KARMA BHUMI LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"5000 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA","5000 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",,1
4305,0911-44-012-005,,,0,0,0,Plenary Retail Distribution License,Active,ABC POCKET LICENSE,VPAQ INC,"Jul 01, 2018","Jul 01, 2017","Jun 30, 2019",NA,NA,UNKNOWN,,
4306,0911-44-013-011,WEEHAWKEN,"4702 PARK AVENUE  
WEEHAWKEN, NJ  07086
USA",-74.0162661550642,40.7786205740546,96.43,Plenary Retail Distribution License,Active,NOBLE LIQUORS,FREDDY LIQUORS INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKEN,"4702 PARK AVENUE  
WEEHAWKEN, NJ  07086
USA","4702 PARK AVENUE  
WEEHAWKEN, NJ  07086
USA",,1
4307,0911-44-015-008,WEEHAWKIN,"4100 PARK AVENUE  
WEEHAWKIN, NJ  07087
USA",-74.0209006769678,40.7740821506707,93.46,Plenary Retail Distribution License,Active,BEST LIQUORS,117 BRUNSWICK STREET CORP,"Jul 01, 2019",NA,"Jun 30, 2020",WEEHAWKIN,"4100 PARK AVENUE  
WEEHAWKIN, NJ  07087
USA","4100 PARK AVENUE  
WEEHAWKIN, NJ  07087
USA",,1
4308,0911-44-016-006,WEEHAWKEN,"3500 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",-74.0226158658148,40.7710784537583,96.43,Plenary Retail Distribution License,Active,WEEHAWKIN LIQUOR & DELI,MISTRY & LAD INC,"Jul 01, 2018",NA,"Jun 30, 2019",WEEHAWKEN,"3500 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA","3500 PARK AVENUE  
WEEHAWKEN, NJ  07087
USA",,1
4309,0911-44-017-008,WEEHAWKEN,"121 MAPLE ST.  
WEEHAWKEN, NJ  07087
USA",-74.0266038627598,40.7674869363716,95,Plenary Retail Distribution License,Active,FIVE CORNERS LIQUORS & DELI,FIVE CORNERS LIQUORS & DELI CORP,"Jul 01, 2018",NA,"Jun 30, 2019",WEEHAWKEN,"121 MAPLE ST.  
WEEHAWKEN, NJ  07087
USA","121 MAPLE ST.  
WEEHAWKEN, NJ  07087
USA",,1
4310,0911-44-024-008,,,0,0,0,Plenary Retail Distribution License,Active,ABC POCKET LICENSE,MISHAL LLC,"Jul 01, 2019","Dec 31, 2010","Jun 30, 2020",NA,NA,UNKNOWN,,
4311,0911-44-030-011,WEEHAWKEN,"3700 PARK AVE  
WEEHAWKEN, NJ  07086
USA",-74.0217894101616,40.7723144492005,96.15,Plenary Retail Distribution License,Active,HEAVEN LIQUORS,VIYANA & NAYVA LLC,"Sep 09, 2020",NA,"Jun 30, 2020",WEEHAWKEN,"3700 PARK AVE  
WEEHAWKEN, NJ  07086
USA","3700 PARK AVE  
WEEHAWKEN, NJ  07086
USA",,1
4312,0912-31-096-001,WEST NEW YORK,"6200 MONROE PLACE  
WEST NEW YORK, NJ  07093
USA",-74.0113634122588,40.7899194214446,84.14,Club License,Active,NA,ORDEN FAMILIA DE LA LUZ,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"6200 MONROE PLACE  
WEST NEW YORK, NJ  07093
USA","6200 MONROE PLACE  
WEST NEW YORK, NJ  07093
USA",,
4313,0912-31-105-001,WEST NEW YORK,"6016-18 ADAMS STREET  
WEST NEW YORK, NJ  07093
USA",-73.9888916974836,40.7036980943306,80.64,Club License,Active,Not Available,ORDEN FRATERNAL UNIDA UNITED FRATERNAL ORDER,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"6016-18 ADAMS STREET  
WEST NEW YORK, NJ  07093
USA","6016-18 ADAMS STREET  
WEST NEW YORK, NJ  07093
USA",,
4314,0912-32-073-006,WEST NEW YORK,"5600 HUDSON AVENUE  
WEST NEW YORK, NJ  07093
USA",-74.0143698332898,40.7848606495116,84.43,Plenary Retail Consumption License with Broad C,Active,HUDSON WINE & LIQUOR,MA JAI AMBA CORP,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"5600 HUDSON AVENUE  
WEST NEW YORK, NJ  07093
USA","5600 HUDSON AVENUE  
WEST NEW YORK, NJ  07093
USA",,1
4315,0912-33-003-005,WEST NEW YORK,"5700 KENNEDY BLVD  
WEST NEW YORK, NJ  07093
USA",-74.0233725002144,40.7895120190408,96.38,Plenary Retail Consumption License,Active,Not Available,MESON ESPANOL INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"5700 KENNEDY BLVD  
WEST NEW YORK, NJ  07093
USA","5700 KENNEDY BLVD  
WEST NEW YORK, NJ  07093
USA",,
4316,0912-33-005-012,WEST NEW YORK,"512 59TH STREET  
WEST NEW YORK, NJ  07093
USA",-74.0172330075955,40.7886256746895,82.5,Plenary Retail Consumption License,Active,SOCIAL 59 EATERY AND LOUNGE,512 WNY LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"512 59TH STREET  
WEST NEW YORK, NJ  07093
USA","601 59TH STREET  
WEST NEW YORK, NJ  07093
USA",,
4317,0912-33-009-007,WEST NEW YORK,"229 61 STREET  
WEST NEW YORK, NJ  07093
USA",-74.01526,40.78833,80.47,Plenary Retail Consumption License,Active,NONE,STEVEN  P KARTZMAN CHAP 7 BANK TRUSTEE FOR LOURDES RODRIGUEZ,"Jul 01, 2019","Dec 12, 2018","Jun 30, 2020",WEST NEW YORK,"229 61 STREET  
WEST NEW YORK, NJ  07093
USA","101 GIBRALTOR DRIVE  
MORRIS PLAINS, NJ  07950
USA",,
4318,0912-33-012-007,WEST NEW YORK,"572 57TH STREET  
WEST NEW YORK, NJ  07093
USA",-74.0202607186605,40.7880901548956,82.5,Plenary Retail Consumption License,Active,LA NUEVA ELEGANCIA,LA NUEVA ELEGANCIA INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"572 57TH STREET  
WEST NEW YORK, NJ  07093
USA","572 57TH STREET  
WEST NEW YORK, NJ  07093
USA",,
4319,0912-33-015-008,WEST NEW YORK,"514 62ND STREET  
WEST NEW YORK, NJ  07093
USA",-74.0151335084881,40.7914684809705,82.5,Plenary Retail Consumption License,Active,LIRA II LIQUOR STORE,TMA ENTERPRISES LLC,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"514 62ND STREET  
WEST NEW YORK, NJ  07093
USA","514 62ND STREET  
WEST NEW YORK, NJ  07093
USA",,1
4320,0912-33-016-008,WEST NEW YORK,"5525 PALISADE AVE  
WEST NEW YORK, NJ  07093
USA",-74.0163910454216,40.7850602226262,84.14,Plenary Retail Consumption License,Active,EXTRA SUPER RESTAURANT,EXTRA SUPER RESTAURANT CORP,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"5525 PALISADE AVE  
WEST NEW YORK, NJ  07093
USA","5525 PALISADE AVE  
WEST NEW YORK, NJ  07093
USA",,
4321,0912-33-022-010,,"5000-5002 BERGENLINE AVENUE AND 444C 50TH 
STREET
WEST NEW YORK NJ 07093",-74.0209498787396,40.7828500404874,97.97,Plenary Retail Consumption License,Active,"TAQUERIA LA MEXICANITA RESTAURANT AND 
BAR",TAQUERIA LA MEXICANITA CORP,"Jul 01, 2019",NA,"Jun 30, 2020",NA,"5000-5002 BERGENLINE AVENUE AND 444C 50TH 
STREET
WEST NEW YORK NJ 07093","440 60TH STREET  
WEST NEW YORK, NJ  07093
USA",1,
4322,0912-33-024-009,WEST NEW YORK,"540-542 55TH STREET  
WEST NEW YORK, NJ  07093
USA",-73.9916330827361,40.7686856718588,81.37,Plenary Retail Consumption License,Active,LOS COMPADRES BAR & RESTAURANT,D & D ORGANIZATION INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"540-542 55TH STREET  
WEST NEW YORK, NJ  07093
USA","540-542 55TH STREET  
WEST NEW YORK, NJ  07093
USA",1,
4323,0912-33-025-011,WEST NEW YORK,"508-512 55TH STREET  
WEST NEW YORK, NJ  07093
USA",-73.9903825866014,40.768153085731,81.37,Plenary Retail Consumption License,Active,LUNA RESTAURANT,LUNA RESTAURANT INC,"Jul 01, 2014",NA,"Jun 30, 2015",WEST NEW YORK,"508-512 55TH STREET  
WEST NEW YORK, NJ  07093
USA","508-512 55TH STREET  
WEST NEW YORK, NJ  07093
USA",,
4324,0912-33-029-012,WEST NEW YORK,"5119 BERGENLINE AVE  
WEST NEW YORK, NJ  07093
USA",-74.0203164583167,40.7836604028864,84.72,Plenary Retail Consumption License,Active,CENTRO SUR RESTAURANT BAR,CENTRO SUR RESTAURANT CORP,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"5119 BERGENLINE AVE  
WEST NEW YORK, NJ  07093
USA","5119 BERGENLINE AVE  
WEST NEW YORK, NJ  07093
USA",1,
4325,0912-33-036-005,WEST NEW YORK,"6319 BERGENLINE AVE  
WEST NEW YORK, NJ  07093
USA",-74.0138523345878,40.792289362658,84.72,Plenary Retail Consumption License,Active,EL RINCONCITO COLOMBIANO INC,EL RINCONCITO COLOMBIANO INC,"Jul 01, 2019",NA,"Jun 30, 2020",WEST NEW YORK,"6319 BERGENLINE AVE  
WEST NEW YORK, NJ  07093
USA","6319 BERGENLINE AVE  
WEST NEW YORK, NJ  07093
USA",,
