CountyFIPS,County,Agency,Total,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Population,Number of clearances,Year
34021,Mercer,COLLEGE OF NEW JERSEY,59,0,3,0,1,3,48,4,0,4,2019
34021,Mercer,DEPT OF CORRECTIONS,80,3,0,0,77,0,0,0,0,80,2019
34021,Mercer,EAST WINDSOR TWP PD,198,1,1,4,10,17,151,14,27401,78,2019
34021,Mercer,EWING TWP PD,567,0,4,20,36,76,385,46,36142,146,2019
34021,Mercer,HAMILTON TWP PD,1707,1,20,47,54,264,1215,106,87889,72,2019
34021,Mercer,HIGHTSTOWN PD,28,0,3,1,2,2,19,1,5289,8,2019
34021,Mercer,HOPEWELL BOROUGH,13,0,0,0,0,2,10,1,1921,5,2019
34021,Mercer,HOPEWELL TWP PD,80,0,1,0,6,14,55,4,18000,14,2019
34021,Mercer,LAWRENCE TWP PD,538,0,10,11,24,83,388,22,32644,180,2019
34021,Mercer,MERCER CO PROSECUTOR' OFF/ID UNIT,0,0,0,0,0,0,0,0,0,1,2019
34021,Mercer,MERCER CO SHERIFF'S DEPT,16,0,0,0,2,1,6,7,0,15,2019
34021,Mercer,NJ DEPARTMENT OF HUMAN SERVICES,69,0,2,0,43,1,23,0,0,49,2019
34021,Mercer,NJ DIV CRIMINAL JUSTICE - TRENTON,2,0,0,0,2,0,0,0,0,2,2019
34021,Mercer,NJ DIVISION OF FISH & WILDLIFE,7,0,0,0,0,1,6,0,0,1,2019
34021,Mercer,NJ PARK POLICE,23,0,0,0,5,3,13,2,0,7,2019
34021,Mercer,PENNINGTON BORO PD,8,0,0,0,0,1,5,2,2554,3,2019
34021,Mercer,PRINCETON PD,248,0,1,0,9,45,190,3,31856,46,2019
34021,Mercer,PRINCETON UNIVERSITY POLICE,223,0,0,1,1,5,179,37,0,22,2019
34021,Mercer,ROBBINSVILLE TOWNSHIP POLICE,53,0,2,0,0,6,43,2,14710,13,2019
34021,Mercer,STATE POLICE,0,0,0,0,0,0,0,0,0,0,2019
34021,Mercer,STATE POLICE MERCER COUNTY,35,0,1,1,6,5,21,1,0,7,2019
34021,Mercer,TRENTON PD,2685,15,70,300,552,360,1142,246,83753,586,2019
34021,Mercer,WEST WINDSOR TWP PD,321,0,0,4,7,46,259,5,28277,71,2019
34021,Mercer,Mercer County,6960,20,118,389,837,935,4158,503,370436,1410,2019
34023,Middlesex,CARTERET PD,340,1,4,15,25,35,236,24,23921,69,2018
34023,Middlesex,CRANBURY TWP PD,37,0,0,0,0,1,35,1,3900,3,2018
34023,Middlesex,DUNELLEN PD,100,0,0,1,2,14,82,1,7328,19,2018
34023,Middlesex,EAST BRUNSWICK TWP PD,664,0,4,8,20,70,553,9,48342,155,2018
34023,Middlesex,EDISON TWP PD,1267,2,8,44,66,166,899,82,101309,313,2018
34023,Middlesex,HELMETTA PD,8,0,0,0,0,0,8,0,2198,2,2018
34023,Middlesex,HIGHLAND PARK PD,174,1,0,1,6,20,141,5,13989,23,2018
34023,Middlesex,JAMESBURG PD,61,0,1,2,2,10,45,1,6006,20,2018
34023,Middlesex,METUCHEN PD,133,0,0,3,2,20,102,6,14262,2,2018
34023,Middlesex,MIDDLESEX BORO PD,111,0,1,3,7,13,81,6,13704,78,2018
34023,Middlesex,MIDDLESEX CO COLLEGE PD,8,0,0,0,0,0,8,0,0,0,2018
34023,Middlesex,MIDDLESEX CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34023,Middlesex,MIDDLESEX CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34023,Middlesex,MILLTOWN PD,115,0,0,2,0,3,110,0,7099,56,2018
34023,Middlesex,MONROE TWP PD,163,0,1,0,4,16,128,14,45597,20,2018
34023,Middlesex,NEW BRUNSWICK PD,1519,2,30,142,135,230,907,73,56577,198,2018
34023,Middlesex,NORTH BRUNSWICK TWP PD,736,0,5,24,24,90,562,31,42205,224,2018
34023,Middlesex,OLD BRIDGE TWP PD,518,0,1,12,15,49,393,48,66321,99,2018
34023,Middlesex,PERTH AMBOY PD,886,1,0,53,111,126,530,65,52347,210,2018
34023,Middlesex,PISCATAWAY TWP PD,479,0,6,18,30,70,320,35,57342,67,2018
34023,Middlesex,PLAINSBORO TWP PD,128,0,0,0,10,12,102,4,23243,33,2018
34023,Middlesex,RUTGERS UNIVERSITY PD,415,0,6,4,17,24,360,4,0,60,2018
34023,Middlesex,SAYREVILLE PD,345,0,3,6,35,31,236,34,45062,31,2018
34023,Middlesex,SOUTH AMBOY PD,103,0,0,1,5,19,68,10,8764,14,2018
34023,Middlesex,SOUTH BRUNSWICK TWP PD,299,0,5,7,11,46,219,11,46340,68,2018
34023,Middlesex,SOUTH PLAINFIELD PD,420,0,0,5,18,34,339,24,24238,77,2018
34023,Middlesex,SOUTH RIVER PD,141,0,3,2,14,16,102,4,16159,21,2018
34023,Middlesex,SPOTSWOOD PD,62,0,0,0,1,7,53,1,8364,26,2018
34023,Middlesex,STATE POLICE MIDDLESEX COUNTY,35,0,0,0,3,1,28,3,,1,2018
34023,Middlesex,WOODBRIDGE TWP PD,1667,0,6,32,75,142,1325,87,100884,334,2018
34023,Middlesex,Middlesex County,10934,7,84,385,638,1265,7972,583,835501,2223,2018
34023,Middlesex,CARTERET PD,297,0,5,11,16,40,201,24,23921,63,2019
34023,Middlesex,CRANBURY TWP PD,37,0,0,0,3,6,25,3,3900,5,2019
34023,Middlesex,DUNELLEN PD,136,0,3,2,9,9,105,8,7328,27,2019
34023,Middlesex,EAST BRUNSWICK TWP PD,557,0,6,9,12,35,491,4,48342,136,2019
34023,Middlesex,EDISON TWP PD,1455,1,9,19,55,138,1143,90,101309,302,2019
34023,Middlesex,HELMETTA PD,10,0,0,0,0,2,7,1,2198,0,2019
34023,Middlesex,HIGHLAND PARK PD,236,0,5,2,7,33,181,8,13989,47,2019
34023,Middlesex,JAMESBURG PD,29,2,1,2,5,3,15,1,6006,10,2019
34023,Middlesex,METUCHEN PD,176,0,0,4,7,31,124,10,14262,17,2019
34023,Middlesex,MIDDLESEX BORO PD,61,0,0,2,4,4,47,4,13704,30,2019
34023,Middlesex,MIDDLESEX CO COLLEGE PD,14,0,0,0,0,0,14,0,0,0,2019
34023,Middlesex,MIDDLESEX CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34023,Middlesex,MIDDLESEX CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34023,Middlesex,MILLTOWN PD,86,0,0,2,0,2,80,2,7099,42,2019
34023,Middlesex,MONROE TWP PD,135,0,0,0,19,18,89,9,45597,35,2019
34023,Middlesex,NEW BRUNSWICK PD,1373,3,11,96,152,223,823,65,56577,196,2019
34023,Middlesex,NORTH BRUNSWICK TWP PD,666,0,4,17,40,52,517,36,42205,216,2019
34023,Middlesex,OLD BRIDGE TWP PD,516,2,1,12,24,60,378,39,66321,114,2019
34023,Middlesex,PERTH AMBOY PD,844,0,2,30,115,110,511,76,52347,150,2019
34023,Middlesex,PISCATAWAY TWP PD,490,0,7,5,35,45,376,22,57342,118,2019
34023,Middlesex,PLAINSBORO TWP PD,160,1,0,0,8,12,135,4,23243,20,2019
34023,Middlesex,RUTGERS UNIVERSITY PD,377,0,13,4,15,27,316,2,0,64,2019
34023,Middlesex,SAYREVILLE PD,344,0,0,8,26,42,231,37,45062,43,2019
34023,Middlesex,SOUTH AMBOY PD,69,0,0,0,2,10,46,11,8764,6,2019
34023,Middlesex,SOUTH BRUNSWICK TWP PD,271,0,4,5,8,36,204,14,46340,68,2019
34023,Middlesex,SOUTH PLAINFIELD PD,424,0,0,8,22,34,343,17,24238,97,2019
34023,Middlesex,SOUTH RIVER PD,137,0,7,6,22,13,80,9,16159,25,2019
34023,Middlesex,SPOTSWOOD PD,54,0,0,1,1,8,43,1,8364,15,2019
34023,Middlesex,STATE POLICE MIDDLESEX COUNTY,41,0,1,2,6,1,31,0,0,1,2019
34023,Middlesex,WOODBRIDGE TWP PD,1524,2,13,24,72,117,1197,99,100884,321,2019
34023,Middlesex,Middlesex County,10519,11,92,271,685,1111,7753,596,835501,2168,2019
34025,Monmouth,ABERDEEN TWP PD,174,0,2,2,7,18,137,8,18378,58,2018
34025,Monmouth,ALLENHURST PD,7,0,0,0,0,0,4,3,488,0,2018
34025,Monmouth,ALLENTOWN BORO PD,5,0,0,0,0,1,4,0,1809,0,2018
34025,Monmouth,ASBURY PARK PD,827,3,10,54,107,101,538,14,15717,170,2018
34025,Monmouth,ATLANTIC HIGHLANDS PD,41,0,0,0,1,2,38,0,4302,12,2018
34025,Monmouth,AVON-BY-THE-SEA PD,32,0,0,0,1,3,26,2,1780,0,2018
34025,Monmouth,BELMAR PD,89,0,3,2,1,16,63,4,5666,14,2018
34025,Monmouth,BRADLEY BEACH PD,56,0,1,0,0,2,53,0,4214,15,2018
34025,Monmouth,BRIELLE PD,23,0,0,0,0,4,14,5,4719,3,2018
34025,Monmouth,BROOKDALE COLLEGE PD,12,0,0,0,0,0,11,1,0,0,2018
34025,Monmouth,COLTS NECK PD,59,5,0,1,2,8,29,14,9944,14,2018
34025,Monmouth,DEAL PD,25,0,0,0,2,2,12,9,730,4,2018
34025,Monmouth,EATONTOWN PD,307,0,10,8,12,17,255,5,12364,88,2018
34025,Monmouth,ENGLISHTOWN PD,26,0,2,0,4,2,15,3,1959,5,2018
34025,Monmouth,FAIR HAVEN PD,24,0,0,0,1,1,19,3,5927,7,2018
34025,Monmouth,FREEHOLD BORO PD,145,0,1,7,8,41,81,7,11873,40,2018
34025,Monmouth,FREEHOLD TWP PD,492,2,5,9,25,26,410,15,34896,136,2018
34025,Monmouth,HAZLET TWP PD,231,0,4,4,15,13,187,8,19970,59,2018
34025,Monmouth,HIGHLANDS PD,29,0,0,0,1,4,24,0,4794,12,2018
34025,Monmouth,HOLMDEL PD,133,0,2,0,2,6,108,15,16621,36,2018
34025,Monmouth,HOWELL TWP PD,387,0,4,8,24,61,282,8,52672,151,2018
34025,Monmouth,INTERLAKEN PD,5,0,0,0,0,5,0,0,798,0,2018
34025,Monmouth,KEANSBURG PD,193,0,4,10,19,24,132,4,9766,58,2018
34025,Monmouth,KEYPORT PD,104,1,0,5,11,15,64,8,7065,19,2018
34025,Monmouth,LAKE COMO BORO PD,18,0,1,0,1,3,13,0,1710,5,2018
34025,Monmouth,LITTLE SILVER PD,36,0,0,0,2,3,27,4,5898,6,2018
34025,Monmouth,LOCH ARBOUR VILLAGE PD,4,0,0,0,0,1,3,0,181,1,2018
34025,Monmouth,LONG BRANCH PD,763,3,7,24,90,94,514,31,30750,422,2018
34025,Monmouth,MANALAPAN TWP PD,231,0,7,2,4,36,165,17,40150,27,2018
34025,Monmouth,MANASQUAN PD,67,0,0,2,5,5,50,5,5903,19,2018
34025,Monmouth,MARLBORO TWP PD,296,0,1,1,23,37,206,28,40338,60,2018
34025,Monmouth,MATAWAN PD,10,0,0,0,0,0,9,1,8864,4,2018
34025,Monmouth,MIDDLETOWN PD,402,0,1,2,11,32,334,22,65469,114,2018
34025,Monmouth,MONMOUTH BEACH PD,26,0,0,0,0,5,17,4,3231,3,2018
34025,Monmouth,MONMOUTH CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34025,Monmouth,MONMOUTH CO SHERIFF'S DEPT,8,0,0,0,8,0,0,0,0,8,2018
34025,Monmouth,MONMOUTH UNIVERSITY PD,25,0,1,0,0,2,22,0,,3,2018
34025,Monmouth,NEPTUNE CITY PD,151,0,1,1,8,9,130,2,4694,47,2018
34025,Monmouth,NEPTUNE TWP PD,957,2,4,24,76,92,749,10,27825,278,2018
34025,Monmouth,OCEAN TWP PD,606,0,1,8,11,66,505,15,26947,195,2018
34025,Monmouth,OCEANPORT PD,51,0,0,0,4,11,33,3,5742,13,2018
34025,Monmouth,RED BANK PD,183,1,0,6,14,14,139,9,12128,43,2018
34025,Monmouth,RUMSON PD,27,0,0,0,1,3,13,10,6835,3,2018
34025,Monmouth,SEA BRIGHT PD,7,0,1,0,1,2,3,0,1379,2,2018
34025,Monmouth,SEA GIRT PD,36,0,0,2,2,2,24,6,1766,4,2018
34025,Monmouth,SHREWSBURY PD,86,0,0,0,1,10,72,3,4170,24,2018
34025,Monmouth,SPRING LAKE HEIGHTS PD,18,0,0,1,0,1,11,5,4607,2,2018
34025,Monmouth,SPRING LAKE PD,41,0,0,0,0,4,35,2,2958,3,2018
34025,Monmouth,STATE POLICE MONMOUTH COUNTY,90,0,1,1,11,18,53,6,,9,2018
34025,Monmouth,TINTON FALLS PD,187,0,0,1,4,15,164,3,17754,39,2018
34025,Monmouth,UNION BEACH PD,31,0,1,0,6,2,20,2,5469,14,2018
34025,Monmouth,WALL TWP PD,269,0,0,0,7,36,225,1,25955,56,2018
34025,Monmouth,WEST LONG BRANCH PD,104,0,0,2,1,9,86,6,7957,22,2018
34025,Monmouth,Monmouth County,8330,17,77,189,541,902,6265,339,623510,2385,2018
34025,Monmouth,ABERDEEN TWP PD,179,0,3,5,7,7,145,12,18378,63,2019
34025,Monmouth,ALLENHURST PD,11,0,0,0,0,1,9,1,488,1,2019
34025,Monmouth,ALLENTOWN BORO PD,8,0,0,0,0,2,6,0,1809,1,2019
34025,Monmouth,ASBURY PARK PD,704,2,10,47,120,59,457,9,15717,141,2019
34025,Monmouth,ATLANTIC HIGHLANDS PD,53,0,0,1,2,2,48,0,4302,22,2019
34025,Monmouth,AVON-BY-THE-SEA PD,37,0,0,0,1,5,31,0,1780,7,2019
34025,Monmouth,BELMAR PD,94,0,0,0,8,4,78,4,5666,12,2019
34025,Monmouth,BRADLEY BEACH PD,74,0,0,0,6,7,60,1,4214,24,2019
34025,Monmouth,BRIELLE PD,17,0,1,0,1,3,11,1,4719,3,2019
34025,Monmouth,BROOKDALE COLLEGE PD,8,0,0,0,0,0,8,0,0,2,2019
34025,Monmouth,COLTS NECK PD,62,0,1,2,1,9,40,9,9944,6,2019
34025,Monmouth,DEAL PD,28,0,0,0,0,3,13,12,730,3,2019
34025,Monmouth,EATONTOWN PD,308,0,7,9,18,18,247,9,12364,99,2019
34025,Monmouth,ENGLISHTOWN PD,15,0,0,0,3,2,9,1,1959,4,2019
34025,Monmouth,FAIR HAVEN PD,17,0,0,0,1,4,10,2,5927,5,2019
34025,Monmouth,FREEHOLD BORO PD,151,0,0,11,11,20,105,4,11873,30,2019
34025,Monmouth,FREEHOLD TWP PD,521,2,1,9,22,21,455,11,34896,129,2019
34025,Monmouth,HAZLET TWP PD,230,0,5,2,24,16,171,12,19970,65,2019
34025,Monmouth,HIGHLANDS PD,11,0,0,0,2,4,5,0,4794,5,2019
34025,Monmouth,HOLMDEL PD,211,0,1,1,15,16,168,10,16621,55,2019
34025,Monmouth,HOWELL TWP PD,407,1,14,1,15,43,321,12,52672,117,2019
34025,Monmouth,INTERLAKEN PD,3,0,0,0,0,0,3,0,798,0,2019
34025,Monmouth,KEANSBURG PD,197,0,2,6,13,18,157,1,9766,58,2019
34025,Monmouth,KEYPORT PD,104,0,0,4,8,10,73,9,7065,14,2019
34025,Monmouth,LAKE COMO BORO PD,17,0,0,1,0,2,11,3,1710,2,2019
34025,Monmouth,LITTLE SILVER PD,36,0,0,0,2,1,25,8,5898,19,2019
34025,Monmouth,LOCH ARBOUR VILLAGE PD,14,0,0,0,0,1,13,0,181,1,2019
34025,Monmouth,LONG BRANCH PD,734,0,11,23,75,60,538,27,30750,296,2019
34025,Monmouth,MANALAPAN TWP PD,244,1,11,2,4,36,173,17,40150,20,2019
34025,Monmouth,MANASQUAN PD,95,0,3,0,4,3,82,3,5903,17,2019
34025,Monmouth,MARLBORO TWP PD,282,0,0,2,7,38,212,23,40338,32,2019
34025,Monmouth,MATAWAN PD,5,0,0,0,0,0,5,0,8864,0,2019
34025,Monmouth,MIDDLETOWN PD,376,0,4,2,16,38,294,22,65469,93,2019
34025,Monmouth,MONMOUTH BEACH PD,10,0,0,0,2,0,8,0,3231,2,2019
34025,Monmouth,MONMOUTH CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34025,Monmouth,MONMOUTH CO SHERIFF'S DEPT,8,0,0,0,7,0,1,0,0,8,2019
34025,Monmouth,MONMOUTH UNIVERSITY PD,24,0,3,0,0,2,17,2,0,7,2019
34025,Monmouth,NEPTUNE CITY PD,129,0,0,2,9,6,112,0,4694,29,2019
34025,Monmouth,NEPTUNE TWP PD,966,2,2,18,73,72,786,13,27825,215,2019
34025,Monmouth,OCEAN TWP PD,599,1,0,4,12,60,499,23,26947,186,2019
34025,Monmouth,OCEANPORT PD,55,0,2,2,8,8,33,2,5742,18,2019
34025,Monmouth,RED BANK PD,139,0,4,4,5,14,108,4,12128,23,2019
34025,Monmouth,RUMSON PD,57,0,0,0,0,7,36,14,6835,4,2019
34025,Monmouth,SEA BRIGHT PD,13,0,1,0,1,2,9,0,1379,3,2019
34025,Monmouth,SEA GIRT PD,13,0,0,0,1,1,11,0,1766,2,2019
34025,Monmouth,SHREWSBURY PD,94,0,0,1,5,4,79,5,4170,30,2019
34025,Monmouth,SPRING LAKE HEIGHTS PD,14,0,0,0,1,2,10,1,4607,3,2019
34025,Monmouth,SPRING LAKE PD,34,0,0,0,0,4,29,1,2958,1,2019
34025,Monmouth,STATE POLICE MONMOUTH COUNTY,118,1,2,1,6,30,74,4,11814,14,2019
34025,Monmouth,TINTON FALLS PD,251,0,0,4,4,7,227,9,17754,35,2019
34025,Monmouth,UNION BEACH PD,25,0,0,0,11,5,8,1,5469,23,2019
34025,Monmouth,WALL TWP PD,200,0,0,0,22,21,144,13,25955,76,2019
34025,Monmouth,WEST LONG BRANCH PD,89,0,0,0,0,7,75,7,7957,6,2019
34025,Monmouth,Monmouth County,8270,10,91,169,560,712,6394,334,635324,2094,2019
34027,Morris,BOONTON PD,101,0,1,2,4,11,79,4,8236,34,2018
34027,Morris,BOONTON TWP PD,26,0,1,1,0,3,20,1,4299,1,2018
34027,Morris,BUTLER BORO PD,50,0,0,0,0,11,37,2,7679,6,2018
34027,Morris,CHATHAM BORO PD,39,0,0,0,0,5,30,4,8793,3,2018
34027,Morris,CHATHAM TWP PD,33,0,0,0,0,2,26,5,10288,6,2018
34027,Morris,CHESTER BORO PD,6,0,0,0,0,0,6,0,1643,0,2018
34027,Morris,CHESTER TWP PD,22,0,0,0,0,5,14,3,7809,0,2018
34027,Morris,DENVILLE PD,92,0,1,1,0,7,77,6,16737,26,2018
34027,Morris,DOVER PD,213,0,1,10,15,32,141,14,17982,31,2018
34027,Morris,EAST HANOVER TWP PD,108,0,0,0,2,16,83,7,11084,6,2018
34027,Morris,FLORHAM PARK PD,68,0,0,2,1,8,53,4,11602,14,2018
34027,Morris,HANOVER TWP PD,165,0,2,1,1,10,143,8,14583,59,2018
34027,Morris,HARDING TWP PD,18,0,0,0,0,5,11,2,3824,5,2018
34027,Morris,JEFFERSON TWP PD,89,0,0,0,5,16,64,4,21071,13,2018
34027,Morris,KINNELON BORO PD,26,0,0,0,1,13,11,1,10080,7,2018
34027,Morris,LINCOLN PARK PD,60,0,0,0,0,6,49,5,10308,,2018
34027,Morris,LONG HILL TWP PD,46,0,0,1,2,2,37,4,8587,9,2018
34027,Morris,MADISON PD,79,0,1,1,1,6,68,2,15832,8,2018
34027,Morris,MENDHAM BORO PD,24,0,0,0,0,4,18,2,4905,12,2018
34027,Morris,MENDHAM TWP PD,12,0,0,0,0,6,5,1,5757,4,2018
34027,Morris,MINE HILL TWP PD,16,0,0,0,0,4,8,4,3534,3,2018
34027,Morris,MONTVILLE TWP PD,177,0,1,0,3,16,124,33,21396,10,2018
34027,Morris,MORRIS CO PROSECUTOR' S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34027,Morris,MORRIS CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34027,Morris,MORRIS COUNTY PARK PD,10,0,0,1,0,0,9,0,0,1,2018
34027,Morris,MORRIS PLAINS PD,64,0,1,1,1,2,59,0,5509,19,2018
34027,Morris,MORRIS TWP PD,126,0,0,1,5,25,91,4,22183,16,2018
34027,Morris,MORRISTOWN PD,232,0,2,9,19,14,177,11,18860,46,2018
34027,Morris,MOUNT ARLINGTON BORO PD,26,0,0,0,1,2,22,1,5914,10,2018
34027,Morris,MOUNT OLIVE TWP PD,83,0,1,1,4,15,59,3,28994,17,2018
34027,Morris,MOUNTAIN LAKES PD,43,0,0,0,0,7,23,13,4308,1,2018
34027,Morris,NETCONG BORO PD,17,0,2,1,0,1,12,1,3182,2,2018
34027,Morris,PARSIPPANY-TROY HILLS PD,391,1,4,6,18,53,279,30,52447,52,2018
34027,Morris,PEQUANNOCK PD,96,0,0,0,3,17,72,4,15177,14,2018
34027,Morris,RANDOLPH TWP PD,130,0,0,0,2,14,106,8,25552,9,2018
34027,Morris,RIVERDALE PD,93,0,0,0,0,5,85,3,4293,40,2018
34027,Morris,ROCKAWAY BORO PD,54,0,0,0,0,5,48,1,6388,9,2018
34027,Morris,ROCKAWAY TWP PD,300,0,0,3,3,14,269,11,25328,72,2018
34027,Morris,ROXBURY TWP PD,128,0,1,0,0,9,111,7,23010,12,2018
34027,Morris,STATE POLICE MORRIS COUNTY,14,0,4,0,4,0,4,2,,5,2018
34027,Morris,WASHINGTON TWP PD,57,0,3,0,4,6,39,5,18484,15,2018
34027,Morris,WHARTON BORO PD,71,0,0,0,2,10,57,2,6482,33,2018
34027,Morris,Morris County,3405,1,26,42,101,387,2626,222,492140,646,2018
34027,Morris,BOONTON PD,93,0,1,2,8,8,70,4,8236,41,2019
34027,Morris,BOONTON TWP PD,20,0,1,0,1,4,12,2,4299,2,2019
34027,Morris,BUTLER BORO PD,27,0,0,0,1,3,22,1,7679,5,2019
34027,Morris,CHATHAM BORO PD,63,0,0,0,0,5,52,6,8793,1,2019
34027,Morris,CHATHAM TWP PD,24,0,0,0,0,1,20,3,10288,2,2019
34027,Morris,CHESTER BORO PD,13,0,0,0,0,1,12,0,1643,0,2019
34027,Morris,CHESTER TWP PD,35,0,0,0,0,11,20,4,7809,0,2019
34027,Morris,DENVILLE PD,71,0,1,0,5,4,57,4,16737,20,2019
34027,Morris,DOVER PD,197,0,2,11,27,49,94,14,17982,18,2019
34027,Morris,EAST HANOVER TWP PD,129,0,0,1,2,10,107,9,11084,13,2019
34027,Morris,FLORHAM PARK PD,112,0,0,0,1,19,85,7,11602,25,2019
34027,Morris,HANOVER TWP PD,148,0,4,1,7,7,120,9,14583,68,2019
34027,Morris,HARDING TWP PD,23,0,0,0,3,10,9,1,3824,8,2019
34027,Morris,JEFFERSON TWP PD,82,1,2,0,7,12,54,6,21071,14,2019
34027,Morris,KINNELON BORO PD,23,0,1,0,0,11,9,2,10080,6,2019
34027,Morris,LINCOLN PARK PD,48,0,0,0,2,8,32,6,10308,18,2019
34027,Morris,LONG HILL TWP PD,48,0,1,0,2,3,40,2,8587,14,2019
34027,Morris,MADISON PD,71,0,0,0,1,11,52,7,15832,5,2019
34027,Morris,MENDHAM BORO PD,20,0,0,0,0,1,14,5,4905,0,2019
34027,Morris,MENDHAM TWP PD,12,0,0,0,1,3,6,2,5757,2,2019
34027,Morris,MINE HILL TWP PD,14,0,0,1,1,3,8,1,3534,8,2019
34027,Morris,MONTVILLE TWP PD,176,0,0,0,4,11,137,24,21396,15,2019
34027,Morris,MORRIS CO PROSECUTOR' S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34027,Morris,MORRIS CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34027,Morris,MORRIS COUNTY PARK PD,16,0,0,0,0,1,15,0,0,2,2019
34027,Morris,MORRIS PLAINS PD,73,0,0,0,2,3,65,3,5509,28,2019
34027,Morris,MORRIS TWP PD,104,0,0,0,8,22,70,4,22183,19,2019
34027,Morris,MORRISTOWN PD,211,0,5,9,27,9,157,4,18860,38,2019
34027,Morris,MOUNT ARLINGTON BORO PD,27,0,0,0,0,3,23,1,5914,6,2019
34027,Morris,MOUNT OLIVE TWP PD,126,0,5,3,6,19,92,1,28994,45,2019
34027,Morris,MOUNTAIN LAKES PD,28,0,0,0,0,10,11,7,4308,2,2019
34027,Morris,NETCONG BORO PD,39,0,5,0,6,2,25,1,3182,15,2019
34027,Morris,PARSIPPANY-TROY HILLS PD,349,1,9,3,10,59,233,34,52447,63,2019
34027,Morris,PEQUANNOCK PD,80,0,0,3,4,13,60,0,15177,23,2019
34027,Morris,RANDOLPH TWP PD,107,0,1,1,6,10,81,8,25552,9,2019
34027,Morris,RIVERDALE PD,98,0,0,0,2,9,83,4,4293,43,2019
34027,Morris,ROCKAWAY BORO PD,54,0,0,1,0,13,37,3,6388,10,2019
34027,Morris,ROCKAWAY TWP PD,244,0,0,2,11,20,203,8,25328,63,2019
34027,Morris,ROXBURY TWP PD,104,0,0,2,1,13,88,0,23010,19,2019
34027,Morris,STATE POLICE MORRIS COUNTY,25,1,1,0,7,3,11,2,1495,5,2019
34027,Morris,WASHINGTON TWP PD,92,0,3,0,9,13,63,4,18484,20,2019
34027,Morris,WHARTON BORO PD,67,0,0,3,7,9,47,1,6482,28,2019
34027,Morris,Morris County,3293,3,42,43,179,426,2396,204,493635,723,2019
34029,Ocean,BARNEGAT LIGHT BORO,12,0,0,0,0,1,11,0,580,0,2018
34029,Ocean,BARNEGAT TWP PD,133,0,5,1,7,25,92,3,22777,62,2018
34029,Ocean,BAYHEAD BORO PD,17,0,0,0,0,3,13,1,971,7,2018
34029,Ocean,BEACH HAVEN PD,118,0,0,0,0,3,114,1,1169,2,2018
34029,Ocean,BEACHWOOD BORO PD,136,0,1,5,0,19,111,0,11146,31,2018
34029,Ocean,BERKELEY TWP PD,403,0,6,6,13,68,300,10,41331,29,2018
34029,Ocean,BRICK TWP PD,969,0,12,8,45,113,768,23,74712,196,2018
34029,Ocean,HARVEY CEDARS BORO PD,24,0,0,0,0,3,21,0,338,8,2018
34029,Ocean,ISLAND HEIGHTS BORO PD,15,0,1,1,1,1,11,0,1652,2,2018
34029,Ocean,JACKSON TWP PD,387,1,7,4,15,73,263,24,56706,51,2018
34029,Ocean,LACEY TWP PD,275,0,5,2,11,30,221,6,28654,59,2018
34029,Ocean,LAKEHURST BORO PD,39,0,0,3,6,4,25,1,2672,24,2018
34029,Ocean,LAKEWOOD PD,908,0,2,30,97,145,588,46,102915,206,2018
34029,Ocean,LAVALLETTE PD,23,0,0,0,1,1,21,0,1824,5,2018
34029,Ocean,LITTLE EGG HARBOR TWP PD,245,1,0,1,2,38,194,9,21087,51,2018
34029,Ocean,LONG BEACH TWP PD,62,0,0,0,3,5,53,1,3029,3,2018
34029,Ocean,MANCHESTER TWP PD,253,1,1,2,11,48,185,5,42939,74,2018
34029,Ocean,MANTOLOKING BORO PD,11,0,0,0,0,2,6,3,249,2,2018
34029,Ocean,OCEAN CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34029,Ocean,OCEAN CO SHERIFF'S DEPT,8,0,0,0,1,0,7,0,0,4,2018
34029,Ocean,OCEAN TWP PD,55,0,0,1,0,8,45,1,9045,6,2018
34029,Ocean,OCEANGATE BORO PD,31,0,0,0,1,8,22,0,2001,8,2018
34029,Ocean,PINE BEACH BORO PD,23,0,1,1,0,4,17,0,2148,4,2018
34029,Ocean,PLUMSTED TWP PD,54,0,0,0,1,22,28,3,8460,4,2018
34029,Ocean,POINT PLEASANT BEACH PD,67,0,0,0,3,5,59,0,4472,17,2018
34029,Ocean,POINT PLEASANT BORO PD,129,0,0,2,12,22,92,1,18474,43,2018
34029,Ocean,SEASIDE HEIGHTS PD,241,1,1,6,18,38,173,4,2872,80,2018
