"Row ID","Place ID","Place Name","Use Code","Use Level",Descriptiion,"Acreage 1986","Acreage 1995","Acreage 2002","Acreage 2007","Acreage 2012","Acreage 2015","Change in Acreage 1986 - 1995","Change in Acreage 1995 - 2002","Change in Acreage 2002 - 2007","Change in Acreage 2007 - 2012","Change in Acreage 2012 - 2015","Change in Acreage 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Place Total Area"
1486,12,Middlesex,80,2,"Managed Wetlands (Modified)",86.8,0.0,0.0,0.0,.0,.0,-86.8,.0,0.0,0.0,0.0,-86.8,-100,0,0,0,0,-100,0.04,0,0,0,0,0,"202,862.4"
1487,12,Middlesex,1100,3,Residential,485.4,0.0,0.0,0.0,.0,.0,-485.4,.0,0.0,0.0,0.0,-485.4,-100,0,0,0,0,-100,0.24,0,0,0,0,0,"202,862.4"
1488,12,Middlesex,1110,3,"Residential (High Density or Multiple Dwelling)","12,378.3","13,962.3","14,523.9","14,766.9","14,946.7","15,132.4","1,584.0",561.7,243.0,179.7,185.7,"2,754.2",12.8,4.02,1.67,1.22,1.24,22.25,6.1,6.88,7.16,7.28,7.37,7.46,"202,862.4"
1489,12,Middlesex,1120,3,"Residential (Single Unit, Medium Density)","27,840.1","29,743.6","31,892.7","33,176.6","33,621.8","33,904.7","1,903.5","2,149.1","1,283.9",445.2,282.9,"6,064.6",6.84,7.23,4.03,1.34,0.84,21.78,13.72,14.66,15.72,16.35,16.57,16.71,"202,862.4"
1490,12,Middlesex,1130,3,"Residential (Single Unit, Low Density)","5,037.4","5,682.5","6,788.7","7,909.2","8,238.3","8,332.0",645.1,"1,106.2","1,120.5",329.2,93.7,"3,294.6",12.81,19.47,16.51,4.16,1.14,65.4,2.48,2.8,3.35,3.9,4.06,4.11,"202,862.4"
1491,12,Middlesex,1140,3,"Residential (Rural, Single Unit)","4,570.1","5,269.3","5,488.6","5,872.8","6,080.2","6,189.0",699.1,219.3,384.2,207.4,108.8,"1,618.8",15.3,4.16,7,3.53,1.79,35.42,2.25,2.6,2.71,2.89,3,3.05,"202,862.4"
1492,12,Middlesex,1150,3,"Mixed Residential",423.2,557.2,251.4,312.6,312.6,312.4,134.0,-305.7,61.2,0.0,-0.2,-110.8,31.65,-54.87,24.34,0,-0.08,-26.18,0.21,0.27,0.12,0.15,0.15,0.15,"202,862.4"
1493,12,Middlesex,1200,3,"Commercial and Services","9,460.6","10,331.7","11,148.7","11,913.5","12,384.4","12,690.6",871.1,817.1,764.8,470.9,306.2,"3,230.0",9.21,7.91,6.86,3.95,2.47,34.14,4.66,5.09,5.5,5.87,6.1,6.26,"202,862.4"
1494,12,Middlesex,1211,3,"Military Installations",216.4,4.2,4.4,4.4,.0,.0,-212.1,.2,0.0,-4.4,0.0,-216.4,-98.05,4.02,0,-100,0,-100,0.11,0,0,0,0,0,"202,862.4"
1495,12,Middlesex,1214,3,"Former Military; Indeterminate Use",0.0,157.2,157.9,99.8,93.8,92.3,157.2,.7,-58.1,-6.0,-1.4,92.3,100,0.41,-36.81,-6.03,-1.53,100,0,0.08,0.08,0.05,0.05,0.05,"202,862.4"
1496,12,Middlesex,1300,3,Industrial,"10,781.3","11,379.9","12,155.8","12,266.6","12,463.4","12,475.6",598.7,775.9,110.8,196.7,12.3,"1,694.4",5.55,6.82,0.91,1.6,0.1,15.72,5.31,5.61,5.99,6.05,6.14,6.15,"202,862.4"
1497,12,Middlesex,1400,3,Transportation,"5,821.4","6,147.0","2,180.5","1,591.8","1,787.7","1,879.5",325.6,"-3,966.6",-588.7,195.9,91.8,"-3,942.0",5.59,-64.53,-27,12.31,5.13,-67.71,2.87,3.03,1.07,0.78,0.88,0.93,"202,862.4"
1498,12,Middlesex,1410,3,"Major Roadway",0.0,0.0,"3,046.5","3,588.9","3,690.3","3,783.1",0.0,"3,046.5",542.4,101.4,92.8,"3,783.1",0,100,17.8,2.83,2.51,100,0,0,1.5,1.77,1.82,1.86,"202,862.4"
1499,12,Middlesex,1411,3,"Mixed transportation Corridor Overlap Areas",0.0,0.0,0.0,7.3,8.7,9.3,0.0,.0,7.3,1.4,0.6,9.3,0,0,100,18.47,6.93,100,0,0,0,0,0,0,"202,862.4"
1500,12,Middlesex,1419,3,"Bridge Over Water",0.0,0.0,36.1,45.5,46.2,45.6,0.0,36.1,9.5,0.6,-0.5,45.6,0,100,26.2,1.38,-1.15,100,0,0,0.02,0.02,0.02,0.02,"202,862.4"
1501,12,Middlesex,1420,3,"Railroad Facilities",0.0,0.0,0.0,"1,192.6","1,229.5","1,245.1",0.0,.0,"1,192.6",36.9,15.6,"1,245.1",0,0,100,3.09,1.26,100,0,0,0,0.59,0.61,0.61,"202,862.4"
1502,12,Middlesex,1440,3,"Airport Facilities",0.0,0.0,32.0,32.6,33.6,33.6,0.0,32.0,0.6,1.0,0.0,33.6,0,100,1.91,3.01,0,100,0,0,0.02,0.02,0.02,0.02,"202,862.4"
1503,12,Middlesex,1461,3,"Wetland Rights-of-Way(WETLANDS)",349.6,358.5,572.7,534.7,553.0,577.6,8.9,214.2,-38.0,18.3,24.7,228.0,2.55,59.75,-6.64,3.41,4.46,65.22,0.17,0.18,0.28,0.26,0.27,0.28,"202,862.4"
1504,12,Middlesex,1462,3,"Upland Rights-of-Way, Developed",0.0,0.0,432.1,416.1,469.5,465.5,0.0,432.1,-16.0,53.4,-4.0,465.5,0,100,-3.7,12.83,-0.85,100,0,0,0.21,0.21,0.23,0.23,"202,862.4"
1505,12,Middlesex,1463,3,"Upland Rights-of-Way, Undeveloped",0.0,0.0,875.9,829.6,874.7,904.1,0.0,875.9,-46.3,45.1,29.4,904.1,0,100,-5.28,5.44,3.36,100,0,0,0.43,0.41,0.43,0.45,"202,862.4"
1506,12,Middlesex,1499,3,Stormwater Basin,0.0,0.0,963.2,"1,489.7","1,765.6","1,950.9",0.0,963.2,526.5,275.9,185.3,"1,950.9",0,100,54.67,18.52,10.5,100,0,0,0.47,0.73,0.87,0.96,"202,862.4"
1507,12,Middlesex,1500,3,"Industrial and Commercial Complexes",23.5,28.9,16.4,20.8,60.1,84.2,5.4,-12.5,4.4,39.4,24.1,60.8,23.05,-43.21,26.52,189.64,40.17,258.93,0.01,0.01,0.01,0.01,0.03,0.04,"202,862.4"
1508,12,Middlesex,1600,3,"Mixed Urban or Built-up Land",63.4,62.9,134.4,162.4,182.3,183.1,-0.5,71.6,28.0,19.9,0.8,119.7,-0.84,113.86,20.84,12.26,0.42,188.88,0.03,0.03,0.07,0.08,0.09,0.09,"202,862.4"
1509,12,Middlesex,1700,3,"Other Urban or Built-up Land","10,660.3","11,910.0","10,113.5","10,791.7","9,724.4","9,639.9","1,249.7","-1,796.5",678.3,"-1,067.3",-84.6,"-1,020.4",11.72,-15.08,6.71,-9.89,-0.87,-9.57,5.25,5.87,4.99,5.32,4.79,4.75,"202,862.4"
1510,12,Middlesex,1710,3,Cemetery,0.0,0.0,"1,263.4","1,275.1","1,287.6","1,294.7",0.0,"1,263.4",11.7,12.5,7.2,"1,294.7",0,100,0.92,0.98,0.56,100,0,0,0.62,0.63,0.63,0.64,"202,862.4"
1511,12,Middlesex,1711,3,"Cemetery on Wetland",0.0,0.0,35.6,35.6,36.0,36.6,0.0,35.6,0.0,0.4,0.6,36.6,0,100,0,1.18,1.67,100,0,0,0.02,0.02,0.02,0.02,"202,862.4"
1512,12,Middlesex,1741,3,"Phragmites Dominate Urban Area",0.0,0.0,11.2,4.0,3.4,2.7,0.0,11.2,-7.2,-0.6,-0.7,2.7,0,100,-64.07,-14.46,-20.12,100,0,0,0.01,0,0,0,"202,862.4"
1513,12,Middlesex,1750,3,"Managed Wetland, in Maintained Lawn Green space ",424.3,552.0,530.5,460.0,423.8,394.7,127.7,-21.5,-70.4,-36.3,-29.1,-29.6,30.08,-3.89,-13.28,-7.88,-6.85,-6.97,0.21,0.27,0.26,0.23,0.21,0.19,"202,862.4"
1514,12,Middlesex,1800,3,"Recreational Land","4,426.5","4,804.4","5,299.4","5,672.9","5,789.1","5,883.4",377.9,495.1,373.5,116.2,94.3,"1,456.9",8.54,10.3,7.05,2.05,1.63,32.91,2.18,2.37,2.61,2.8,2.85,2.9,"202,862.4"
1515,12,Middlesex,1804,3,"Athletic Fields (Schools)","1,236.3","1,222.7","1,314.4","1,298.1","1,370.4","1,380.1",-13.6,91.7,-16.3,72.3,9.8,143.8,-1.1,7.5,-1.24,5.57,0.71,11.63,0.61,0.6,0.65,0.64,0.68,0.68,"202,862.4"
1516,12,Middlesex,1810,3,"Stadium, Theaters, Cultural Centers, and Zoos",0.0,0.0,3.9,9.6,10.1,10.1,0.0,3.9,5.6,0.5,0.0,10.1,0,100,143.26,5.23,0,100,0,0,0,0,0,0,"202,862.4"
1517,12,Middlesex,1850,3,"Managed Wetland, in Built-up Maintained Rec Area",260.0,322.7,383.3,442.4,451.4,446.4,62.7,60.6,59.1,9.1,-5.0,186.4,24.11,18.79,15.41,2.05,-1.11,71.71,0.13,0.16,0.19,0.22,0.22,0.22,"202,862.4"
1518,12,Middlesex,2100,3,"Cropland and Pastureland","20,544.8","16,232.4","12,436.9","9,955.2","9,291.1","8,768.4","-4,312.4","-3,795.5","-2,481.7",-664.1,-522.7,"-11,776.4",-20.99,-23.38,-19.95,-6.67,-5.63,-57.32,10.13,8,6.13,4.91,4.58,4.32,"202,862.4"
1519,12,Middlesex,2140,3,"Agricultural Wetlands (Cranberry Farms & Modified Uplands)","4,217.6","3,844.8","3,165.3","2,881.1","2,808.2","2,698.5",-372.8,-679.5,-284.2,-72.9,-109.7,"-1,519.1",-8.84,-17.67,-8.98,-2.53,-3.91,-36.02,2.08,1.9,1.56,1.42,1.38,1.33,"202,862.4"
1520,12,Middlesex,2150,3," Former Agricultural Wetlands - Becoming Shrubby, not Built-up ",0.0,193.5,0.0,68.2,.0,.0,193.5,-193.5,68.2,-68.2,0.0,0.0,100,-100,100,-100,0,0,0,0.1,0,0.03,0,0,"202,862.4"
1521,12,Middlesex,2200,3,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms","1,271.5","1,775.5","1,281.9","1,184.7","1,080.7","1,075.2",503.9,-493.6,-97.1,-104.1,-5.5,-196.4,39.63,-27.8,-7.58,-8.78,-0.51,-15.44,0.63,0.88,0.63,0.58,0.53,0.53,"202,862.4"
1522,12,Middlesex,2300,3,"Confined Feeding Operations",7.7,7.0,3.1,0.0,.0,.0,-0.7,-3.9,-3.1,0.0,0.0,-7.7,-8.74,-56,-100,0,0,-100,0,0,0,0,0,0,"202,862.4"
1523,12,Middlesex,2400,3,"Other Agriculture",732.5,681.2,662.3,790.0,818.2,818.4,-51.2,-19.0,127.7,28.3,0.1,85.9,-6.99,-2.79,19.28,3.58,0.02,11.73,0.36,0.34,0.33,0.39,0.4,0.4,"202,862.4"
1524,12,Middlesex,4100,3,Deciduous Forest,"2,348.6",0.0,0.0,0.0,.0,.0,"-2,348.6",.0,0.0,0.0,0.0,"-2,348.6",-100,0,0,0,0,-100,1.16,0,0,0,0,0,"202,862.4"
1525,12,Middlesex,4110,3,"Deciduous Forest (10-50% Crown Closure)",486.4,714.7,"1,931.0","1,824.8","2,288.4","2,218.4",228.3,"1,216.3",-106.2,463.5,-70.0,"1,731.9",46.93,170.18,-5.5,25.4,-3.06,356.07,0.24,0.35,0.95,0.9,1.13,1.09,"202,862.4"
1526,12,Middlesex,4120,3,"Deciduous Forest (>50% Crown Closure)","15,807.8","16,466.5","15,114.0","14,291.8","14,105.7","13,975.4",658.6,"-1,352.4",-822.3,-186.0,-130.4,"-1,832.5",4.17,-8.21,-5.44,-1.3,-0.92,-11.59,7.79,8.12,7.45,7.05,6.95,6.89,"202,862.4"
1527,12,Middlesex,4200,3,Coniferous Forest,415.0,0.0,0.0,0.0,.0,.0,-415.0,.0,0.0,0.0,0.0,-415.0,-100,0,0,0,0,-100,0.2,0,0,0,0,0,"202,862.4"
1528,12,Middlesex,4210,3,"Coniferous Forest (10-50% Crown Closure)",32.3,48.4,84.9,106.0,100.6,97.8,16.2,36.5,21.1,-5.4,-2.9,65.5,50.09,75.32,24.9,-5.08,-2.85,203.07,0.02,0.02,0.04,0.05,0.05,0.05,"202,862.4"
1529,12,Middlesex,4220,3,"Coniferous Forest (>50% Crown Closure)","1,810.3","1,879.2","1,785.7","1,534.6","1,418.5","1,401.1",69.0,-93.5,-251.1,-116.1,-17.4,-409.2,3.81,-4.98,-14.06,-7.56,-1.23,-22.6,0.89,0.93,0.88,0.76,0.7,0.69,"202,862.4"
1530,12,Middlesex,4230,3,Plantation,12.6,27.1,0.0,10.4,.0,.0,14.5,-27.1,10.4,-10.4,0.0,-12.6,115.08,-100,100,-100,0,-100,0.01,0.01,0,0.01,0,0,"202,862.4"
1531,12,Middlesex,4310,3,"Mixed with Coniferous Prevalent (> 50% Coniferous)",87.6,0.0,0.0,0.0,.0,.0,-87.6,.0,0.0,0.0,0.0,-87.6,-100,0,0,0,0,-100,0.04,0,0,0,0,0,"202,862.4"
1532,12,Middlesex,4311,3,"Mixed Forest (>50% Coniferous with 10-50% Crown Closure)",24.6,34.3,107.6,91.3,118.9,117.5,9.8,73.3,-16.3,27.5,-1.4,92.9,39.67,213.55,-15.16,30.16,-1.14,378.03,0.01,0.02,0.05,0.05,0.06,0.06,"202,862.4"
1533,12,Middlesex,4312,3,"Mixed Forest (>50% Coniferous with >50% Crown Closure)",601.4,710.3,722.0,672.5,770.9,758.5,108.9,11.7,-49.4,98.4,-12.4,157.1,18.11,1.64,-6.85,14.63,-1.61,26.13,0.3,0.35,0.36,0.33,0.38,0.37,"202,862.4"
1534,12,Middlesex,4320,3," Mixed with Deciduous Prevalent (> 50% Deciduous)",432.1,0.0,0.0,0.0,.0,.0,-432.1,.0,0.0,0.0,0.0,-432.1,-100,0,0,0,0,-100,0.21,0,0,0,0,0,"202,862.4"
1535,12,Middlesex,4321,3,"Mixed Forest (>50% Deciduous with 10-50% Crown Closure)",28.0,35.4,120.3,130.3,112.7,112.7,7.3,85.0,9.9,-17.6,0.0,84.7,26.14,240.2,8.26,-13.49,0.02,302,0.01,0.02,0.06,0.06,0.06,0.06,"202,862.4"
1536,12,Middlesex,4322,3,"Mixed Forest (>50% Deciduous with >50% Crown Closure)",586.5,631.6,684.0,606.1,672.1,670.3,45.0,52.4,-77.8,65.9,-1.8,83.8,7.68,8.3,-11.38,10.88,-0.26,14.28,0.29,0.31,0.34,0.3,0.33,0.33,"202,862.4"
1537,12,Middlesex,4400,3,Brushland,"2,065.9",0.0,0.0,0.0,.0,.0,"-2,065.9",.0,0.0,0.0,0.0,"-2,065.9",-100,0,0,0,0,-100,1.02,0,0,0,0,0,"202,862.4"
1538,12,Middlesex,4410,3,"Old Field (< 25% Brush Covered)","2,192.3","3,901.9","2,765.1","2,059.0","1,972.9","1,678.1","1,709.6","-1,136.8",-706.1,-86.1,-294.8,-514.1,77.98,-29.13,-25.54,-4.18,-14.94,-23.45,1.08,1.92,1.36,1.01,0.97,0.83,"202,862.4"
1539,12,Middlesex,4411,3,"Phragmites Dominate Old Field",0.0,0.0,130.3,59.3,63.0,86.6,0.0,130.3,-71.0,3.8,23.6,86.6,0,100,-54.51,6.38,37.36,100,0,0,0.06,0.03,0.03,0.04,"202,862.4"
1540,12,Middlesex,4420,3,"Deciduous Brush","1,897.6","2,256.9","2,564.6","2,538.4","1,458.6","1,453.8",359.3,307.7,-26.1,"-1,079.9",-4.8,-443.9,18.93,13.63,-1.02,-42.54,-0.33,-23.39,0.94,1.11,1.26,1.25,0.72,0.72,"202,862.4"
1541,12,Middlesex,4430,3,"Coniferous Brush",388.5,734.0,395.4,255.4,233.0,222.4,345.5,-338.6,-140.0,-22.4,-10.6,-166.1,88.94,-46.13,-35.4,-8.76,-4.56,-42.75,0.19,0.36,0.19,0.13,0.11,0.11,"202,862.4"
1542,12,Middlesex,4440,3,"Mixed Deciduous","1,268.1","1,505.3","1,669.6","1,459.4","2,306.0","2,248.2",237.2,164.2,-210.1,846.6,-57.8,980.1,18.71,10.91,-12.59,58.01,-2.51,77.29,0.63,0.74,0.82,0.72,1.14,1.11,"202,862.4"
1543,12,Middlesex,4500,3,"Severe Burned Upland Vegetation",0.0,0.0,0.0,0.0,6.8,.0,0.0,.0,0.0,6.8,-6.8,0.0,0,0,0,100,-100,0,0,0,0,0,0,0,"202,862.4"
1544,12,Middlesex,5100,3,"Streams and Canals",374.0,374.5,580.3,473.9,489.1,472.4,0.5,205.8,-106.5,15.3,-16.8,98.4,0.13,54.95,-18.35,3.22,-3.43,26.29,0.18,0.18,0.29,0.23,0.24,0.23,"202,862.4"
1545,12,Middlesex,5200,3,Natural Lakes,355.8,351.7,298.5,293.8,287.2,280.0,-4.1,-53.2,-4.7,-6.6,-7.1,-75.8,-1.16,-15.12,-1.58,-2.25,-2.48,-21.29,0.18,0.17,0.15,0.14,0.14,0.14,"202,862.4"
1546,12,Middlesex,5300,3,"Artificial Lakes","1,751.3","1,892.0","2,031.2","2,311.7","2,345.4","2,271.2",140.8,139.1,280.5,33.7,-74.1,520.0,8.04,7.35,13.81,1.46,-3.16,29.69,0.86,0.93,1,1.14,1.16,1.12,"202,862.4"
1547,12,Middlesex,5410,3,"Tidal Rivers, Inland Bays and other Tidal Waters","2,607.2","2,655.4","2,760.6","2,891.8","2,909.7","2,895.2",48.1,105.3,131.1,18.0,-14.5,288.0,1.85,3.96,4.75,0.62,-0.5,11.05,1.29,1.31,1.36,1.43,1.43,1.43,"202,862.4"
1548,12,Middlesex,5411,3,"Open Tidal Bays",168.1,167.3,165.2,167.0,168.7,168.7,-0.8,-2.1,1.9,1.7,0.0,0.6,-0.48,-1.28,1.13,1.01,-0.01,0.34,0.08,0.08,0.08,0.08,0.08,0.08,"202,862.4"
1549,12,Middlesex,5412,3,"Tidal Mud Flat",0.0,0.0,0.0,0.0,33.9,32.7,0.0,.0,0.0,33.9,-1.2,32.7,0,0,0,100,-3.66,100,0,0,0,0,0.02,0.02,"202,862.4"
1550,12,Middlesex,5420,3,"Dredged Lagoon",2.1,2.1,2.2,2.2,9.8,9.8,0.0,.1,0.0,7.6,0.0,7.7,0,4.78,0,347.95,-0.2,368.42,0,0,0,0,0,0,"202,862.4"
1551,12,Middlesex,6110,3,"Saline Marshes","4,075.5","4,071.6",0.0,0.0,.0,.0,-3.9,"-4,071.6",0.0,0.0,0.0,"-4,075.5",-0.09,-100,0,0,0,-100,2.01,2.01,0,0,0,0,"202,862.4"
1552,12,Middlesex,6111,3,"Saline Marshes (Low marsh vegetation)",0.0,0.0,"1,981.1","2,063.7","2,039.3","2,036.7",0.0,"1,981.1",82.6,-24.4,-2.5,"2,036.7",0,100,4.17,-1.18,-0.12,100,0,0,0.98,1.02,1.01,1,"202,862.4"
1553,12,Middlesex,6112,3,"Saline Marshes (High marsh vegetation)",0.0,0.0,290.7,319.1,253.3,241.0,0.0,290.7,28.4,-65.8,-12.3,241.0,0,100,9.78,-20.61,-4.86,100,0,0,0.14,0.16,0.12,0.12,"202,862.4"
1554,12,Middlesex,6120,3,"Freshwater Tidal Marshes",180.2,150.1,74.5,70.1,74.9,75.0,-30.1,-75.6,-4.4,4.7,0.1,-105.2,-16.71,-50.38,-5.84,6.73,0.19,-58.39,0.09,0.07,0.04,0.03,0.04,0.04,"202,862.4"
1555,12,Middlesex,6130,3,"Vegetated Dune Communities",0.0,0.0,4.7,10.7,12.0,11.1,0.0,4.7,6.0,1.3,-0.9,11.1,0,100,129.89,12.44,-7.57,100,0,0,0,0.01,0.01,0.01,"202,862.4"
1556,12,Middlesex,6141,3,"Phragmites Dominate Coastal Wetlands",0.0,0.0,"1,762.6","1,530.0","1,577.0","1,576.3",0.0,"1,762.6",-232.6,47.0,-0.7,"1,576.3",0,100,-13.2,3.07,-0.04,100,0,0,0.87,0.75,0.78,0.78,"202,862.4"
1557,12,Middlesex,6210,3,"Deciduous Wooded Wetlands","24,537.4","23,496.0","25,536.4","24,713.3","24,923.4","24,688.3","-1,041.4","2,040.4",-823.1,210.1,-235.1,150.9,-4.24,8.68,-3.22,0.85,-0.94,0.61,12.1,11.58,12.59,12.18,12.29,12.17,"202,862.4"
1558,12,Middlesex,6220,3,"Coniferous Wooded Wetlands",431.3,396.0,525.7,483.6,413.6,407.9,-35.3,129.7,-42.2,-69.9,-5.7,-23.4,-8.18,32.76,-8.02,-14.46,-1.39,-5.42,0.21,0.2,0.26,0.24,0.2,0.2,"202,862.4"
1559,12,Middlesex,6221,3,"Atlantic White Cedar Wetlands",12.8,12.8,13.4,11.6,11.6,11.6,0.0,.6,-1.9,0.0,0.0,-1.2,0,5.02,-13.81,0,0,-9.48,0.01,0.01,0.01,0.01,0.01,0.01,"202,862.4"
1560,12,Middlesex,6231,3,"Deciduous Scrub","3,207.4","2,396.4","1,853.0","2,107.6","1,816.7","1,777.3",-811.0,-543.4,254.6,-290.9,-39.4,"-1,430.1",-25.29,-22.68,13.74,-13.8,-2.17,-44.59,1.58,1.18,0.91,1.04,0.9,0.88,"202,862.4"
1561,12,Middlesex,6232,3,"Coniferous Scrub",19.0,26.6,64.9,50.8,47.6,47.4,7.6,38.3,-14.1,-3.2,-0.2,28.5,40.08,144.24,-21.67,-6.34,-0.34,150.16,0.01,0.01,0.03,0.03,0.02,0.02,"202,862.4"
1562,12,Middlesex,6233,3,"Mixed Scrub",55.9,70.2,393.0,439.7,517.8,510.0,14.2,322.8,46.7,78.0,-7.7,454.1,25.46,460.05,11.89,17.74,-1.49,811.91,0.03,0.03,0.19,0.22,0.26,0.25,"202,862.4"
1563,12,Middlesex,6234,3,"Mixed Scrub",3.4,35.2,172.8,101.6,80.2,80.3,31.8,137.6,-71.2,-21.5,0.1,76.8,924.42,390.47,-41.21,-21.12,0.16,2233.72,0,0.02,0.09,0.05,0.04,0.04,"202,862.4"
1564,12,Middlesex,6240,3,"Herbaceous Wetlands","3,629.5","3,027.5","1,398.7","1,281.7","1,234.9","1,203.9",-602.0,"-1,628.7",-117.0,-46.9,-30.9,"-2,425.6",-16.59,-53.8,-8.37,-3.66,-2.51,-66.83,1.79,1.49,0.69,0.63,0.61,0.59,"202,862.4"
1565,12,Middlesex,6241,3,"Phragmites Dominate Interior Wetlands",0.0,0.0,467.1,459.8,496.9,507.5,0.0,467.1,-7.3,37.1,10.6,507.5,0,100,-1.57,8.07,2.12,100,0,0,0.23,0.23,0.24,0.25,"202,862.4"
1566,12,Middlesex,6251,3,"Mixed Forested Wetlands (Deciduous Dom.)","2,874.8","2,800.4",880.8,858.8,805.8,796.1,-74.4,"-1,919.6",-22.0,-53.0,-9.7,"-2,078.8",-2.59,-68.55,-2.5,-6.17,-1.21,-72.31,1.42,1.38,0.43,0.42,0.4,0.39,"202,862.4"
1567,12,Middlesex,6252,3,"Mixed Forested Wetlands (Coniferous Dom.)",227.8,208.4,468.2,453.9,478.6,473.8,-19.3,259.8,-14.3,24.7,-4.8,246.0,-8.48,124.62,-3.05,5.44,-1.01,108,0.11,0.1,0.23,0.22,0.24,0.23,"202,862.4"
1568,12,Middlesex,6500,3,"Severe Burned Wetlands",0.0,0.0,0.0,0.0,7.1,.0,0.0,.0,0.0,7.1,-7.1,0.0,0,0,0,100,-100,0,0,0,0,0,0,0,"202,862.4"
1569,12,Middlesex,7100,3,Beaches,57.3,58.3,38.3,49.4,41.8,42.7,0.9,-20.0,11.2,-7.6,1.0,-14.6,1.64,-34.35,29.15,-15.47,2.35,-25.44,0.03,0.03,0.02,0.02,0.02,0.02,"202,862.4"
1570,12,Middlesex,7200,3,"Bare Exposed Rock, Rockslides, etc.",0.5,0.0,0.0,1.3,1.3,3.5,-0.5,.0,1.3,0.0,2.2,2.9,-100,0,100,0,165.65,544.44,0,0,0,0,0,0,"202,862.4"
1571,12,Middlesex,7300,3,"Extractive Mining","2,677.9","1,719.1",500.6,174.3,151.3,136.0,-958.8,"-1,218.6",-326.2,-23.0,-15.3,"-2,542.0",-35.8,-70.88,-65.17,-13.22,-10.14,-94.92,1.32,0.85,0.25,0.09,0.07,0.07,"202,862.4"
1572,12,Middlesex,7400,3,"Altered Lands",899.3,972.3,"1,222.1","1,300.7","1,323.8","1,295.9",73.0,249.8,78.5,23.1,-27.9,396.6,8.11,25.7,6.43,1.77,-2.1,44.1,0.44,0.48,0.6,0.64,0.65,0.64,"202,862.4"
1573,12,Middlesex,7430,3,"Disturbed Wetlands (Modified)","1,259.7","2,001.1","1,236.6","1,011.6",569.4,433.1,741.5,-764.6,-224.9,-442.2,-136.4,-826.6,58.86,-38.21,-18.19,-43.71,-23.95,-65.62,0.62,0.99,0.61,0.5,0.28,0.21,"202,862.4"
1574,12,Middlesex,7440,3,"Disturbed Tidal Wetlands",0.0,0.0,0.0,0.0,75.5,69.5,0.0,.0,0.0,75.5,-6.0,69.5,0,0,0,100,-7.9,100,0,0,0,0,0.04,0.03,"202,862.4"
1575,12,Middlesex,7500,3,"Transitional Areas (sites under construction)","1,127.5","1,557.9","2,562.8","2,415.1","1,922.7","2,324.5",430.5,"1,004.9",-147.7,-492.4,401.9,"1,197.1",38.18,64.5,-5.76,-20.39,20.9,106.18,0.56,0.77,1.26,1.19,0.95,1.15,"202,862.4"
1576,12,Middlesex,7600,3,"Undifferentiated Barren Lands",522.4,243.0,160.4,71.7,49.2,47.7,-279.4,-82.5,-88.7,-22.6,-1.5,-474.7,-53.49,-33.97,-55.28,-31.43,-3.03,-90.87,0.26,0.12,0.08,0.04,0.02,0.02,"202,862.4"
1577,12,Middlesex,8000,3,"Managed Wetlands (Modified)",86.8,0.0,0.0,0.0,.0,.0,-86.8,.0,0.0,0.0,0.0,-86.8,-100,0,0,0,0,-100,0.04,0,0,0,0,0,"202,862.4"
1578,13,Monmouth,1,1,URBAN,"108,954.4","122,351.7","133,941.6","143,682.8","145,390.0","146,301.2","13,397.3","11,589.9","9,741.2","1,707.3",911.2,"37,346.8",12.3,9.47,7.27,1.19,0.63,34.28,35.05,39.36,43.09,46.23,46.77,47.07,"310,833.0"
1579,13,Monmouth,2,1,AGRICULTURE,"53,981.6","45,837.0","38,536.6","35,534.0","33,832.6","33,487.3","-8,144.6","-7,300.4","-3,002.6","-1,701.4",-345.3,"-20,494.4",-15.09,-15.93,-7.79,-4.79,-1.02,-37.97,17.37,14.75,12.4,11.43,10.88,10.77,"310,833.0"
1580,13,Monmouth,4,1,FOREST,"59,642.4","56,834.4","54,454.0","50,764.8","51,659.5","51,138.8","-2,808.1","-2,380.4","-3,689.2",894.7,-520.7,"-8,503.6",-4.71,-4.19,-6.77,1.76,-1.01,-14.26,19.19,18.28,17.52,16.33,16.62,16.45,"310,833.0"
1581,13,Monmouth,5,1,WATER,"10,722.1","11,279.7","10,930.9","11,866.0","11,902.0","11,725.3",557.6,-348.8,935.1,35.9,-176.7,"1,003.2",5.2,-3.09,8.56,0.3,-1.48,9.36,3.45,3.63,3.52,3.82,3.83,3.77,"310,833.0"
1582,13,Monmouth,6,1,WETLANDS,"73,223.4","70,035.0","66,789.8","65,135.0","64,585.5","64,287.9","-3,188.4","-3,245.2","-1,654.8",-549.5,-297.6,"-8,935.6",-4.35,-4.63,-2.48,-0.84,-0.46,-12.2,23.56,22.53,21.49,20.95,20.78,20.68,"310,833.0"
