ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
34,NEW JERSEY,NJ,34017,Hudson,34017005600,"Census Tract 56, Hudson County, New Jersey",0.089039368322,4186,444,1448,53,1329,80,652,265,181,87,23583,3071,311,136,418,126,1073,267,293,113,140,77,3926,467,266,143,314,105,0,12,141,74,452,109,0,12,15.7,6.4,9.0,4.2,23583.0,3071.0,12.2,5.0,10.0,2.9,25.6,5.8,7.0,2.7,10.5,5.8,93.8,5.1,7.1,3.8,21.7,7.2,0.0,2.2,10.6,5.6,34.0,8.0,0.0,0.3,0.7598,0.822,0.8234,0.689,3.0942,0.8245,0.1635,0.7835,0.183,0.695,1.825,0.3701,0.911,0.7225,1.6335,0.8405,0.767,0.0,0.928,0.8966,0.0,2.5916,0.7195,9.1443,0.7762,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,600,184,14.3,4.6,1062
34,NEW JERSEY,NJ,34017,Hudson,34017005801,"Census Tract 58.01, Hudson County, New Jersey",0.173070993704,5564,586,2176,76,1822,140,1601,489,277,128,18420,2800,559,168,909,162,1590,371,878,206,369,122,5413,591,465,200,377,124,0,17,143,74,854,161,0,17,28.8,8.8,10.9,4.4,18420.0,2800.0,16.9,4.9,16.3,3.2,28.6,5.9,15.8,3.8,20.3,6.6,97.3,2.8,9.8,4.1,17.3,5.7,0.0,1.5,7.8,4.0,46.9,8.2,0.0,0.3,0.9183,0.8857,0.904,0.79,3.498,0.9253,0.6205,0.892,0.8611,0.915,3.2886,0.9945,0.954,0.7995,1.7535,0.912,0.6965,0.0,0.875,0.9644,0.0,2.5359,0.6889,11.076,0.9574,1,0,1,0,2,0,0,0,1,1,1,0,1,0,0,0,1,0,1,5,657,231,11.8,4.1,1775
34,NEW JERSEY,NJ,34017,Hudson,34017005802,"Census Tract 58.02, Hudson County, New Jersey",1.869508972816,1649,164,758,25,701,51,55,33,36,24,90310,12169,4,8,133,33,407,90,61,28,35,19,741,216,0,48,506,68,0,12,45,31,21,18,0,12,3.4,2.0,3.6,2.4,90310.0,12169.0,0.3,0.6,8.1,2.0,24.7,4.9,3.7,1.7,5.0,2.8,44.9,12.3,0.0,3.2,66.8,8.7,0.0,4.2,6.4,4.5,3.0,2.5,0.0,0.7,0.2066,0.2041,0.019,0.005,0.4347,0.0326,0.095,0.737,0.0231,0.364,1.2191,0.0647,0.5745,0.0,0.5745,0.2755,0.9785,0.0,0.8325,0.2474,0.0,2.0584,0.4827,4.2867,0.1129,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,53,34,3.2,2.0,4802
34,NEW JERSEY,NJ,34017,Hudson,34017005900,"Census Tract 59, Hudson County, New Jersey",0.240694828494,7561,718,2889,63,2597,161,835,344,312,168,31227,4267,821,299,1214,307,1503,402,686,246,222,146,6370,781,419,202,270,141,0,17,134,81,418,168,193,87,11.3,4.6,8.1,4.4,31227.0,4267.0,14.7,5.2,16.1,4.5,19.9,5.0,9.3,3.3,8.5,5.6,84.2,6.6,5.8,2.8,9.3,4.9,0.0,1.1,5.2,3.1,16.1,6.3,2.6,1.1,0.6635,0.7683,0.6573,0.7395,2.8286,0.7553,0.601,0.3465,0.4147,0.608,1.9702,0.4739,0.832,0.677,1.509,0.769,0.512,0.0,0.7845,0.7431,0.8525,2.8921,0.8319,9.1999,0.7847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,362,14.3,4.6,3374
34,NEW JERSEY,NJ,34017,Hudson,34017006000,"Census Tract 60, Hudson County, New Jersey",0.14635389361,4005,580,1741,92,1361,144,476,239,202,101,20500,3708,348,152,367,101,979,244,523,212,300,116,3870,597,314,187,108,94,0,12,82,63,581,161,0,12,11.9,5.8,9.2,4.3,20500.0,3708.0,13.6,5.3,9.2,2.5,24.4,5.0,13.1,4.8,22.0,8.3,96.6,5.2,8.4,4.9,6.2,5.4,0.0,1.8,6.0,4.6,42.7,10.2,0.0,0.3,0.675,0.834,0.8764,0.724,3.1094,0.83,0.1345,0.714,0.7437,0.933,2.5252,0.8465,0.9435,0.765,1.7085,0.8845,0.4225,0.0,0.8155,0.9433,0.0,2.1813,0.5369,9.5244,0.8199,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,3,686,300,17.1,6.2,2545
34,NEW JERSEY,NJ,34017,Hudson,34017006100,"Census Tract 61, Hudson County, New Jersey",0.29937383825,7258,878,2575,80,2393,170,1296,569,399,286,23100,3384,865,270,1165,317,1556,673,1273,353,340,186,5663,1001,339,226,195,120,0,17,261,211,574,206,38,27,17.9,7.8,12.0,8.5,23100.0,3384.0,17.1,4.6,16.1,4.4,21.4,8.9,17.5,5.3,14.2,7.7,78.0,10.1,4.9,3.2,7.6,4.7,0.0,1.3,10.9,8.8,24.0,8.2,0.5,0.4,0.7944,0.9052,0.8319,0.7945,3.326,0.8852,0.601,0.4765,0.9127,0.818,2.8082,0.9328,0.785,0.6375,1.4225,0.7235,0.469,0.0,0.934,0.8199,0.6555,2.8784,0.8269,10.4351,0.9077,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,1248,397,17.2,5.7,3302
34,NEW JERSEY,NJ,34017,Hudson,34017006200,"Census Tract 62, Hudson County, New Jersey",0.103914333974,3784,359,1628,46,1459,91,943,349,53,37,22930,2845,492,134,550,133,959,235,482,144,248,100,3491,385,330,137,355,114,0,12,72,53,617,144,36,15,25.2,9.0,2.9,2.1,22930.0,2845.0,19.7,5.2,14.5,3.9,25.3,5.7,12.8,4.2,17.0,6.8,92.3,5.2,9.4,3.8,21.8,7.0,0.0,2.0,4.9,3.6,42.3,9.4,1.0,0.4,0.8857,0.1199,0.8354,0.84,2.681,0.7172,0.477,0.77,0.7252,0.8675,2.8397,0.9398,0.8985,0.7885,1.687,0.872,0.769,0.0,0.7725,0.9418,0.7445,3.2278,0.8996,10.4355,0.9082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,476,232,12.6,6.0,1858
34,NEW JERSEY,NJ,34017,Hudson,34017006300,"Census Tract 63, Hudson County, New Jersey",0.261403409264,4499,550,1912,65,1708,119,1309,504,254,117,20850,3253,547,188,625,145,985,345,878,196,283,107,4230,558,411,207,315,101,0,12,100,73,657,155,0,12,29.5,9.4,11.5,5.4,20850.0,3253.0,17.7,5.7,13.9,3.4,21.9,7.2,19.5,4.5,16.6,6.2,94.0,4.7,9.6,4.7,16.5,5.3,0.0,1.7,5.9,4.3,38.5,8.7,0.0,0.3,0.9258,0.8952,0.8699,0.8065,3.4974,0.9248,0.4405,0.5225,0.9498,0.859,2.7718,0.9228,0.913,0.793,1.706,0.8825,0.6825,0.0,0.811,0.9217,0.0,2.4152,0.6422,10.3904,0.9047,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,4,650,237,14.4,5.5,2020
34,NEW JERSEY,NJ,34017,Hudson,34017006400,"Census Tract 64, Hudson County, New Jersey",0.084210390608,2835,289,1644,59,1404,105,130,86,128,75,88978,18561,235,93,296,115,325,142,162,90,40,27,1501,345,264,123,402,92,0,12,15,16,682,138,0,12,4.6,2.9,6.0,3.4,88978.0,18561.0,9.6,3.8,10.4,4.0,11.5,4.9,5.7,3.3,2.8,1.9,52.9,10.9,10.1,4.6,24.5,5.6,0.0,2.0,1.1,1.2,48.6,8.9,0.0,0.4,0.3074,0.5466,0.02,0.5835,1.4575,0.3551,0.192,0.0425,0.0873,0.1605,0.4823,0.0105,0.629,0.8045,1.4335,0.7285,0.794,0.0,0.413,0.9714,0.0,2.1784,0.5349,5.5517,0.3096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,311,127,11.0,4.2,1946
34,NEW JERSEY,NJ,34017,Hudson,34017006500,"Census Tract 65, Hudson County, New Jersey",0.144142687456,2086,177,1141,37,1031,63,407,192,61,41,47543,5800,183,59,140,63,464,87,162,56,145,54,1382,210,136,77,479,72,0,12,35,26,344,70,0,12,19.5,8.8,5.0,3.4,47543.0,5800.0,12.0,3.8,6.7,3.0,22.2,3.7,7.8,2.7,14.1,5.2,66.3,8.3,7.2,4.1,42.0,6.2,0.0,2.8,3.4,2.6,33.4,6.0,0.0,0.6,0.8205,0.4117,0.2756,0.681,2.1888,0.5853,0.059,0.5505,0.2613,0.8145,1.6853,0.2788,0.719,0.7245,1.4435,0.7355,0.9165,0.0,0.6705,0.8931,0.0,2.4801,0.6663,7.7977,0.6297,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,107,62,5.1,2.8,2770
34,NEW JERSEY,NJ,34017,Hudson,34017006600,"Census Tract 66, Hudson County, New Jersey",0.133629516098,1617,199,448,26,433,27,237,202,39,36,36996,7670,128,52,244,85,353,113,152,65,6,15,1477,206,123,75,42,28,0,12,64,39,50,24,0,12,14.7,11.9,5.0,4.5,36996.0,7670.0,11.1,4.0,15.1,5.4,21.8,6.5,9.4,3.9,1.4,3.5,91.3,6.1,8.2,4.9,9.4,6.4,0.0,7.0,14.8,9.1,11.5,5.5,0.0,0.7,0.7417,0.4117,0.5108,0.645,2.3092,0.6214,0.5245,0.5145,0.4263,0.0565,1.5218,0.1685,0.89,0.758,1.648,0.8495,0.5155,0.0,0.9695,0.6729,0.0,2.1579,0.5283,7.6369,0.6136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,154,88,9.5,4.9,515
34,NEW JERSEY,NJ,34017,Hudson,34017006700,"Census Tract 67, Hudson County, New Jersey",0.28474636398,3166,404,1434,97,1170,108,1219,382,136,79,14938,3057,404,167,329,123,1039,307,488,167,264,116,3033,428,315,134,670,133,0,12,61,45,580,121,0,12,38.8,10.4,11.3,6.2,14938.0,3057.0,23.6,9.1,10.4,4.3,32.8,8.7,15.4,5.5,22.6,9.7,95.8,5.8,11.2,4.5,46.7,8.7,0.0,2.2,5.2,3.9,49.6,8.9,0.0,0.4,0.9694,0.8932,0.954,0.881,3.6976,0.9694,0.192,0.9635,0.8455,0.939,2.94,0.9619,0.9325,0.825,1.7575,0.9155,0.9365,0.0,0.7845,0.9734,0.0,2.6944,0.7657,11.0895,0.9579,1,0,1,0,2,0,1,0,1,2,1,0,1,1,0,0,1,0,2,7,334,144,10.5,4.3,3972
34,NEW JERSEY,NJ,34017,Hudson,34017006800,"Census Tract 68, Hudson County, New Jersey",0.13436928753,3892,540,1431,102,1256,113,1062,500,177,85,19025,2993,476,200,295,116,1002,266,520,211,344,128,3818,542,440,237,151,68,0,12,66,54,551,141,0,12,27.3,11.6,8.8,4.1,19025.0,2993.0,20.5,7.8,7.6,3.3,25.7,5.8,13.4,5.5,27.4,9.9,98.1,3.0,12.1,6.3,10.6,4.7,0.0,2.2,5.3,4.3,43.9,10.4,0.0,0.3,0.9077,0.8139,0.8944,0.849,3.465,0.9173,0.081,0.7885,0.7608,0.972,2.6023,0.8771,0.962,0.84,1.802,0.938,0.5555,0.0,0.7885,0.9498,0.0,2.2938,0.5871,10.1631,0.8836,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4,847,343,21.8,7.3,1644
34,NEW JERSEY,NJ,34017,Hudson,34017006900,"Census Tract 69, Hudson County, New Jersey",1.377033941306,72,55,44,23,29,21,25,32,0,12,24263,10470,9,14,0,12,21,23,0,12,9,18,34,69,13,47,9,18,0,12,4,13,0,12,0,12,34.7,36.4,0.0,42.8,24263.0,10470.0,18.8,28.4,0.0,34.4,29.2,22.9,0.0,34.4,31.0,59.3,47.2,90.0,25.5,91.2,20.5,40.4,0.0,44.7,13.8,45.1,0.0,55.1,0.0,16.7,0.9514,0.0,0.8084,0.8245,2.5843,0.6936,0.0,0.9095,0.0,0.9815,1.891,0.4142,0.588,0.9535,1.5415,0.788,0.752,0.0,0.961,0.0,0.0,1.713,0.3452,7.7298,0.6202,1,0,0,0,1,0,1,0,1,2,0,1,1,0,0,1,0,0,1,5,24,21,33.3,13.3,1624
34,NEW JERSEY,NJ,34017,Hudson,34017007000,"Census Tract 70, Hudson County, New Jersey",0.097269518554,4417,337,2266,87,2074,119,323,109,168,94,67035,7481,515,125,560,134,509,126,368,145,39,48,3147,390,293,114,1012,134,0,12,138,61,1003,139,24,24,7.3,2.6,5.5,3.0,67035.0,7481.0,14.1,3.5,12.7,3.2,11.5,2.7,8.3,3.2,1.9,2.3,71.2,7.0,7.1,2.7,44.7,5.7,0.0,1.4,6.7,3.0,48.4,6.2,0.5,0.5,0.507,0.4875,0.0855,0.73,1.81,0.4644,0.3455,0.0425,0.3104,0.094,0.7924,0.0201,0.75,0.7225,1.4725,0.7495,0.9275,0.0,0.8435,0.9699,0.6555,3.3964,0.9343,7.4713,0.5901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,356,168,8.1,3.6,4171
34,NEW JERSEY,NJ,34017,Hudson,34017007100,"Census Tract 71, Hudson County, New Jersey",0.131290896284,3313,236,1461,62,1327,87,375,172,59,54,36731,5441,285,109,468,139,595,133,232,81,24,30,2442,300,308,149,633,129,0,12,129,72,473,99,131,115,11.8,5.4,3.2,2.9,36731.0,5441.0,11.2,4.1,14.1,4.1,18.0,3.8,7.3,2.5,1.8,2.3,73.7,7.4,9.6,4.6,43.3,8.7,0.0,2.2,9.7,5.4,35.6,6.6,4.0,3.5,0.6735,0.151,0.5203,0.6515,1.9963,0.5241,0.454,0.2035,0.2071,0.0845,0.9491,0.0296,0.7635,0.793,1.5565,0.8,0.923,0.0,0.918,0.9062,0.8985,3.6457,0.9704,8.1476,0.6688,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,3,572,203,18.0,6.3,3899
34,NEW JERSEY,NJ,34017,Hudson,34017007200,"Census Tract 72, Hudson County, New Jersey",0.11520897578,2444,235,1073,43,962,65,94,43,55,34,63037,8412,190,98,399,145,401,98,138,52,6,15,1311,285,64,66,339,61,0,12,24,19,224,57,291,147,4.4,2.1,3.8,2.3,63037.0,8412.0,9.7,4.4,16.3,5.4,16.4,3.7,6.4,2.5,0.6,1.6,53.6,10.5,2.9,3.0,31.6,5.6,0.0,3.0,2.5,2.1,23.3,5.9,11.9,5.9,0.2944,0.2352,0.1071,0.5875,1.2242,0.2673,0.6205,0.1295,0.1329,0.0245,0.9074,0.0246,0.6365,0.4825,1.119,0.5625,0.8525,0.0,0.591,0.8144,0.964,3.2219,0.8986,6.4725,0.4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,79,40,3.7,1.9,1702
34,NEW JERSEY,NJ,34017,Hudson,34017007300,"Census Tract 73, Hudson County, New Jersey",0.231509075812,2384,272,1531,40,1276,120,47,42,45,27,95878,9017,19,21,27,15,260,86,37,32,19,19,1282,349,20,47,1367,63,0,12,85,39,326,87,0,12,2.0,1.7,2.3,1.4,95878.0,9017.0,0.9,1.0,1.1,0.7,10.9,3.4,1.6,1.3,1.5,1.5,53.8,13.3,0.9,2.2,89.3,3.4,0.0,2.1,6.7,3.0,25.5,6.8,0.0,0.5,0.0933,0.0652,0.015,0.02,0.1935,0.0045,0.004,0.0375,0.0025,0.0645,0.1085,0.001,0.639,0.2125,0.8515,0.421,0.9955,0.0,0.8435,0.8319,0.0,2.6709,0.7572,3.8244,0.0712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,72,54,3.0,2.2,3596
34,NEW JERSEY,NJ,34017,Hudson,34017007400,"Census Tract 74, Hudson County, New Jersey",0.097161796096,5052,369,2911,62,2429,152,151,115,168,82,114123,11612,50,42,207,97,709,159,83,76,94,90,2423,535,16,70,2820,101,0,17,94,59,753,180,0,17,3.0,2.3,4.4,2.1,114123.0,11612.0,1.2,1.0,4.1,1.9,14.0,3.0,1.6,1.5,3.9,3.7,48.0,10.0,0.3,1.5,96.9,2.8,0.0,1.1,3.9,2.4,31.0,7.3,0.0,0.3,0.17,0.3275,0.0045,0.0285,0.5305,0.0481,0.021,0.073,0.0025,0.25,0.3465,0.0075,0.5945,0.085,0.6795,0.329,0.998,0.0,0.7075,0.8771,0.0,2.5826,0.715,4.1391,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,46,43,0.9,0.8,6153
34,NEW JERSEY,NJ,34017,Hudson,34017007500,"Census Tract 75, Hudson County, New Jersey",0.116634464364,6041,575,3267,88,2981,168,403,171,68,51,67074,11378,138,103,817,212,948,257,408,120,86,79,3916,667,344,156,2453,216,0,17,433,156,1129,204,38,68,6.7,2.8,1.8,1.4,67074.0,11378.0,2.9,2.2,13.5,3.7,15.7,4.0,6.8,2.1,2.9,2.7,64.8,9.2,6.2,2.7,75.1,6.3,0.0,1.0,14.5,5.2,37.9,6.3,0.6,1.1,0.4709,0.0356,0.085,0.13,0.7215,0.0973,0.4115,0.1065,0.1655,0.168,0.8515,0.0226,0.71,0.6905,1.4005,0.7085,0.987,0.0,0.968,0.9187,0.684,3.5577,0.9584,6.5312,0.4656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,3,200,129,3.3,2.0,5840
34,NEW JERSEY,NJ,34017,Hudson,34017007600,"Census Tract 76, Hudson County, New Jersey",0.213668074596,7676,554,4515,109,3859,216,456,168,83,46,112543,9810,91,90,184,103,769,172,110,72,31,38,4979,741,136,110,4286,160,0,17,228,92,1530,248,0,17,5.9,2.3,1.4,0.7,112543.0,9810.0,1.4,1.3,2.4,1.3,10.0,2.1,1.4,1.0,0.8,1.0,64.9,8.4,1.9,1.5,94.9,2.7,0.0,0.7,5.9,2.4,39.6,6.0,0.0,0.2,0.4188,0.0216,0.0055,0.033,0.4789,0.0391,0.0075,0.032,0.0015,0.0295,0.0705,0.0005,0.7105,0.3695,1.08,0.541,0.997,0.0,0.811,0.9308,0.0,2.7388,0.7787,4.3682,0.1264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,154,89,2.0,1.2,9646
34,NEW JERSEY,NJ,34017,Hudson,34017007700,"Census Tract 77, Hudson County, New Jersey",0.387381542028,9154,582,4853,142,4231,206,1459,381,216,99,85222,9407,48,52,210,77,929,185,174,122,62,64,7454,656,421,190,4819,141,0,17,326,129,2520,217,0,17,15.9,3.9,3.5,1.6,85222.0,9407.0,0.7,0.7,2.3,0.8,10.1,1.9,1.9,1.3,1.5,1.5,81.4,5.0,4.9,2.2,99.3,4.1,0.0,0.7,7.7,3.0,59.6,4.4,0.0,0.2,0.7623,0.1886,0.0275,0.013,0.9914,0.1906,0.0065,0.033,0.0045,0.0645,0.1085,0.001,0.8085,0.6375,1.446,0.737,0.999,0.0,0.871,0.9925,0.0,2.8625,0.8184,5.4084,0.2835,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,355,187,3.9,2.0,16224
34,NEW JERSEY,NJ,34017,Hudson,34017007800,"Census Tract 78, Hudson County, New Jersey",0.216665770524,1724,129,838,35,777,51,549,143,60,49,40093,5904,229,67,321,77,210,83,277,95,81,42,1029,193,171,75,715,73,0,12,21,17,403,83,176,69,31.8,7.6,6.3,5.1,40093.0,5904.0,17.9,5.1,18.6,4.5,12.2,4.7,16.1,5.6,10.4,5.5,59.7,10.3,10.3,4.5,85.3,8.1,0.0,3.8,2.7,2.2,51.9,9.1,10.2,3.9,0.9368,0.5878,0.4247,0.811,2.7603,0.7397,0.7635,0.052,0.8736,0.692,2.3811,0.7718,0.677,0.809,1.486,0.755,0.994,0.0,0.61,0.9789,0.961,3.5439,0.9558,10.1713,0.8841,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,4,109,52,6.3,3.0,7059
34,NEW JERSEY,NJ,34017,Hudson,34017010100,"Census Tract 101, Hudson County, New Jersey",0.410191289882,6927,724,2375,88,2266,126,831,403,46,45,28093,3599,391,129,694,183,2052,484,671,197,265,159,4119,866,219,137,405,134,0,17,202,132,514,151,12,8,12.0,5.7,1.5,1.4,28093.0,3599.0,8.7,2.6,10.0,2.9,29.6,6.3,9.7,2.8,11.7,7.0,59.5,10.9,3.5,2.2,17.1,5.6,0.0,1.4,8.9,5.8,22.7,6.5,0.2,0.1,0.679,0.0261,0.7304,0.5395,1.975,0.516,0.1635,0.918,0.4589,0.7425,2.2829,0.7096,0.675,0.5405,1.2155,0.614,0.6935,0.0,0.903,0.8108,0.467,2.8743,0.8259,8.3477,0.6929,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,468,242,6.8,3.4,2617
34,NEW JERSEY,NJ,34017,Hudson,34017010200,"Census Tract 102, Hudson County, New Jersey",0.115357238948,2970,349,1294,51,1150,84,274,216,130,90,42511,7835,64,47,391,151,473,130,258,99,58,44,1351,453,263,140,132,65,0,12,61,40,156,84,0,12,9.3,7.1,7.3,4.8,42511.0,7835.0,2.8,2.0,13.2,5.1,15.9,4.0,8.7,3.3,5.0,3.8,45.5,14.3,9.2,4.8,10.2,5.0,0.0,2.5,5.3,3.5,13.6,7.2,0.0,0.4,0.5903,0.7001,0.3697,0.121,1.7811,0.4524,0.386,0.111,0.3531,0.364,1.2141,0.0632,0.5775,0.785,1.3625,0.6915,0.546,0.0,0.7885,0.7105,0.0,2.045,0.4782,6.4027,0.4436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,105,8.1,3.3,1152
34,NEW JERSEY,NJ,34017,Hudson,34017010300,"Census Tract 103, Hudson County, New Jersey",0.374457549782,3085,486,1214,61,1109,94,840,426,40,34,28306,7080,291,169,482,115,859,267,341,125,89,67,1855,587,183,117,266,112,0,12,148,91,224,103,0,12,27.2,12.4,3.0,2.5,28306.0,7080.0,14.4,8.0,15.6,3.8,27.8,7.5,11.1,4.1,8.0,6.0,60.1,16.5,6.3,3.9,21.9,9.2,0.0,2.6,13.3,8.2,20.2,9.1,0.0,0.4,0.9057,0.1294,0.7254,0.734,2.4945,0.6695,0.5655,0.872,0.5998,0.582,2.6193,0.8847,0.6795,0.6925,1.372,0.696,0.7695,0.0,0.9575,0.7908,0.0,2.5178,0.6824,9.0036,0.7612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,253,150,8.2,4.6,1619
34,NEW JERSEY,NJ,34017,Hudson,34017010400,"Census Tract 104, Hudson County, New Jersey",0.863006696156,4341,429,1950,75,1748,114,379,173,113,56,36618,4582,391,119,600,119,908,218,370,99,81,54,2587,518,291,114,651,119,0,12,79,53,464,149,0,12,8.7,4.1,4.6,2.3,36618.0,4582.0,12.2,3.3,13.8,2.6,20.9,4.6,8.5,2.4,4.6,3.1,59.6,10.4,7.2,2.7,33.4,6.0,0.0,1.7,4.5,3.0,26.5,8.2,0.0,0.3,0.5657,0.3561,0.5253,0.689,2.1361,0.5707,0.435,0.432,0.3315,0.3215,1.52,0.166,0.6765,0.7245,1.401,0.709,0.8655,0.0,0.745,0.8394,0.0,2.4499,0.6563,7.507,0.5971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,189,10.5,4.2,2514
34,NEW JERSEY,NJ,34017,Hudson,34017010500,"Census Tract 105, Hudson County, New Jersey",0.379139036532,5384,453,2244,92,2112,116,555,273,132,88,40200,5372,455,174,1144,202,942,248,511,187,297,131,2617,629,160,118,753,194,0,17,57,50,304,148,83,97,10.4,4.8,4.5,3.0,40200.0,5372.0,11.0,4.1,21.2,4.2,17.5,4.4,9.5,3.5,14.1,6.2,48.6,11.0,3.2,2.3,33.6,8.6,0.0,1.4,2.7,2.4,14.4,7.0,1.5,1.8,0.6324,0.34,0.4217,0.6395,2.0336,0.5366,0.8645,0.173,0.4373,0.8145,2.2893,0.7141,0.598,0.5125,1.1105,0.56,0.8695,0.0,0.61,0.7225,0.789,2.991,0.8575,8.4244,0.6994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,196,11.5,3.5,1870
34,NEW JERSEY,NJ,34017,Hudson,34017010600,"Census Tract 106, Hudson County, New Jersey",0.262091056926,7222,711,3105,107,2962,157,1266,582,196,128,27951,4016,775,312,1247,223,1921,493,831,219,294,158,4319,843,690,257,994,221,124,68,131,97,890,235,5,4,17.5,8.1,5.8,3.8,27951.0,4016.0,16.2,6.4,17.3,3.0,26.6,6.3,11.5,3.2,9.9,5.3,59.8,10.1,10.3,3.7,32.0,7.0,4.0,2.2,4.4,3.3,30.0,7.6,0.1,0.1,0.7864,0.5206,0.7329,0.776,2.8159,0.7528,0.692,0.8315,0.6309,0.674,2.8284,0.9373,0.678,0.809,1.487,0.7565,0.856,0.9488,0.7405,0.8685,0.3545,3.7683,0.9839,10.8996,0.9468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,736,321,10.2,4.4,5993
34,NEW JERSEY,NJ,34017,Hudson,34017010700,"Census Tract 107, Hudson County, New Jersey",0.148328033136,3663,402,1583,66,1422,89,601,322,73,56,29191,4312,291,147,318,86,982,233,351,118,202,96,1782,458,276,117,202,81,0,12,88,61,398,122,5,12,16.4,8.5,4.1,3.1,29191.0,4312.0,12.5,6.1,8.7,2.5,26.8,5.6,9.6,3.2,14.2,6.7,48.6,11.3,8.2,3.4,12.8,5.1,0.0,2.0,6.2,4.3,28.0,8.1,0.1,0.3,0.7688,0.2763,0.7039,0.697,2.446,0.6595,0.115,0.84,0.4473,0.818,2.2203,0.676,0.598,0.758,1.356,0.688,0.6105,0.0,0.8255,0.849,0.3545,2.6395,0.7441,8.6618,0.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,263,16.2,6.8,4763
