GEOID,occupancy_rate,vacancy_rate,multiunit_struct,mobile_home_rate,pop_20yrs_plus,no_vehicle,public_transit,NAME,mobile_home,multiunits_10_to_19,multiunits_20_to_49,multiunits_50plus,multiunits_five_to_nine,multiunits_three_or_four,multiunits_two,occupied_owner,occupied_renter,occupied_units,pop_own_90_99,pop_own_bfr89,pop_own_occ,pop_ren_90_99,pop_ren_bfr89,pop_ren_occ,total_units,vacant_units,pop_own_20yrs_plus,pop_ren_20yrs_plus
34023003500,0.9023034154090548,0.0976965845909452,163,0.221604447974583,1083,78,144,"Census Tract 35, Middlesex County, New Jersey",279,0,0,0,0,72,91,915,221,1136,259,774,2715,42,8,599,1259,123,1033,50
34023003600,0.9553805774278216,0.04461942257217848,1765,0.0044994375703037125,1642,357,366,"Census Tract 36, Middlesex County, New Jersey",12,53,389,76,76,332,839,984,1564,2548,213,805,3415,594,30,3846,2667,119,1018,624
34023003700,0.9586260733801717,0.041373926619828257,350,0,1045,92,192,"Census Tract 37, Middlesex County, New Jersey",0,54,9,14,86,39,148,902,326,1228,428,569,2959,21,27,749,1281,53,997,48
34023003800,0.9191606467148263,0.08083935328517372,953,0.004471964224286206,2966,207,457,"Census Tract 38, Middlesex County, New Jersey",13,334,129,96,34,107,253,1721,951,2672,1388,1436,5793,117,25,2545,2907,235,2824,142
34023004000,0.9486842105263158,0.05131578947368421,807,0,956,49,69,"Census Tract 40, Middlesex County, New Jersey",0,380,182,18,130,33,64,606,836,1442,381,422,1830,153,0,2017,1520,78,803,153
34023004100,0.8650875386199794,0.1349124613800206,355,0,780,141,72,"Census Tract 41, Middlesex County, New Jersey",0,0,0,92,6,70,187,555,285,840,460,314,1818,0,6,748,971,131,774,6
34023004200,0.8805147058823529,0.11948529411764706,518,0,748,143,41,"Census Tract 42, Middlesex County, New Jersey",0,0,0,0,11,113,394,450,508,958,299,293,1392,126,30,1688,1088,130,592,156
34023004300,0.8748957464553795,0.12510425354462051,434,0.025020850708924104,860,124,49,"Census Tract 43, Middlesex County, New Jersey",30,5,25,0,0,65,339,479,570,1049,191,370,1957,272,27,1971,1199,150,561,299
34023004400,0.9737609329446064,0.026239067055393587,780,0,640,247,49,"Census Tract 44, Middlesex County, New Jersey",0,7,0,0,8,35,730,393,943,1336,201,277,1362,122,40,3327,1372,36,478,162
34023004500,0.9725854070012653,0.02741459299873471,1703,0,916,511,240,"Census Tract 45, Middlesex County, New Jersey",0,533,126,86,41,217,700,457,1849,2306,547,175,1997,194,0,6306,2371,65,722,194
34023004600,0.9548913043478261,0.045108695652173916,1371,0,877,526,134,"Census Tract 46, Middlesex County, New Jersey",0,115,92,144,256,250,514,331,1426,1757,162,91,920,470,154,4531,1840,83,253,624
34023004700,0.927098674521355,0.07290132547864507,942,0,526,217,110,"Census Tract 47, Middlesex County, New Jersey",0,148,54,24,161,204,351,350,909,1259,120,93,1303,183,130,2899,1358,99,213,313
34023004800,0.9492502883506344,0.05074971164936563,1406,0,783,431,68,"Census Tract 48, Middlesex County, New Jersey",0,98,56,180,37,283,752,246,1400,1646,194,220,944,209,160,4234,1734,88,414,369
34023004900,0.9840534979423868,0.01594650205761317,1684,0,547,690,100,"Census Tract 49, Middlesex County, New Jersey",0,186,354,386,198,115,445,287,1626,1913,111,207,708,38,191,4157,1944,31,318,229
34023005000,0.9177820267686424,0.08221797323135756,966,0,785,256,83,"Census Tract 50, Middlesex County, New Jersey",0,0,50,21,61,330,504,519,921,1440,337,258,1733,170,20,3362,1569,129,595,190
34023005100,0.8402994385527136,0.15970056144728634,1243,0,463,172,209,"Census Tract 51, Middlesex County, New Jersey",0,117,165,623,24,105,209,182,1165,1347,71,129,408,214,49,2715,1603,256,200,263
34023005200,0.8547655068078669,0.14523449319213314,1208,0,169,513,251,"Census Tract 52, Middlesex County, New Jersey",0,56,90,411,120,80,451,71,1624,1695,30,73,115,22,44,5166,1983,288,103,66
34023005300,0.8940886699507389,0.10591133004926108,512,0,205,321,92,"Census Tract 53, Middlesex County, New Jersey",0,12,12,11,37,84,356,144,582,726,25,60,522,117,3,2635,812,86,85,120
34023005500,0.93125,0.06875,869,0,205,299,238,"Census Tract 55, Middlesex County, New Jersey",0,104,60,22,467,140,76,322,870,1192,181,24,1042,0,0,2767,1280,88,205,0
34023005601,0.9609292502639916,0.03907074973600845,644,0,434,283,10,"Census Tract 56.01, Middlesex County, New Jersey",0,52,87,42,72,143,248,162,748,910,143,27,604,264,0,2236,947,37,170,264
34023005602,0.9277958740499457,0.0722041259500543,1066,0,399,738,318,"Census Tract 56.02, Middlesex County, New Jersey",0,21,57,20,65,239,664,361,1348,1709,167,162,1620,26,44,6052,1842,133,329,70
34023005700,0.9781512605042016,0.021848739495798318,1092,0,596,412,123,"Census Tract 57, Middlesex County, New Jersey",0,99,132,260,159,236,206,504,1242,1746,211,385,1703,0,0,3543,1785,39,596,0
34023005800,0.8573224387177876,0.14267756128221246,805,0,600,452,190,"Census Tract 58, Middlesex County, New Jersey",0,42,0,42,59,150,512,211,1153,1364,219,198,584,109,74,4787,1591,227,417,183
34023006001,0.9581447963800905,0.0418552036199095,455,0,439,10,95,"Census Tract 60.01, Middlesex County, New Jersey",0,238,85,80,30,11,11,381,466,847,147,264,1076,0,28,1185,884,37,411,28
34023006002,0.9332273449920508,0.06677265500794913,1082,0,153,248,101,"Census Tract 60.02, Middlesex County, New Jersey",0,361,130,125,254,184,28,69,1105,1174,4,68,125,35,46,3009,1258,84,72,81
34023006101,0.9031645569620254,0.09683544303797469,684,0,642,232,96,"Census Tract 61.01, Middlesex County, New Jersey",0,0,35,241,8,76,324,673,754,1427,337,127,2480,126,52,2460,1580,153,464,178
34023006103,0.9457572502685284,0.054242749731471536,1126,0,1044,114,91,"Census Tract 61.03, Middlesex County, New Jersey",0,221,99,74,83,350,299,848,913,1761,388,571,2721,63,22,2378,1862,101,959,85
34023006104,0.948252688172043,0.05174731182795699,408,0,1114,87,186,"Census Tract 61.04, Middlesex County, New Jersey",0,204,20,14,78,46,46,1027,384,1411,527,544,3092,32,11,872,1488,77,1071,43
34023006203,0.9730316181029138,0.026968381897086176,1486,0.1097334159950403,1441,90,528,"Census Tract 62.03, Middlesex County, New Jersey",354,498,275,99,310,278,26,1572,1567,3139,955,362,4584,124,0,4185,3226,87,1317,124
34023006204,0.9665738161559888,0.033426183844011144,328,0,383,6,109,"Census Tract 62.04, Middlesex County, New Jersey",0,103,79,32,92,22,0,337,357,694,186,164,891,33,0,902,718,24,350,33
34023006205,0.9230218403150734,0.0769781596849266,976,0.008592910848549946,1838,55,445,"Census Tract 62.05, Middlesex County, New Jersey",24,435,17,13,432,79,0,1781,797,2578,1087,683,4986,0,68,1763,2793,215,1770,68
34023006206,0.9934426229508196,0.006557377049180328,6,0,773,7,61,"Census Tract 62.06, Middlesex County, New Jersey",0,0,0,0,0,0,6,575,31,606,315,452,1641,6,0,58,610,4,767,6
34023006207,1,0,1111,0.004178854993731718,1339,125,128,"Census Tract 62.07, Middlesex County, New Jersey",10,383,89,104,124,268,143,1062,1331,2393,385,639,3191,190,125,3328,2393,0,1024,315
34023006300,0.9086859688195991,0.09131403118040089,323,0,3015,51,135,"Census Tract 63, Middlesex County, New Jersey",0,0,22,0,0,151,150,2077,371,2448,1467,1437,5956,28,83,1031,2694,246,2904,111
34023006403,0.9854260089686099,0.014573991031390135,14,0,1151,10,202,"Census Tract 64.03, Middlesex County, New Jersey",0,0,0,0,0,0,14,868,11,879,614,537,2786,0,0,52,892,13,1151,0
34023006500,0.9698492462311558,0.03015075376884422,55,0,2838,37,281,"Census Tract 65, Middlesex County, New Jersey",0,26,0,16,13,0,0,2112,204,2316,1262,1576,6539,0,0,570,2388,72,2838,0
34023006601,0.9556354916067147,0.04436450839328537,23,0,1121,8,101,"Census Tract 66.01, Middlesex County, New Jersey",0,0,0,0,0,23,0,737,60,797,622,487,2310,0,12,197,834,37,1109,12
34023006604,0.9554208273894437,0.04457917261055635,1191,0,1871,218,339,"Census Tract 66.04, Middlesex County, New Jersey",0,301,50,429,301,57,53,1835,844,2679,986,641,4727,153,91,1899,2804,125,1627,244
34023006605,0.9785575048732943,0.021442495126705652,573,0,1032,153,256,"Census Tract 66.05, Middlesex County, New Jersey",0,185,120,226,31,0,11,899,607,1506,630,311,2927,48,43,879,1539,33,941,91
34023006606,0.933058702368692,0.06694129763130793,0,0,987,5,274,"Census Tract 66.06, Middlesex County, New Jersey",0,0,0,0,0,0,0,889,17,906,509,478,2895,0,0,56,971,65,987,0
34023006607,0.9832985386221295,0.016701461377870562,5,0,1552,16,180,"Census Tract 66.07, Middlesex County, New Jersey",0,0,5,0,0,0,0,937,5,942,848,704,2827,0,0,20,958,16,1552,0
34023006608,0.9706070287539936,0.02939297124600639,293,0.008306709265175719,1235,78,132,"Census Tract 66.08, Middlesex County, New Jersey",13,155,10,0,85,39,4,1291,228,1519,449,751,3214,0,35,487,1565,46,1200,35
34023006701,0.9672131147540983,0.03278688524590164,18,0,1581,77,239,"Census Tract 67.01, Middlesex County, New Jersey",0,0,11,0,0,7,0,1203,95,1298,682,899,3331,0,0,346,1342,44,1581,0
34023006703,0.9667178699436764,0.033282130056323606,89,0,2411,40,331,"Census Tract 67.03, Middlesex County, New Jersey",0,9,0,0,0,53,27,1623,265,1888,1173,1051,5049,15,172,1082,1953,65,2224,187
34023006800,0.9288116591928252,0.07118834080717489,297,0.005605381165919282,1919,78,82,"Census Tract 68, Middlesex County, New Jersey",10,19,0,0,18,40,220,1192,465,1657,1103,723,3259,65,28,1686,1784,127,1826,93
34023006900,0.8328173374613003,0.16718266253869968,689,0,529,212,95,"Census Tract 69, Middlesex County, New Jersey",0,23,92,0,12,135,427,531,545,1076,359,157,1435,0,13,1813,1292,216,516,13
34023007000,0.9678184281842819,0.03218157181571816,891,0,2556,403,392,"Census Tract 70, Middlesex County, New Jersey",0,191,31,208,80,179,202,1798,1059,2857,932,1490,5438,32,102,2444,2952,95,2422,134
34023007101,0.9451263537906137,0.054873646209386284,117,0,1346,30,197,"Census Tract 71.01, Middlesex County, New Jersey",0,0,0,0,36,10,71,1032,277,1309,716,557,2724,63,10,792,1385,76,1273,73
34023007102,0.9603658536585366,0.039634146341463415,239,0,1493,84,228,"Census Tract 71.02, Middlesex County, New Jersey",0,0,0,24,26,85,104,1146,429,1575,705,741,3772,8,39,925,1640,65,1446,47
34023007103,0.9593169261677549,0.040683073832245106,1898,0,500,83,61,"Census Tract 71.03, Middlesex County, New Jersey",0,1293,174,25,265,59,82,59,1851,1910,166,4,299,21,309,5055,1991,81,170,330
34023007202,0.9688601645123385,0.031139835487661575,107,0,2194,110,241,"Census Tract 72.02, Middlesex County, New Jersey",0,0,0,0,44,42,21,1478,171,1649,1162,1032,4249,0,0,453,1702,53,2194,0
34023007203,0.9712493465760585,0.028750653423941452,881,0,1282,204,213,"Census Tract 72.03, Middlesex County, New Jersey",0,291,126,148,201,83,32,1065,793,1858,455,766,3272,61,0,1728,1913,55,1221,61
34023007301,0.8934859154929577,0.10651408450704225,54,0,1432,8,153,"Census Tract 73.01, Middlesex County, New Jersey",0,54,0,0,0,0,0,919,96,1015,790,631,2861,11,0,186,1136,121,1421,11
34023007303,0.9484375,0.0515625,32,0.04375,758,9,82,"Census Tract 73.03, Middlesex County, New Jersey",28,0,0,0,0,0,32,572,35,607,383,370,1788,0,5,58,640,33,753,5
34023007304,0.9505843071786311,0.04941569282136895,1530,0,1518,175,572,"Census Tract 73.04, Middlesex County, New Jersey",0,239,657,42,225,260,107,1359,1488,2847,607,619,3584,180,112,3321,2995,148,1226,292
34023007402,0.9324186991869918,0.06758130081300813,458,0,1671,72,95,"Census Tract 74.02, Middlesex County, New Jersey",0,151,18,31,143,51,64,1488,347,1835,816,836,3369,8,11,901,1968,133,1652,19
34023007500,0.8528550512445096,0.14714494875549047,430,0,1197,63,137,"Census Tract 75, Middlesex County, New Jersey",0,0,16,0,51,132,231,834,331,1165,507,618,2312,0,72,813,1366,201,1125,72
34023007600,0.9562607204116638,0.04373927958833619,895,0,1294,261,153,"Census Tract 76, Middlesex County, New Jersey",0,44,105,206,70,172,298,1215,1015,2230,430,669,3348,107,88,2207,2332,102,1099,195
34023007702,0.9472517730496454,0.05274822695035461,975,0,653,61,454,"Census Tract 77.02, Middlesex County, New Jersey",0,163,55,63,269,346,79,1047,1090,2137,497,115,3326,27,14,2465,2256,119,612,41
34023007703,0.9780509218612818,0.021949078138718173,74,0.00877963125548727,1366,47,186,"Census Tract 77.03, Middlesex County, New Jersey",10,22,0,0,28,11,13,970,144,1114,884,455,3054,27,0,376,1139,25,1339,27
34023007704,0.9702868852459017,0.02971311475409836,124,0,1139,58,53,"Census Tract 77.04, Middlesex County, New Jersey",0,0,4,120,0,0,0,804,143,947,613,522,2521,4,0,225,976,29,1135,4
34023007801,0.9829867674858223,0.017013232514177693,1256,0,506,112,284,"Census Tract 78.01, Middlesex County, New Jersey",0,211,58,32,76,862,17,312,1248,1560,246,121,922,55,84,2373,1587,27,367,139
34023007804,0.9103521878335112,0.08964781216648879,240,0,2053,81,226,"Census Tract 78.04, Middlesex County, New Jersey",0,0,15,91,34,71,29,1455,251,1706,884,1169,4404,0,0,555,1874,168,2053,0
34023007805,0.9648774022531478,0.03512259774685222,24,0,2024,18,178,"Census Tract 78.05, Middlesex County, New Jersey",0,0,0,0,0,24,0,1432,24,1456,651,1373,4623,0,0,56,1509,53,2024,0
34023007806,0.9661898569570871,0.033810143042912875,482,0,1905,94,250,"Census Tract 78.06, Middlesex County, New Jersey",0,220,32,30,123,60,17,917,569,1486,946,754,3001,130,75,1040,1538,52,1700,205
34023007905,0.9805352798053528,0.019464720194647202,0,0,1144,5,126,"Census Tract 79.05, Middlesex County, New Jersey",0,0,0,0,0,0,0,706,100,806,450,694,2037,0,0,202,822,16,1144,0
34023007906,0.9526226734348562,0.047377326565143825,395,0,444,48,109,"Census Tract 79.06, Middlesex County, New Jersey",0,218,37,14,38,61,27,186,377,563,179,154,629,97,14,878,591,28,333,111
34023007907,1,0,631,0,1009,54,350,"Census Tract 79.07, Middlesex County, New Jersey",0,294,91,41,69,106,30,745,643,1388,534,408,2077,56,11,1123,1388,0,942,67
34023007908,0.9144641999038924,0.08553580009610764,2048,0,735,124,200,"Census Tract 79.08, Middlesex County, New Jersey",0,810,613,34,177,254,160,10,1893,1903,25,0,25,527,183,4672,2081,178,25,710
34023007909,0.9708939708939709,0.029106029106029108,60,0,1447,14,336,"Census Tract 79.09, Middlesex County, New Jersey",0,0,0,23,24,0,13,1288,113,1401,831,616,4031,0,0,300,1443,42,1447,0
34023007910,0.9155023286759814,0.08449767132401863,529,0,1291,174,156,"Census Tract 79.10, Middlesex County, New Jersey",0,44,0,0,50,341,94,1220,156,1376,905,386,2752,0,0,302,1503,127,1291,0
34023007911,0.9617391304347827,0.03826086956521739,61,0,1447,0,208,"Census Tract 79.11, Middlesex County, New Jersey",0,27,0,0,0,34,0,1023,83,1106,1153,61,3313,233,0,302,1150,44,1214,233
34023007912,0.9367704280155642,0.0632295719844358,847,0.00648508430609598,2026,133,762,"Census Tract 79.12, Middlesex County, New Jersey",20,137,373,157,88,92,0,2403,486,2889,1153,844,6072,23,6,953,3084,195,1997,29
34023008001,0.8846013833272661,0.11539861667273389,467,0,2178,104,263,"Census Tract 80.01, Middlesex County, New Jersey",0,97,28,54,136,15,137,1622,808,2430,1137,989,4878,28,24,2020,2747,317,2126,52
34023008101,0.941234084231146,0.058765915768854066,442,0.16503428011753182,1358,163,29,"Census Tract 81.01, Middlesex County, New Jersey",337,82,72,21,21,122,124,1462,460,1922,659,699,3617,0,0,806,2042,120,1358,0
34023008102,1,0,262,0,1729,126,121,"Census Tract 81.02, Middlesex County, New Jersey",0,0,0,262,0,0,0,1149,268,1417,754,962,3533,13,0,324,1417,0,1716,13
34023008103,0.8995943204868154,0.10040567951318459,389,0,677,32,53,"Census Tract 81.03, Middlesex County, New Jersey",0,281,7,0,63,21,17,710,177,887,400,277,1773,0,0,510,986,99,677,0
34023008202,0.9595057034220532,0.040494296577946766,324,0,1422,212,721,"Census Tract 82.02, Middlesex County, New Jersey",0,89,11,150,0,65,9,4679,368,5047,716,668,13015,0,38,805,5260,213,1384,38
34023008204,0.981301421091997,0.018698578908002993,163,0,766,155,123,"Census Tract 82.04, Middlesex County, New Jersey",0,0,0,0,46,55,62,2348,276,2624,420,331,3940,15,0,516,2674,50,751,15
34023008205,0.9683571738188123,0.03164282618118769,608,0,972,214,18,"Census Tract 82.05, Middlesex County, New Jersey",0,0,0,34,86,334,154,2013,221,2234,610,280,3093,22,60,284,2307,73,890,82
34023008206,0.924202626641651,0.07579737335834896,1116,0,633,642,29,"Census Tract 82.06, Middlesex County, New Jersey",0,43,28,388,53,305,299,1835,628,2463,345,275,2645,13,0,913,2665,202,620,13
34023008207,0.9640333975594091,0.03596660244059088,130,0,975,83,49,"Census Tract 82.07, Middlesex County, New Jersey",0,23,0,0,80,17,10,1413,88,1501,713,236,2483,26,0,179,1557,56,949,26
34023008208,0.9910913140311804,0.008908685968819599,134,0,3538,165,353,"Census Tract 82.08, Middlesex County, New Jersey",0,0,0,134,0,0,0,3343,217,3560,2307,882,11506,177,172,483,3592,32,3189,349
34023008209,0.9645799011532126,0.03542009884678748,0,0,1675,10,102,"Census Tract 82.09, Middlesex County, New Jersey",0,0,0,0,0,0,0,1155,16,1171,770,905,3454,0,0,55,1214,43,1675,0
34023008300,0.9221854304635762,0.07781456953642384,775,0,1502,109,240,"Census Tract 83, Middlesex County, New Jersey",0,105,102,0,109,278,181,1458,770,2228,1002,446,4050,54,0,1879,2416,188,1448,54
34023008403,0.967982924226254,0.032017075773746,405,0.017075773745997867,1654,61,595,"Census Tract 84.03, Middlesex County, New Jersey",48,238,12,0,25,27,103,2253,468,2721,1052,505,6277,74,23,1269,2811,90,1557,97
34023008404,0.9700187382885697,0.029981261711430358,292,0.10306058713304185,1656,135,126,"Census Tract 84.04, Middlesex County, New Jersey",165,185,0,29,54,24,0,1205,348,1553,752,682,3359,46,176,636,1601,48,1434,222
34023008405,0.9462835727670206,0.05371642723297939,30,0,1961,11,311,"Census Tract 84.05, Middlesex County, New Jersey",0,0,9,0,12,9,0,1477,38,1515,1380,554,4759,27,0,118,1601,86,1934,27
34023008406,0.9725651577503429,0.027434842249657063,0,0.0877914951989026,911,31,103,"Census Tract 84.06, Middlesex County, New Jersey",64,0,0,0,0,0,0,666,43,709,442,469,2047,0,0,129,729,20,911,0
34023008501,0.9566315789473684,0.04336842105263158,1515,0.053052631578947365,511,98,110,"Census Tract 85.01, Middlesex County, New Jersey",126,515,379,79,315,129,98,654,1618,2272,292,189,1686,30,0,4124,2375,103,481,30
34023008502,0.9472490073737947,0.052750992626205334,57,0,1380,30,314,"Census Tract 85.02, Middlesex County, New Jersey",0,0,0,0,47,0,10,1548,122,1670,755,552,4819,13,60,292,1763,93,1307,73
34023008503,0.9511126095751854,0.04888739042481457,593,0,2131,82,383,"Census Tract 85.03, Middlesex County, New Jersey",0,241,0,37,139,141,35,2242,579,2821,1379,671,6908,81,0,2061,2966,145,2050,81
34023008504,0.9462599854756718,0.05374001452432825,1007,0,1683,128,293,"Census Tract 85.04, Middlesex County, New Jersey",0,303,13,234,263,164,30,2086,520,2606,1035,549,5826,82,17,873,2754,148,1584,99
34023008601,0.923217550274223,0.07678244972577697,624,0,1092,87,393,"Census Tract 86.01, Middlesex County, New Jersey",0,113,59,288,60,83,21,1652,368,2020,676,416,4301,0,0,713,2188,168,1092,0
34023008602,0.948111060537096,0.05188893946290396,1414,0,1018,38,299,"Census Tract 86.02, Middlesex County, New Jersey",0,778,115,13,362,121,25,932,1151,2083,778,192,2520,48,0,2730,2197,114,970,48
34023008604,0.852595680181887,0.14740431981811292,1603,0,795,70,327,"Census Tract 86.04, Middlesex County, New Jersey",0,220,74,172,797,322,18,1217,1033,2250,581,97,3582,49,68,2368,2639,389,678,117
34023008605,0.9732528041415013,0.026747195858498704,870,0,303,53,185,"Census Tract 86.05, Middlesex County, New Jersey",0,275,82,113,334,59,7,471,657,1128,276,27,1343,0,0,1253,1159,31,303,0
34023008606,0.7846763540290621,0.21532364597093792,1999,0,309,61,294,"Census Tract 86.06, Middlesex County, New Jersey",0,655,184,176,661,261,62,195,1587,1782,139,0,598,170,0,3556,2271,489,139,170
34023008700,0.9617258176757133,0.038274182324286705,122,0,1377,20,202,"Census Tract 87, Middlesex County, New Jersey",0,0,9,0,30,32,51,1178,204,1382,766,531,3303,0,80,435,1437,55,1297,80
34023008800,0.7992424242424242,0.20075757575757575,255,0,551,32,86,"Census Tract 88, Middlesex County, New Jersey",0,25,55,19,128,14,14,462,171,633,301,250,1433,0,0,561,792,159,551,0
34023008900,0.9753363228699552,0.02466367713004484,1628,0,310,57,210,"Census Tract 89, Middlesex County, New Jersey",0,569,271,95,530,88,75,370,1370,1740,124,44,1043,86,56,3038,1784,44,168,142
34023009000,0.9564879564879565,0.04351204351204351,676,0.2540792540792541,607,95,190,"Census Tract 90, Middlesex County, New Jersey",327,281,51,91,154,74,25,439,792,1231,106,280,1015,221,0,2288,1287,56,386,221
34023009100,0.895924308588064,0.10407569141193596,426,0,1089,53,85,"Census Tract 91, Middlesex County, New Jersey",0,106,95,22,58,0,145,815,416,1231,485,591,2366,0,13,1266,1374,143,1076,13
34023009200,0.9951742627345844,0.00482573726541555,326,0.00804289544235925,1593,117,231,"Census Tract 92, Middlesex County, New Jersey",15,14,40,118,18,45,91,1337,519,1856,709,667,3386,217,0,1466,1865,9,1376,217
34023009300,0.9214858590122414,0.07851414098775855,2061,0,315,643,309,"Census Tract 93, Middlesex County, New Jersey",0,179,285,1117,86,266,128,150,2033,2183,30,0,197,267,18,5195,2369,186,30,285
34023009400,0.8922254216371863,0.10777457836281365,1417,0.00658165364047717,1484,147,196,"Census Tract 94, Middlesex County, New Jersey",16,583,207,133,218,147,129,1334,835,2169,413,874,3500,121,76,2054,2431,262,1287,197
34025800100,0.7748123436196831,0.22518765638031693,1633,0.06227411731998888,1330,204,438,"Census Tract 8001, Monmouth County, New Jersey",224,551,155,390,158,298,81,1715,1072,2787,629,591,3066,110,0,1752,3597,810,1220,110
34025800200,0.8851699279093718,0.11483007209062822,464,0,1781,99,231,"Census Tract 8002, Monmouth County, New Jersey",0,39,95,118,19,46,147,1328,391,1719,890,873,3603,18,0,681,1942,223,1763,18
34025800400,0.962043795620438,0.03795620437956204,73,0,1330,110,129,"Census Tract 8004, Monmouth County, New Jersey",0,0,0,0,0,0,73,1152,166,1318,472,843,3170,9,6,362,1370,52,1315,15
34025800500,0.9360354654844838,0.06396453451551615,183,0,1692,36,289,"Census Tract 8005, Monmouth County, New Jersey",0,29,11,0,0,42,101,1232,246,1478,727,904,3828,0,61,547,1579,101,1631,61
34025800601,0.9083166332665331,0.09168336673346693,415,0,1688,43,223,"Census Tract 8006.01, Monmouth County, New Jersey",0,9,0,135,32,51,188,1192,621,1813,797,861,3416,19,11,1752,1996,183,1658,30
34025800602,0.9291666666666667,0.07083333333333333,13,0.015,1887,16,114,"Census Tract 8006.02, Monmouth County, New Jersey",18,0,0,0,0,0,13,1052,63,1115,979,908,3150,0,0,145,1200,85,1887,0
34025800701,0.9771908763505402,0.022809123649459785,67,0,2416,53,262,"Census Tract 8007.01, Monmouth County, New Jersey",0,0,0,0,36,0,31,1548,80,1628,1421,988,4707,7,0,366,1666,38,2409,7
34025800702,1,0,311,0,1345,129,207,"Census Tract 8007.02, Monmouth County, New Jersey",0,0,21,263,27,0,0,957,355,1312,795,531,3099,10,9,620,1312,0,1326,19
34025800800,0.9834926151172894,0.016507384882710686,484,0,2337,31,327,"Census Tract 8008, Monmouth County, New Jersey",0,114,0,122,122,93,33,1649,615,2264,806,1467,4481,64,0,1788,2302,38,2273,64
34025800900,0.9348430671434247,0.06515693285657528,482,0,2390,117,392,"Census Tract 8009, Monmouth County, New Jersey",0,151,46,255,0,16,14,1769,584,2353,1335,917,4716,35,103,833,2517,164,2252,138
34025801000,0.9600704638872578,0.03992953611274222,537,0,1508,234,370,"Census Tract 8010, Monmouth County, New Jersey",0,243,9,162,56,20,47,1074,561,1635,738,684,3101,86,0,1109,1703,68,1422,86
34025801100,0.930841121495327,0.0691588785046729,146,0,1574,60,317,"Census Tract 8011, Monmouth County, New Jersey",0,0,13,93,40,0,0,1362,132,1494,888,686,3887,0,0,315,1605,111,1574,0
34025801200,0.9933774834437086,0.006622516556291391,9,0,1588,7,365,"Census Tract 8012, Monmouth County, New Jersey",0,9,0,0,0,0,0,1191,9,1200,778,810,3656,0,0,36,1208,8,1588,0
34025801300,0.9701986754966887,0.029801324503311258,651,0,2177,226,355,"Census Tract 8013, Monmouth County, New Jersey",0,236,17,20,172,192,14,2437,200,2637,1323,854,5519,0,0,362,2718,81,2177,0
34025801400,0.9678571428571429,0.03214285714285714,0,0,1966,18,243,"Census Tract 8014, Monmouth County, New Jersey",0,0,0,0,0,0,0,1289,66,1355,923,1020,3840,0,23,192,1400,45,1943,23
34025801500,0.9478221415607986,0.052177858439201454,250,0,2160,96,329,"Census Tract 8015, Monmouth County, New Jersey",0,0,0,213,0,37,0,1861,228,2089,1007,1128,6007,25,0,286,2204,115,2135,25
34025801600,0.8614948636202622,0.13850513637973788,922,0,1620,437,333,"Census Tract 8016, Monmouth County, New Jersey",0,67,90,392,81,52,240,1418,1014,2432,763,797,3556,60,0,1973,2823,391,1560,60
34025801700,0.725909090909091,0.2740909090909091,784,0.011363636363636364,1042,255,172,"Census Tract 8017, Monmouth County, New Jersey",25,157,20,45,99,186,277,709,888,1597,453,520,2020,30,39,2073,2200,603,973,69
34025801800,0.8573369565217391,0.14266304347826086,108,0,2332,68,160,"Census Tract 8018, Monmouth County, New Jersey",0,0,0,0,0,0,108,1757,136,1893,1017,1315,5044,0,0,499,2208,315,2332,0
34025801900,0.9089026915113871,0.09109730848861283,520,0,744,78,95,"Census Tract 8019, Monmouth County, New Jersey",0,59,68,106,54,39,194,766,551,1317,307,325,1856,106,6,1414,1449,132,632,112
34025802000,0.9655367231638418,0.03446327683615819,871,0,864,478,126,"Census Tract 8020, Monmouth County, New Jersey",0,100,14,537,23,10,187,741,968,1709,348,394,1777,93,29,1983,1770,61,742,122
34025802100,0.9397485912440399,0.06025140875596012,255,0.09189423493714781,3062,149,307,"Census Tract 8021, Monmouth County, New Jersey",212,40,0,26,80,87,22,1766,402,2168,1476,1404,5524,141,41,690,2307,139,2880,182
34025802200,0.9174311926605505,0.08256880733944955,20,0.1874180865006553,1731,44,157,"Census Tract 8022, Monmouth County, New Jersey",286,0,0,0,0,0,20,1279,121,1400,737,906,3403,77,11,365,1526,126,1643,88
34025802300,0.9527607361963191,0.04723926380368098,102,0.08220858895705521,1924,114,168,"Census Tract 8023, Monmouth County, New Jersey",134,0,0,89,0,0,13,1325,228,1553,937,937,3945,38,12,412,1630,77,1874,50
34025802400,0.983094262295082,0.016905737704918034,107,0,2534,30,327,"Census Tract 8024, Monmouth County, New Jersey",0,15,0,0,84,0,8,1782,137,1919,1116,1418,5077,0,0,331,1952,33,2534,0
34025802500,0.9324104234527687,0.06758957654723127,20,0,1496,85,115,"Census Tract 8025, Monmouth County, New Jersey",0,10,0,0,0,0,10,1039,106,1145,636,847,2679,0,13,322,1228,83,1483,13
34025802600,0.914074074074074,0.08592592592592592,980,0,1064,65,243,"Census Tract 8026, Monmouth County, New Jersey",0,242,40,105,89,415,89,1006,845,1851,429,580,2843,38,17,1703,2025,174,1009,55
34025802700,0.9733250620347395,0.026674937965260544,334,0,1377,52,345,"Census Tract 8027, Monmouth County, New Jersey",0,46,101,172,0,3,12,1188,381,1569,891,486,3151,0,0,888,1612,43,1377,0
