"","GEOID","occupancy_rate","vacancy_rate","multiunit_struct","mobile_home_rate","pop_20yrs_plus","no_vehicle","public_transit","NAME","mobile_home","multiunits_10_to_19","multiunits_20_to_49","multiunits_50plus","multiunits_five_to_nine","multiunits_three_or_four","multiunits_two","occupied_owner","occupied_renter","occupied_units","pop_own_90_99","pop_own_bfr89","pop_own_occ","pop_ren_90_99","pop_ren_bfr89","pop_ren_occ","total_units","vacant_units","pop_own_20yrs_plus","pop_ren_20yrs_plus","X","geoid","ams_res","ams_bus","ams_oth","res_vac","bus_vac","oth_vac","avg_vac_r","avg_vac_b","avg_vac_o","vac_3_res","vac_3_bus","vac_3_oth","vac_3_6_r","vac_3_6_b","vac_3_6_o","vac_6_12r","vac_6_12b","vac_6_12o","vac_12_24r","vac_12_24b","vac_12_24o","vac_24_36r","vac_24_36b","vac_24_36o","vac_36_res","vac_36_bus","vac_36_oth","pqv_is_res","pqv_is_bus","pqv_is_oth","pqv_ns_res","pqv_ns_bus","pqv_ns_oth","nostat_res","nostat_bus","nostat_oth","avg_ns_res","avg_ns_bus","avg_ns_oth","ns_3_res","ns_3_bus","ns_3_oth","ns_3_6_res","ns_3_6_bus","ns_3_6_oth","ns_6_12_r","ns_6_12_b","ns_6_12_o","ns_12_24_r","ns_12_24_b","ns_12_24_o","ns_24_36_r","ns_24_36_b","ns_24_36_o","ns_36_res","ns_36_bus","ns_36_oth","pqns_is_r","pqns_is_b","pqns_is_o"
"1046","34021002100",0.727115716753022,0.272884283246978,1244,0,793,655,170,"Census Tract 21, Mercer County, New Jersey",0,29,80,671,70,229,165,484,1200,1684,177,519,1410,46,51,3067,2316,632,696,97,630,34021002100,2356,81,177,32,0,0,1525.75,0,0,0,0,0,5,0,0,11,0,0,2,0,0,0,0,0,14,0,0,0,0,0,0,0,0,361,17,0,812.78,1275.24,0,0,0,0,6,0,0,52,1,0,157,6,0,117,6,0,29,4,0,0,0,0
"1047","34021002200",0.796845124282983,0.203154875717017,468,0,1870,427,189,"Census Tract 22, Mercer County, New Jersey",0,0,34,33,40,146,215,813,854,1667,876,446,2733,147,401,2863,2092,425,1322,548,55892,34021002200,2013,124,97,13,0,0,394,0,0,1,0,0,1,0,0,5,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,260,25,0,732.77,665.28,0,0,1,0,20,1,0,0,0,0,153,11,0,60,9,0,27,3,0,0,0,0
"1048","34021002400",NA,NA,0,NA,0,0,0,"Census Tract 24, Mercer County, New Jersey",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,34021002400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,350,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1049","34021002500",0.922845314264208,0.0771546857357922,422,0,2481,55,224,"Census Tract 25, Mercer County, New Jersey",0,19,0,13,82,65,243,1868,584,2452,1026,1315,5104,34,106,1647,2657,205,2341,140,28272,34021002500,3151,258,58,20,0,0,1538.1,0,0,0,0,0,1,0,0,6,0,0,2,0,0,2,0,0,9,0,0,1,0,0,0,0,0,495,132,0,2715.97,2596.23,0,0,0,0,1,0,0,4,0,0,60,26,0,28,6,0,402,100,0,0,0,0
"1050","34021002601",0.907860824742268,0.092139175257732,249,0,708,121,60,"Census Tract 26.01, Mercer County, New Jersey",0,8,7,0,78,8,148,965,444,1409,435,263,2909,10,0,1639,1552,143,698,10,28278,34021002601,1681,96,41,22,2,0,454.05,297,0,0,0,0,0,0,0,5,1,0,15,1,0,1,0,0,1,0,0,0,0,0,0,0,0,87,16,0,916.7,1284.63,0,0,0,0,0,0,0,0,0,0,25,4,0,32,1,0,30,11,0,0,0,0
"1051","34021002602",0.966122202056866,0.0338777979431337,475,0,1220,133,193,"Census Tract 26.02, Mercer County, New Jersey",0,157,22,50,53,121,72,990,607,1597,481,602,2854,98,39,1401,1653,56,1083,137,18981,34021002602,1914,71,25,21,4,0,357.9,979.5,0,1,0,0,3,0,0,2,0,0,14,3,0,0,0,0,1,1,0,0,0,0,0,0,0,60,9,0,1115.7,1058.33,0,0,0,0,0,0,0,2,0,0,26,3,0,24,3,0,8,3,0,0,0,0
"1052","34021002701",0.936606587942822,0.0633934120571784,628,0,614,153,72,"Census Tract 27.01, Mercer County, New Jersey",0,70,59,75,142,127,155,766,741,1507,195,404,2342,8,7,1744,1609,102,599,15,18977,34021002701,1702,166,116,7,0,0,596.14,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87,21,0,1345.51,2017.81,0,2,0,0,0,0,0,4,1,0,22,3,0,21,4,0,38,13,0,0,0,0
"1053","34021002702",0.886792452830189,0.113207547169811,1532,0,2062,432,45,"Census Tract 27.02, Mercer County, New Jersey",0,468,59,580,176,63,186,1170,1556,2726,709,1049,3139,217,87,2443,3074,348,1758,304,18978,34021002702,3387,171,189,13,2,0,377.69,2880.5,0,0,0,0,0,0,0,7,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,39,37,0,1226.23,2455.89,0,5,0,0,0,0,0,0,2,0,13,0,0,5,8,0,16,27,0,0,0,0
"1054","34021002800",1,0,447,0,1449,189,222,"Census Tract 28, Mercer County, New Jersey",0,104,62,34,0,84,163,1186,929,2115,861,451,4350,137,0,3479,2115,0,1312,137,64905,34021002800,2233,130,54,3,1,0,373,167,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,26,0,1313.31,1850.27,0,0,0,0,0,0,0,0,0,0,40,5,0,21,5,0,28,16,0,0,0,0
"1055","34021002902",0.91030432461292,0.0896956753870796,714,0,1411,95,130,"Census Tract 29.02, Mercer County, New Jersey",0,261,52,84,91,75,151,967,738,1705,548,758,2737,81,24,1717,1873,168,1306,105,55893,34021002902,1920,266,70,11,4,0,314.55,623.5,0,0,0,0,1,0,0,7,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,65,46,0,1125.08,2119.63,0,2,1,0,2,3,0,0,0,0,24,11,0,22,13,0,15,18,0,0,0,0
"1056","34021002903",0.871317829457364,0.128682170542636,227,0,1033,75,107,"Census Tract 29.03, Mercer County, New Jersey",0,23,152,0,0,0,52,883,241,1124,468,553,2394,0,12,874,1290,166,1021,12,28279,34021002903,1519,106,22,5,0,0,410,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,216,11,0,1485.18,1302.73,0,1,0,0,0,0,0,2,0,0,4,2,0,71,6,0,138,3,0,0,0,0
"1057","34021002904",0.965217391304348,0.0347826086956522,208,0,2351,44,116,"Census Tract 29.04, Mercer County, New Jersey",0,61,20,53,36,38,0,1621,266,1887,1106,1155,4458,20,70,452,1955,68,2261,90,28283,34021002904,2111,314,100,7,0,0,167,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,64,0,1443.8,1300.27,0,0,0,0,1,0,0,1,0,0,8,20,0,9,26,0,11,18,0,0,0,0
"1058","34021003001",0.938489371325192,0.0615106286748078,159,0,2075,19,53,"Census Tract 30.01, Mercer County, New Jersey",0,73,0,20,0,21,45,1838,237,2075,718,1337,4859,20,0,619,2211,136,2055,20,55902,34021003001,2441,262,80,9,2,0,933.22,486.5,0,0,0,0,0,0,0,3,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,79,46,0,1680.71,2561.85,0,0,0,0,0,0,0,3,4,0,17,4,0,0,10,0,59,28,0,1,0,0
"1059","34021003002",0.985998922994076,0.0140010770059235,126,0,2596,29,56,"Census Tract 30.02, Mercer County, New Jersey",0,0,62,54,0,10,0,1682,149,1831,1241,1292,4960,0,63,271,1857,26,2533,63,640,34021003002,2252,198,47,5,1,0,421.4,1164,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,211,14,0,620.14,3528.5,0,0,0,0,0,0,0,113,0,0,0,1,0,66,2,0,32,11,0,1,0,0
"1060","34021003003",0.954756380510441,0.0452436194895592,442,0,2670,51,33,"Census Tract 30.03, Mercer County, New Jersey",0,101,95,43,38,87,78,1976,493,2469,970,1579,5521,43,78,807,2586,117,2549,121,638,34021003003,4270,521,50,16,1,0,257,490,0,2,0,0,0,0,0,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1447,371,0,3165.17,3143.14,0,0,0,0,1,0,0,2,1,0,23,7,0,2,2,0,1419,361,0,1,0,0
"1061","34021003004",0.928661882650908,0.0713381173490924,442,0,1824,120,53,"Census Tract 30.04, Mercer County, New Jersey",0,156,38,39,26,21,162,1821,379,2200,682,914,4409,205,23,866,2369,169,1596,228,46723,34021003004,2607,164,164,27,6,0,876.74,626.5,0,1,0,0,2,0,0,4,0,0,14,4,0,1,0,0,5,2,0,0,2,0,0,0,0,104,30,0,566.63,1812.73,0,0,2,0,5,8,0,1,3,0,87,3,0,3,1,0,8,13,0,0,0,0
"1062","34021003006",0.968261487446708,0.0317385125532923,51,0,2705,136,78,"Census Tract 30.06, Mercer County, New Jersey",0,0,0,11,0,31,9,1926,118,2044,1011,1694,5423,0,0,174,2111,67,2705,0,46725,34021003006,2242,207,38,13,2,0,373.85,2022.5,0,1,0,0,0,0,0,7,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,32,16,0,1438.19,1146.56,0,0,0,0,2,1,0,0,5,0,14,1,0,8,2,0,8,7,0,0,0,0
"1063","34021003007",0.936781609195402,0.0632183908045977,6,0,1684,7,24,"Census Tract 30.07, Mercer County, New Jersey",0,0,0,0,0,0,6,1091,50,1141,962,646,3119,54,22,182,1218,77,1608,76,64914,34021003007,1301,75,10,4,3,0,167,832,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,11,15,0,746.64,647.53,0,0,8,0,2,0,0,0,0,0,3,0,0,5,0,0,1,7,0,0,0,0
"1064","34021003008",0.967254408060453,0.0327455919395466,408,0,1840,116,115,"Census Tract 30.08, Mercer County, New Jersey",0,197,0,55,68,58,30,1451,469,1920,784,865,3846,147,44,926,1985,65,1649,191,46729,34021003008,2770,379,113,7,8,0,443.57,871.5,0,0,1,0,0,0,0,5,0,0,1,5,0,0,0,0,1,2,0,0,0,0,0,0,0,669,179,0,3140.13,2907.42,0,0,0,0,0,0,0,0,1,0,14,10,0,6,4,0,649,164,0,0,0,0
"1065","34021003009",0.946062567421791,0.0539374325782093,1522,0,1385,244,61,"Census Tract 30.09, Mercer County, New Jersey",0,828,351,135,117,43,48,1778,853,2631,862,362,3741,115,46,1831,2781,150,1224,161,18987,34021003009,2760,225,84,11,6,0,496.91,2224,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,17,38,0,1009.24,2189.74,0,6,1,0,0,4,0,0,0,0,8,4,0,0,0,0,3,29,0,0,0,0
"1066","34021003100",0.948115783724741,0.0518842162752594,568,0,1224,157,77,"Census Tract 31, Mercer County, New Jersey",0,137,82,71,138,63,77,1146,590,1736,481,653,3336,90,0,1204,1831,95,1134,90,37494,34021003100,1806,189,51,2,5,0,486.5,1113,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,29,37,0,1782.45,1183.68,0,0,0,0,0,0,0,0,0,0,11,10,0,8,22,0,10,5,0,0,0,0
"1067","34021003201",0.948142098815843,0.0518579011841568,559,0,1538,55,50,"Census Tract 32.01, Mercer County, New Jersey",0,261,31,48,96,72,51,1510,812,2322,754,708,4074,66,10,2097,2449,127,1462,76,18990,34021003201,2492,73,31,1,3,0,27,904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,134,10,0,888.78,3705.4,0,0,0,0,1,0,0,0,0,0,101,0,0,20,1,0,12,9,0,0,0,0
"1068","34021003202",0.946399345335516,0.0536006546644845,722,0,2120,95,227,"Census Tract 32.02, Mercer County, New Jersey",0,149,19,270,212,36,36,1718,595,2313,1236,855,4463,14,15,1042,2444,131,2091,29,37489,34021003202,4121,673,99,6,33,0,504,717.3,0,1,0,0,0,0,0,0,0,0,4,20,0,1,7,0,0,6,0,0,0,0,0,0,0,1533,292,0,3206.13,2696.48,0,0,0,0,0,1,0,0,4,0,4,17,0,9,34,0,1520,236,0,0,0,0
"1069","34021003301",0.961945731303772,0.0380542686962277,770,0,1978,111,283,"Census Tract 33.01, Mercer County, New Jersey",0,421,0,30,228,44,47,2220,687,2907,1114,832,5440,32,0,1023,3022,115,1946,32,9794,34021003301,3607,246,65,2,0,0,297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,172,0,3110.08,3184.03,0,0,0,0,0,0,0,2,0,0,2,2,0,6,0,0,665,170,0,0,0,0
"1070","34021003302",0.876057159521726,0.123942840478274,1542,0,1007,72,362,"Census Tract 33.02, Mercer County, New Jersey",0,645,254,242,338,32,31,1637,1367,3004,499,447,4657,61,0,3232,3429,425,946,61,642,34021003302,3317,442,65,3,14,0,548.67,519.5,0,0,0,0,0,0,0,0,0,0,2,14,0,1,0,0,0,0,0,0,0,0,0,0,0,23,99,0,1252.91,1320.04,0,1,0,0,0,0,0,0,0,0,5,41,0,10,27,0,7,31,0,0,0,0
"1071","34021003400",0.894439208294062,0.105560791705938,162,0,1175,72,35,"Census Tract 34, Mercer County, New Jersey",0,0,0,21,5,48,88,810,139,949,692,437,2054,9,37,259,1061,112,1129,46,18989,34021003400,1127,277,49,4,2,0,1163.25,343,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,52,42,0,1332.98,1441.26,0,0,0,0,0,0,0,6,2,0,2,12,0,20,8,0,24,20,0,0,0,0
"1072","34021003500",0.901190859349855,0.0988091406501448,899,0.0125523012552301,2409,335,186,"Census Tract 35, Mercer County, New Jersey",39,222,190,169,53,125,140,1899,901,2800,957,1252,5225,128,72,1589,3107,307,2209,200,64902,34021003500,3813,353,114,6,4,0,312.33,343,0,3,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,83,59,0,1004.49,1593.41,0,0,0,0,0,0,0,27,3,0,15,16,0,27,22,0,14,18,0,0,0,0
"1073","34021003601",0.88125,0.11875,569,0,1018,107,84,"Census Tract 36.01, Mercer County, New Jersey",0,75,60,80,18,163,173,696,573,1269,428,473,2230,79,38,1423,1440,171,901,117,9796,34021003601,1390,122,102,15,3,0,1312.2,1135.33,0,0,0,0,2,1,0,4,0,0,1,1,0,3,0,0,5,1,0,0,0,0,0,0,0,44,41,0,1053.25,2358.95,0,0,0,0,1,0,0,2,0,0,0,0,0,37,20,0,4,21,0,0,0,0
"1074","34021003602",0.927312775330396,0.0726872246696035,351,0,1302,58,16,"Census Tract 36.02, Mercer County, New Jersey",0,91,7,74,79,8,92,812,451,1263,457,791,2280,15,39,1320,1362,99,1248,54,64912,34021003602,1356,51,56,11,2,0,766.18,104,0,0,0,0,3,2,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,13,0,1800.82,1103.38,0,0,0,0,1,1,0,0,1,0,10,0,0,4,8,0,7,3,0,0,0,0
"1075","34021003703",0.907395069953364,0.0926049300466356,170,0,1314,47,120,"Census Tract 37.03, Mercer County, New Jersey",0,60,42,0,40,0,28,1076,286,1362,534,780,3024,0,0,814,1501,139,1314,0,64916,34021003703,1470,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1248.95,0,0,0,0,0,0,0,0,1,0,0,9,0,0,4,0,0,7,0,0,0,0,0
"1076","34021003704",0.875102711585867,0.124897288414133,435,0,792,30,81,"Census Tract 37.04, Mercer County, New Jersey",0,139,193,75,16,6,6,873,192,1065,451,328,2323,0,13,447,1217,152,779,13,46732,34021003704,1215,70,24,1,4,0,1479,1123.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,52,9,0,2846.44,916.44,0,0,0,0,0,0,0,0,4,0,4,0,0,7,4,0,41,1,0,0,0,0
"1077","34021003705",0.880387570998998,0.119612429001002,1289,0,1652,78,91,"Census Tract 37.05, Mercer County, New Jersey",0,767,89,156,118,13,146,1678,957,2635,737,812,3609,103,0,2070,2993,358,1549,103,635,34021003705,4238,609,108,9,5,0,305.89,798.8,0,3,0,0,0,0,0,3,0,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,0,1016,297,0,2849.8,2679.91,0,1,1,0,0,0,0,0,0,0,108,29,0,23,40,0,884,227,0,0,0,0
"1078","34021003706",0.95112540192926,0.0488745980707396,310,0,1034,0,17,"Census Tract 37.06, Mercer County, New Jersey",0,204,11,13,18,0,64,1129,350,1479,643,348,2711,32,11,803,1555,76,991,43,37483,34021003706,1740,72,13,1,3,0,62,298,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,697.83,2713.8,0,0,0,0,0,0,0,5,0,0,9,1,0,3,2,0,1,2,0,0,0,0
"1079","34021003800",0.926784400294334,0.0732155997056659,172,0,3415,33,155,"Census Tract 38, Mercer County, New Jersey",0,0,0,0,21,66,85,2285,234,2519,2078,1337,6190,0,0,639,2718,199,3415,0,28275,34021003800,2609,260,58,1,1,0,146,385,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,169,61,0,1424.89,2920.2,0,4,0,0,7,0,0,11,4,0,10,8,0,80,9,0,57,40,0,1,0,0
"1080","34021003902",0.982894736842105,0.0171052631578947,93,0,583,13,24,"Census Tract 39.02, Mercer County, New Jersey",0,0,0,0,2,40,51,584,163,747,244,302,1524,29,8,416,760,13,546,37,9791,34021003902,1332,258,61,4,3,0,344.5,701,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,512,135,0,3182.34,3095.77,0,0,0,0,0,0,0,0,0,0,7,4,0,6,4,0,499,127,0,0,0,0
"1081","34021003903",0.93719806763285,0.0628019323671498,205,0,775,116,80,"Census Tract 39.03, Mercer County, New Jersey",0,5,8,130,10,34,18,708,262,970,479,296,1990,0,0,472,1035,65,775,0,64906,34021003903,1836,495,60,2,1,0,286.5,413,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,801,288,0,3197.71,2662.22,0,0,0,0,0,0,0,0,31,0,2,0,0,13,19,0,786,238,0,0,0,0
"1082","34021003904",0.951973951973952,0.048026048026048,257,0,2183,137,221,"Census Tract 39.04, Mercer County, New Jersey",0,49,72,109,27,0,0,2128,211,2339,1875,282,5566,26,0,341,2457,118,2157,26,631,34021003904,2525,67,18,1,0,0,146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,1736.32,3174.67,0,0,0,0,1,0,0,2,1,0,11,0,0,1,0,0,10,2,0,0,0,0
"1083","34021003905",0.93109151047409,0.0689084895259096,0,0,1456,9,169,"Census Tract 39.05, Mercer County, New Jersey",0,0,0,0,0,0,0,1529,160,1689,631,766,4542,59,0,341,1814,125,1397,59,18980,34021003905,1739,63,13,11,0,0,328.18,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41,11,0,1576.59,2182.64,0,4,0,0,1,0,0,2,2,0,11,0,0,8,0,0,15,9,0,1,0,0
"1084","34021004000",0.916091954022988,0.0839080459770115,1229,0,718,508,303,"Census Tract 40, Mercer County, New Jersey",0,168,94,69,251,383,264,832,1559,2391,242,332,2213,82,62,3265,2610,219,574,144,9789,34021004000,3520,885,316,31,14,0,2029.58,1444.43,0,1,0,0,2,0,0,8,0,0,4,6,0,0,0,0,16,8,0,0,0,0,0,0,0,1006,333,0,2995.76,2909.3,0,0,0,0,0,1,0,3,1,0,19,20,0,0,0,0,984,311,0,0,0,0
"1085","34021004201",0.958519026396983,0.0414809736030168,488,0,1847,247,390,"Census Tract 42.01, Mercer County, New Jersey",0,38,0,125,252,34,39,1884,912,2796,568,1213,5063,24,42,2642,2917,121,1781,66,46722,34021004201,2852,326,94,9,0,0,1005.67,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,171,50,0,1862.84,1719.86,0,1,0,0,1,0,0,6,1,0,22,18,0,0,3,0,141,28,0,0,0,0
"1086","34021004203",0.898295120517343,0.101704879482657,154,0,1049,39,304,"Census Tract 42.03, Mercer County, New Jersey",0,70,7,24,21,23,9,1209,319,1528,652,369,3117,28,0,867,1701,173,1021,28,64911,34021004203,1662,53,17,12,0,0,926.67,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,29,6,0,1740.17,560,0,0,0,0,0,0,0,2,0,0,2,6,0,2,0,0,23,0,0,0,0,0
"1087","34021004204",0.879256965944272,0.120743034055728,597,0,968,149,521,"Census Tract 42.04, Mercer County, New Jersey",0,83,121,118,61,176,38,1324,664,1988,539,282,3475,147,0,1792,2261,273,821,147,64904,34021004204,9200,85,57,14,1,0,373,399,0,0,0,0,1,0,0,6,0,0,4,1,0,3,0,0,0,0,0,1,0,0,0,0,0,6906,36,0,4285.13,3651.78,0,1,0,0,0,0,0,0,0,0,19,6,0,669,0,0,6217,30,0,1,0,0
"1088","34021004301",0.950117370892019,0.0498826291079812,1907,0,823,84,969,"Census Tract 43.01, Mercer County, New Jersey",0,1212,305,70,264,44,12,1438,1800,3238,367,338,4354,118,0,4361,3408,170,705,118,9788,34021004301,5655,1279,286,6,7,0,404.67,628.43,0,0,0,0,0,0,0,3,1,0,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,1851,592,0,3087.06,2884.26,0,0,0,0,0,0,0,0,1,0,24,37,0,79,35,0,1748,519,0,0,0,0
"1089","34021004304",0.943481276005548,0.0565187239944522,135,0,2680,54,1126,"Census Tract 43.04, Mercer County, New Jersey",0,19,19,18,20,0,59,2530,191,2721,2131,503,7734,46,0,327,2884,163,2634,46,55894,34021004304,3074,124,31,3,4,0,157.67,318.25,0,0,0,0,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,0,2628.08,2239.94,0,0,0,0,0,0,0,0,0,0,6,7,0,4,0,0,16,9,0,0,0,0
"1090","34021004306",0.943851768669287,0.0561482313307131,204,0,1231,0,578,"Census Tract 43.06, Mercer County, New Jersey",0,60,17,0,81,36,10,1498,183,1681,833,379,4709,0,19,647,1781,100,1212,19,28276,34021004306,1583,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,2187.63,1346,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,1,0,0,0,0
"1091","34021004307",0.926904447380009,0.0730955526199912,607,0,1791,59,709,"Census Tract 43.07, Mercer County, New Jersey",0,386,65,109,34,0,13,1525,580,2105,904,868,4352,19,0,1275,2271,166,1772,19,55895,34021004307,2834,407,46,4,2,0,402.5,602,0,0,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,561,257,0,3159.5,2992.51,0,1,0,0,0,0,0,0,1,0,10,6,0,2,25,0,548,225,0,0,0,0
"1092","34021004309",0.952445652173913,0.047554347826087,141,0,1684,40,158,"Census Tract 43.09, Mercer County, New Jersey",0,23,45,0,67,0,6,1242,160,1402,1099,585,4180,0,0,303,1472,70,1684,0,28281,34021004309,1703,141,37,3,2,0,3687.67,2324,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,48,21,0,1424.1,1757.81,0,0,0,0,1,0,0,0,0,0,1,1,0,34,0,0,12,20,0,2,0,0
"1093","34021004310",0.969140728917265,0.0308592710827348,713,0.0351157222665603,1848,234,335,"Census Tract 43.10, Mercer County, New Jersey",132,200,151,104,171,47,40,3143,500,3643,1364,470,8611,14,0,1121,3759,116,1834,14,18982,34021004310,4072,246,57,7,2,0,1989.29,4456.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,128,60,0,1837.42,1715.73,0,1,0,0,1,0,0,3,0,0,10,7,0,7,1,0,106,52,0,0,0,0
"1094","34021004403",0.921152030217186,0.078847969782814,731,0,1253,190,27,"Census Tract 44.03, Mercer County, New Jersey",0,240,35,55,156,181,64,1196,755,1951,383,828,3033,42,0,2279,2118,167,1211,42,646,34021004403,3264,398,181,20,0,0,314.55,0,0,1,0,0,1,0,0,12,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,895,207,0,3159.8,3192.67,0,5,0,0,0,0,0,0,0,0,19,2,0,7,4,0,864,201,0,0,0,0
"1095","34021004404",0.881941747572816,0.118058252427184,699,0,2269,130,58,"Census Tract 44.04, Mercer County, New Jersey",0,295,35,14,189,127,39,1673,598,2271,967,1231,5168,57,14,1899,2575,304,2198,71,46737,34021004404,2821,100,21,3,0,0,364,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83,26,0,979.66,1550.85,0,7,0,0,0,0,0,0,0,0,24,5,0,20,0,0,32,21,0,0,0,0
"1096","34021004405",0.942225156817431,0.0577748431825685,996,0.00528227137669198,757,449,359,"Census Tract 44.05, Mercer County, New Jersey",16,252,174,357,107,35,71,1886,968,2854,575,101,5882,33,48,2235,3029,175,676,81,55911,34021004405,3016,148,70,6,0,0,232.67,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,21,0,2040.43,2506.86,0,3,0,0,0,1,0,0,0,0,12,8,0,10,0,0,64,12,0,0,0,0
"1097","34021004406",0.904742268041237,0.0952577319587629,1311,0.0771134020618557,843,265,67,"Census Tract 44.06, Mercer County, New Jersey",187,785,53,169,155,45,104,1161,1033,2194,417,236,2555,42,148,2431,2425,231,653,190,28287,34021004406,3034,223,54,5,0,0,1011.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,299,34,0,550.4,1138.24,0,6,1,0,0,1,0,3,0,0,255,18,0,28,8,0,7,6,0,0,0,0
"1098","34021004407",0.955479452054795,0.0445205479452055,972,0,1601,27,415,"Census Tract 44.07, Mercer County, New Jersey",0,455,144,53,113,163,44,1280,952,2232,750,731,4104,42,78,2927,2336,104,1481,120,645,34021004407,2490,90,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,1857.54,1892.84,0,2,0,0,0,0,0,0,0,0,8,5,0,3,0,0,15,14,0,0,0,0
"1099","34021004501",0.829466357308585,0.170533642691415,299,0,394,123,75,"Census Tract 45.01, Mercer County, New Jersey",0,84,84,7,59,45,20,354,361,715,179,137,1003,41,37,721,862,147,316,78,37484,34021004501,892,179,96,23,14,0,1540.91,1838.29,0,0,0,0,1,0,0,2,0,0,2,6,0,0,0,0,18,8,0,0,1,0,0,0,0,113,30,0,1995.82,3097.87,0,0,0,0,0,0,0,0,0,0,12,1,0,6,1,0,95,28,0,0,0,0
