"","SSN","TotalDeaths","PropDeaths","TotalDeath15","TotalDeath16","TotalDeath17","TotalDeath18","da15","da1520","da2024","da2529","da3034","da3539","da4044","da4549","da5054","da5559","da6064","da6569","da7074","da7580","da8085","FentW","FentB","FentH","TotalFent","TotalFent15","TotalFent16","TotalFent17","TotalFent18","HeroinW","HeroinB","HeroinH","TotalHero","TotalHero15","TotalHero16","TotalHero17","TotalHero18","TotalOxy","TotalOxy15","TotalOxyt16","TotalOxyt17","TotalOxyt18","TotalMorph","TotalMorp15","TotalMorp16","TotalMorp17","TotalMorp18","TotalMeth","TotalMeth15","TotalMeth16","TotalMeth17","TotalMeth18","Fent15W","Fent15B","Fent15H","Hero15W","Hero15B","Hero15H","Fent18W","Fent18B","Fent18H","Hero18W","Hero18B"
"194","714",418,5.73545554335895,56,103,130,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,169,62,260,316,363,390,389,43,184,60,288,344,391,418,417,42,10,13,14,5,75,2,15,36,22,32,11,11,11,11,4,10,3,8,18,16,10,71,27,8,51
"195","715",1,0.0137211855104281,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"196","716",21,0.28814489571899,2,6,6,7,0,1,2,1,1,2,0,4,1,1,2,0,0,0,0,12,0,3,15,17,21,21,22,9,0,4,13,15,19,19,20,3,2,0,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1,4,0
"197","717",21,0.28814489571899,0,6,5,10,0,0,1,2,2,2,1,2,4,1,2,1,0,0,0,1,13,3,17,17,23,22,27,1,6,0,7,7,13,12,17,2,0,1,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0,2
"198","718",1,0.0137211855104281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","719",3,0.0411635565312843,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,3,3,2,3,0,0,0,1,2,2,1,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"200","720",5,0.0686059275521405,0,1,1,3,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0,4,0,0,4,4,5,5,7,2,0,0,2,2,3,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"201","721",5,0.0686059275521405,0,2,2,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,5,0,0,5,5,7,7,6,3,0,0,3,3,5,5,4,1,0,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"202","722",21,0.28814489571899,3,6,7,5,0,0,0,3,5,4,2,2,2,0,2,0,0,0,0,9,5,1,15,18,21,22,20,11,2,1,14,17,20,21,19,2,0,1,1,0,6,0,1,5,0,2,1,1,1,1,2,0,0,2,0,0,3,2,0,2,0
"203","801",14,0.192096597145993,3,2,3,6,0,0,1,5,3,1,1,0,1,0,0,1,0,0,0,7,0,2,9,12,11,12,15,6,1,1,8,11,10,11,14,3,1,2,0,0,7,3,0,0,4,0,0,0,0,0,0,0,0,0,1,1,5,0,1,2,0
"204","802",49,0.672338090010977,7,6,10,26,0,0,2,13,6,7,9,4,0,3,0,0,0,1,0,31,4,1,37,44,43,47,63,20,2,1,23,30,29,33,49,5,0,2,1,2,7,4,0,0,3,4,1,1,1,1,2,0,0,3,1,0,20,3,0,9,1
"205","803",7,0.0960482985729967,1,0,3,3,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,5,6,5,8,8,5,0,0,5,6,5,8,8,1,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0
"206","804",5,0.0686059275521405,1,0,4,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,2,3,2,6,2,3,1,0,5,6,5,9,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","805",27,0.370472008781559,3,7,8,9,0,0,2,3,8,4,0,2,3,1,1,0,0,0,0,17,1,0,19,22,26,27,28,15,1,1,18,21,25,26,27,5,2,1,1,1,3,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,8,0,0,5,0
"208","806",17,0.233260153677278,1,5,4,7,0,0,2,5,2,1,2,1,1,2,0,0,0,0,0,5,3,0,8,9,13,12,15,9,0,0,10,11,15,14,17,4,0,2,0,2,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,4,0
"209","807",3,0.0411635565312843,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2,1,2,0,0,2,2,4,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","808",9,0.123490669593853,2,2,2,3,0,1,0,2,0,2,1,2,1,0,0,0,0,0,0,5,1,0,6,8,8,8,9,4,1,1,6,8,8,8,9,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,1
"211","809",7,0.0960482985729967,1,3,3,0,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,5,0,0,5,6,8,8,5,6,0,0,6,7,9,9,6,1,0,1,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"212","810",19,0.260702524698134,5,1,8,5,0,1,0,1,1,3,5,2,2,1,1,0,0,0,0,11,1,1,13,18,14,21,18,11,0,1,12,17,13,20,17,2,2,0,0,0,6,4,0,2,0,1,1,1,1,1,2,0,0,2,0,1,2,1,1,2,0
"213","811",49,0.672338090010977,5,10,16,18,0,3,4,7,8,5,3,3,1,7,2,1,0,0,0,23,2,1,27,32,37,43,45,30,2,1,33,38,43,49,51,7,1,1,4,1,10,2,1,6,1,3,2,2,2,2,0,0,0,5,0,0,12,1,0,8,1
"214","812",9,0.123490669593853,2,1,4,2,0,0,0,1,2,0,3,1,1,1,0,0,0,0,0,5,0,0,5,7,6,9,7,6,0,1,7,9,8,11,9,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0
"215","813",1,0.0137211855104281,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","814",19,0.260702524698134,1,4,6,8,0,1,0,1,3,4,1,1,1,1,0,1,0,0,0,11,4,0,15,16,19,21,23,6,2,1,10,11,14,16,18,2,0,1,1,0,2,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,4,3,0,1,2
"217","815",15,0.205817782656422,3,4,3,5,0,0,1,3,2,3,2,0,3,0,0,0,0,0,0,10,1,0,11,14,15,14,16,7,1,1,9,12,13,12,14,2,0,1,1,0,5,2,2,1,0,0,0,0,0,0,2,0,0,2,0,0,4,1,0,2,1
"218","816",3,0.0411635565312843,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,2,1,0,0,1,2,2,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"219","817",3,0.0411635565312843,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,2,4,3,2,0,0,2,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"220","818",59,0.809549945115258,10,10,11,28,0,2,6,10,12,6,2,2,3,1,0,0,0,0,0,39,3,2,46,56,56,57,74,34,1,2,37,47,47,48,65,6,1,3,0,2,8,3,1,2,2,3,1,1,1,1,3,1,0,5,0,0,23,1,0,13,1
"221","820",34,0.466520307354555,7,5,13,9,0,0,2,3,3,7,3,5,2,1,2,0,0,0,0,22,0,0,22,29,27,35,31,21,1,0,22,29,27,35,31,10,3,1,3,3,6,2,0,4,0,3,0,0,0,0,3,0,0,3,0,0,8,0,0,4,0
"222","821",12,0.164654226125137,1,1,5,5,0,0,2,1,1,2,0,1,0,1,1,0,0,0,0,9,1,1,11,12,12,16,16,5,1,1,7,8,8,12,12,1,0,0,0,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,3,0
"223","822",20,0.274423710208562,8,3,4,5,0,0,1,0,3,3,2,1,2,0,3,0,0,0,0,9,1,0,10,18,13,14,15,10,1,1,12,20,15,16,17,2,2,0,0,0,4,3,0,0,1,3,0,0,0,0,1,0,0,4,0,0,5,0,0,2,0
"224","823",6,0.0823271130625686,0,1,2,3,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,5,1,0,6,6,7,8,9,3,1,0,4,4,5,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
"225","824",4,0.0548847420417124,0,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,4,4,5,4,7,2,0,0,3,3,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"226","901",67,0.919319429198683,15,9,18,25,0,2,2,9,6,4,6,7,6,7,1,1,0,0,0,24,0,5,31,46,40,49,56,34,1,5,42,57,51,60,67,15,8,1,4,2,15,3,1,7,4,4,1,1,1,1,0,0,0,9,0,2,17,0,3,12,0
"227","902",2,0.0274423710208562,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,2,1,2,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"228","903",4,0.0548847420417124,0,1,1,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,2,3,3,4,4,5,1,0,3,4,4,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
"229","904",8,0.109769484083425,1,4,2,1,0,0,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2,3,6,4,3,3,0,2,6,7,10,8,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"230","905",29,0.397914379802415,3,8,8,10,0,0,2,2,3,4,1,2,2,6,0,1,0,0,0,14,0,4,18,21,26,26,28,12,1,6,19,22,27,27,29,6,1,1,3,1,7,0,4,2,1,0,0,0,0,0,2,0,0,1,0,1,7,0,1,4,1
"231","906",163,2.23655323819978,21,38,47,57,1,0,3,10,11,19,16,20,23,14,8,2,2,0,0,28,34,25,91,112,129,138,148,36,46,31,118,139,156,165,175,25,4,5,5,11,31,1,8,13,9,9,3,3,3,3,1,1,3,9,5,13,12,15,11,8,12
"232","907",24,0.329308452250274,6,6,3,9,0,0,3,2,1,5,0,2,3,2,2,0,0,0,0,10,0,2,13,19,19,16,22,9,0,4,13,19,19,16,22,4,1,1,0,2,2,1,1,0,0,5,1,1,1,1,0,0,0,3,0,0,8,0,0,4,0
"233","908",29,0.397914379802415,6,9,9,5,0,0,4,2,1,5,5,2,4,2,1,1,0,0,0,4,0,7,11,17,20,20,16,8,0,10,19,25,28,28,24,6,2,4,0,0,6,2,1,2,1,1,0,0,0,0,0,0,1,1,0,1,3,0,1,2,0
"234","909",7,0.0960482985729967,2,3,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,5,0,0,5,7,8,5,7,4,0,0,4,6,7,4,6,1,0,1,0,0,2,0,2,0,0,1,1,1,1,1,1,0,0,1,0,0,2,0,0,1,0
"235","910",22,0.301866081229418,3,5,9,5,0,1,0,3,3,4,3,3,2,1,0,0,0,0,0,3,1,8,12,15,17,21,17,3,1,11,15,18,20,24,20,3,0,2,1,0,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,1,0,3,0,0
"236","911",4,0.0548847420417124,0,2,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,4,3,3,2,0,0,2,2,4,3,3,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"237","912",10,0.137211855104281,1,1,5,3,0,2,1,1,2,0,1,1,0,1,0,0,0,0,0,3,0,5,8,9,9,13,11,2,0,3,5,6,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
"238","1001",3,0.0411635565312843,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,4,3,2,1,1,0,2,2,4,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"239","1002",2,0.0274423710208562,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,3,1,1,0,0,1,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","1003",1,0.0137211855104281,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","1004",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","1005",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"243","1006",3,0.0411635565312843,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,3,3,3,2,1,0,0,1,2,2,2,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"244","1007",1,0.0137211855104281,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,1,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"245","1008",3,0.0411635565312843,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,2,3,2,3,3,3,0,0,3,4,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"246","1009",3,0.0411635565312843,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,4,4,3,0,0,3,3,4,4,4,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"247","1010",1,0.0137211855104281,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","1013",1,0.0137211855104281,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"249","1014",2,0.0274423710208562,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,3,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"250","1017",3,0.0411635565312843,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,2,2,2,4,3,1,0,0,1,1,1,3,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251","1018",5,0.0686059275521405,0,0,2,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3,4,5,0,0,5,5,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
"252","1019",7,0.0960482985729967,3,1,2,1,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,2,5,8,6,7,6,3,0,1,4,7,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0
"253","1020",1,0.0137211855104281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254","1021",15,0.205817782656422,4,2,5,4,0,2,2,3,1,1,0,1,0,2,1,0,0,0,0,8,0,0,8,12,10,13,12,6,0,0,6,10,8,11,10,1,1,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0
"255","1022",5,0.0686059275521405,1,0,2,2,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4,0,0,4,5,4,6,6,3,0,0,3,4,3,5,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"256","1024",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257","1025",1,0.0137211855104281,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"258","1101",9,0.123490669593853,1,2,3,3,0,0,1,2,2,1,1,1,1,0,0,0,0,0,0,4,0,0,4,5,6,7,7,5,0,1,6,7,8,9,9,1,0,1,0,0,3,1,1,0,1,2,1,1,1,1,0,0,0,0,0,0,2,0,0,1,0
"259","1102",27,0.370472008781559,6,7,5,9,0,0,1,6,5,2,1,4,1,1,1,0,0,0,0,15,2,0,17,23,24,22,26,16,2,1,19,25,26,24,28,3,3,0,0,0,12,3,7,0,2,2,0,0,0,0,1,0,0,2,0,1,7,1,0,5,1
"260","1103",83,1.13885839736553,13,15,23,32,0,4,10,13,11,5,9,6,5,2,3,1,0,0,0,48,2,3,53,66,68,76,85,49,1,3,53,66,68,76,85,11,2,3,4,2,28,11,10,2,5,2,0,0,0,0,2,0,1,11,0,1,25,2,1,20,0
"261","1104",4,0.0548847420417124,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,3,4,3,5,4,2,0,0,2,3,2,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"262","1105",1,0.0137211855104281,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","1106",5,0.0686059275521405,1,0,2,2,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,4,3,5,5,4,0,0,4,5,4,6,6,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0
"264","1107",13,0.178375411635565,2,2,5,4,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,10,0,0,10,12,12,15,14,7,0,0,7,9,9,12,11,2,0,1,0,1,4,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,4,0,0,2,0
"265","1111",103,1.41328210757409,19,10,26,48,0,4,3,9,8,10,7,13,15,6,9,5,1,0,0,27,25,15,67,86,77,93,115,23,25,10,58,77,68,84,106,16,7,2,6,1,26,14,6,2,4,9,3,3,3,3,1,0,1,6,1,5,13,18,9,7,16
"266","1112",4,0.0548847420417124,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,4,6,4,5,5,2,0,0,2,4,2,3,3,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"267","1113",5,0.0686059275521405,1,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,4,5,5,3,4,0,0,5,6,7,7,5,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"268","1114",5,0.0686059275521405,0,1,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,5,5,6,6,8,2,0,0,2,2,3,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
"269","1201",25,0.343029637760703,2,5,11,7,0,2,2,3,2,3,2,4,3,1,0,0,0,0,0,11,1,6,23,25,28,34,30,5,1,4,12,14,17,23,19,2,0,1,1,0,5,2,2,1,0,1,1,1,1,1,1,0,0,1,0,1,3,1,0,2,1
"270","1202",3,0.0411635565312843,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,2,3,3,2,3,3,0,0,3,4,4,3,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"271","1203",11,0.150933040614709,1,6,2,2,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,5,1,1,7,8,13,9,9,8,0,0,8,9,14,10,10,1,0,0,1,0,5,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"272","1204",14,0.192096597145993,5,2,6,1,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,6,1,0,9,14,11,15,10,3,0,0,5,10,7,11,6,3,2,0,1,0,6,3,1,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0
"273","1205",52,0.713501646542261,7,14,17,14,0,2,4,6,5,4,7,4,4,3,1,0,0,0,0,28,2,1,35,42,49,52,49,21,3,1,30,37,44,47,44,12,3,3,3,3,15,4,6,2,3,2,1,1,1,1,0,0,0,3,0,0,10,0,0,6,0
"274","1206",4,0.0548847420417124,0,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,4,4,5,5,6,1,1,0,2,2,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"275","1207",10,0.137211855104281,1,1,6,2,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,4,2,0,6,7,7,12,8,3,2,0,6,7,7,12,8,1,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"276","1208",8,0.109769484083425,1,3,2,2,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,5,0,0,5,6,8,7,7,3,0,0,3,4,6,5,5,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0
"277","1209",62,0.850713501646542,13,20,15,14,0,2,6,7,8,11,3,5,5,2,1,0,0,0,0,39,0,0,40,53,60,55,54,35,0,1,37,50,57,52,51,11,2,4,4,1,19,9,7,2,1,5,2,2,2,2,4,0,0,7,0,0,11,0,0,7,0
"278","1210",6,0.0823271130625686,1,0,3,2,0,0,1,0,2,0,0,1,0,2,0,0,0,0,0,5,0,0,5,6,5,8,7,3,0,0,3,4,3,6,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0
"279","1211",10,0.137211855104281,1,4,3,2,0,0,0,1,3,0,1,1,1,1,0,0,0,0,0,5,1,0,8,9,12,11,10,2,0,0,4,5,8,7,6,2,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"280","1212",5,0.0686059275521405,1,3,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,4,5,7,4,5,3,0,0,3,4,6,3,4,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"281","1213",20,0.274423710208562,1,8,7,4,0,1,2,3,3,4,0,1,1,0,1,0,0,0,0,10,0,1,12,13,20,19,16,12,0,2,15,16,23,22,19,1,0,0,1,0,5,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2,0
"282","1214",27,0.370472008781559,2,9,11,5,1,0,0,1,1,1,4,3,6,2,3,1,0,0,0,9,9,1,19,21,28,30,24,7,6,2,15,17,24,26,20,3,0,0,2,1,6,2,3,0,1,1,1,1,1,1,0,0,0,1,1,0,2,2,0,1,1
"283","1215",24,0.329308452250274,1,3,11,9,0,1,0,3,4,3,1,4,1,0,0,0,0,0,0,14,1,2,17,18,20,28,26,7,0,3,11,12,14,22,20,6,1,1,2,2,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,7,0,2,2,0
"284","1216",40,0.548847420417124,8,7,12,13,0,0,1,4,3,5,4,5,2,6,3,1,1,0,0,15,4,11,30,38,37,42,43,13,3,12,28,36,35,40,41,5,2,0,2,1,11,7,1,1,2,5,0,0,0,0,2,0,0,2,0,3,7,2,4,6,1
"285","1217",24,0.329308452250274,1,9,8,6,0,1,4,2,2,1,0,2,4,5,1,0,0,0,0,13,3,1,19,20,28,27,25,8,1,0,11,12,20,19,17,7,0,2,2,3,6,0,3,2,1,1,0,0,0,0,1,0,0,0,0,0,3,2,0,2,1
"286","1218",6,0.0823271130625686,0,3,2,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,3,0,1,4,4,7,6,5,2,0,1,4,4,7,6,5,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"287","1219",58,0.79582875960483,3,15,22,18,0,0,5,8,9,3,5,9,5,2,0,0,0,0,0,38,2,3,45,48,60,67,63,26,1,3,31,34,46,53,49,7,1,2,3,1,9,2,5,1,1,1,0,0,0,0,0,0,1,1,0,0,15,1,1,6,0
"288","1220",24,0.329308452250274,1,5,6,12,0,0,4,1,2,1,1,2,3,2,1,0,0,0,0,19,0,1,20,21,25,26,32,9,0,0,9,10,14,15,21,4,0,2,1,1,2,1,0,1,0,4,2,2,2,2,1,0,0,1,0,0,10,0,0,4,0
"289","1221",24,0.329308452250274,4,4,6,10,1,0,1,2,2,2,0,1,5,3,1,0,0,0,0,10,3,0,14,18,18,20,24,10,2,0,12,16,16,18,22,6,4,1,0,1,8,2,1,0,5,5,2,2,2,2,0,0,0,0,0,0,4,3,0,4,2
"290","1222",16,0.21953896816685,2,6,5,3,0,2,1,4,2,1,3,0,0,0,0,0,0,0,0,12,0,0,12,14,18,17,15,6,0,1,7,9,13,12,10,1,0,1,0,0,4,2,2,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,0,0
"291","1223",21,0.28814489571899,5,6,6,4,0,0,0,3,3,2,0,5,0,0,2,0,0,0,0,12,1,0,13,18,19,19,17,10,0,2,12,17,18,18,16,4,0,3,0,1,7,3,3,1,0,2,1,1,1,1,0,1,0,2,0,0,3,0,0,3,0
