Place.Name,SSN,TRACTID,prop_of_ct
parsippany-troy hills twp,"1429","34027040804",0.00609364269301112
boonton town,"1401","34027040804",0.000667011351606586
fairfield twp,"0707","34027040805",0.00326021504004881
lincoln park boro,"1416","34027040805",6.75485264993258e-07
montville twp,"1421","34027040805",0.996739109474686
lincoln park boro,"1416","34027040801",1.02812335233872e-05
boonton twp,"1402","34027040801",0.00108582436836442
montville twp,"1421","34027040801",0.99804922096122
boonton town,"1401","34027040801",2.88128123342395e-05
kinnelon boro,"1415","34027040801",0.00082586062455785
fairfield twp,"0707","34027040102",0.00129303941447311
wayne twp,"1614","34027040102",0.00472470240486306
lincoln park boro,"1416","34027040102",0.993859766899272
montville twp,"1421","34027040102",0.000122491281391514
wayne twp,"1614","34027040101",0.002620116407402
lincoln park boro,"1416","34027040101",0.996520257893013
montville twp,"1421","34027040101",3.3176017974607e-05
pequannock twp,"1431","34027040101",0.000720582787127153
kinnelon boro,"1415","34027040101",0.00010586689448373
morris twp,"1422","34027042200",7.50978933953271e-05
hanover twp,"1412","34027042200",0.99922954980092
morris plains boro,"1423","34027042200",0.000573979690813216
parsippany-troy hills twp,"1429","34027042200",0.000121372614871092
hanover twp,"1412","34027042302",0.00116745349963626
morris plains boro,"1423","34027042302",0.996339154082784
parsippany-troy hills twp,"1429","34027042302",0.00249339241757988
hanover twp,"1412","34027042000",0.997967164457074
east hanover twp,"1410","34027042000",3.80469632321271e-05
parsippany-troy hills twp,"1429","34027042000",0.00199478857969403
hanover twp,"1412","34027041802",0.00663203533069244
morris plains boro,"1423","34027041802",5.94306340285274e-05
parsippany-troy hills twp,"1429","34027041802",0.993308534035279
parsippany-troy hills twp,"1429","34027041604",1
parsippany-troy hills twp,"1429","34027041602",0.985345034361161
mountain lakes boro,"1425","34027041602",0.00921177912542902
denville twp,"1408","34027041602",0.00544318651341002
parsippany-troy hills twp,"1429","34027041801",1
rockaway twp,"1435","34027044800",0.00204054201332923
victory gardens boro,"1437","34027044800",2.3189480831176e-05
randolph twp,"1432","34027044800",0.0048834497743425
dover town,"1409","34027044800",0.993052818731497
roxbury twp,"1436","34027045100",0.00716511899054442
rockaway twp,"1435","34027045100",0.0115406510899158
jefferson twp,"1414","34027045100",0.0021510114092074
mine hill twp,"1420","34027045100",0.0237745381882551
dover town,"1409","34027045100",0.00305303051882533
wharton boro,"1439","34027045100",0.952315649803252
rockaway twp,"1435","34027045000",0.000181601813763098
dover town,"1409","34027045000",0.997353162869063
wharton boro,"1439","34027045000",0.00246523531717394
rockaway twp,"1435","34027044502",0.998351503912754
dover town,"1409","34027044502",7.45672023186059e-05
rockaway boro,"1434","34027044502",0.00157392888492747
rockaway twp,"1435","34027041400",0.00344481885254954
mountain lakes boro,"1425","34027041400",6.23212168373762e-05
rockaway boro,"1434","34027041400",0.000140090238977352
denville twp,"1408","34027041400",0.996352769691636
rockaway twp,"1435","34027044300",0.000848278067077029
rockaway boro,"1434","34027044300",0.998173166252282
denville twp,"1408","34027044300",0.000978555680640709
rockaway twp,"1435","34027044501",0.999220587765673
dover town,"1409","34027044501",0.000651381502116915
rockaway boro,"1434","34027044501",0.000100865738448783
wharton boro,"1439","34027044501",2.71649937613369e-05
vernon twp,"1922","34037371600",1
vernon twp,"1922","34037371502",0.953062162746668
hardyston twp,"1911","34037371502",0.000223362986462917
west milford twp,"1615","34037371502",0.0467144742668692
vernon twp,"1922","34031256805",6.60855386408546e-05
bloomingdale boro,"1601","34031256805",0.000323909805208097
hardyston twp,"1911","34031256805",0.00033437715650171
west milford twp,"1615","34031256805",0.994377317644414
butler boro,"1403","34031256805",1.38468898097795e-05
rockaway twp,"1435","34031256805",0.00133640176469702
jefferson twp,"1414","34031256805",0.00173890581372794
kinnelon boro,"1415","34031256805",0.0018091553870005
west milford twp,"1615","34031256801",1
west milford twp,"1615","34031256803",1
bloomingdale boro,"1601","34031256804",0.0022138254732586
ringwood boro,"1611","34031256804",0.0039148852275608
west milford twp,"1615","34031256804",0.993871289299181
ringwood boro,"1611","34031256802",0.00371921180758241
west milford twp,"1615","34031256802",0.996280788192417
morris twp,"1422","34027045704",1.20411449860429e-09
randolph twp,"1432","34027045704",0.998499483058628
parsippany-troy hills twp,"1429","34027045704",6.15043885769392e-05
denville twp,"1408","34027045704",0.00143901134868072
roxbury twp,"1436","34027046300",0.00015572894853013
rockaway twp,"1435","34027046300",0.000941333449609461
victory gardens boro,"1437","34027046300",2.14405496199682e-05
randolph twp,"1432","34027046300",0.996145126975981
mine hill twp,"1420","34027046300",0.00182815549363343
dover town,"1409","34027046300",0.000396572198031456
denville twp,"1408","34027046300",0.000511642384595008
morris twp,"1422","34027041601",0.00011223769413563
morris plains boro,"1423","34027041601",2.5203626009622e-05
parsippany-troy hills twp,"1429","34027041601",0.99120844144753
denville twp,"1408","34027041601",0.00865411723232435
rockaway twp,"1435","34027041500",0.000125038848990203
randolph twp,"1432","34027041500",0.000879784552510917
parsippany-troy hills twp,"1429","34027041500",0.000331348620831024
denville twp,"1408","34027041500",0.998663827977668
victory gardens boro,"1437","34027045603",4.28298859308903e-05
randolph twp,"1432","34027045603",0.999918283614529
dover town,"1409","34027045603",3.88864995404868e-05
randolph twp,"1432","34027044900",0.00243075580415225
mine hill twp,"1420","34027044900",0.00295035690993615
dover town,"1409","34027044900",0.994613632999672
wharton boro,"1439","34027044900",5.25428623950357e-06
victory gardens boro,"1437","34027045602",0.993657490405786
randolph twp,"1432","34027045602",0.00634247178087186
dover town,"1409","34027045602",3.78133424711314e-08
vernon twp,"1922","34037371503",0.976286193793752
west milford twp,"1615","34037371503",0.0237138062062481
sparta twp,"1918","34027044702",0.00278451704940735
roxbury twp,"1436","34027044702",1.08925511086461e-05
rockaway twp,"1435","34027044702",0.00757099490224866
jefferson twp,"1414","34027044702",0.989633595497235
sparta twp,"1918","34027044602",0.000635876809225781
hardyston twp,"1911","34027044602",0.000242729943494579
west milford twp,"1615","34027044602",0.00278400055768605
jefferson twp,"1414","34027044602",0.996337392689594
west milford twp,"1615","34027044401",0.000380894722467223
roxbury twp,"1436","34027044401",3.93592594534353e-05
boonton twp,"1402","34027044401",1.52839113224359e-05
rockaway twp,"1435","34027044401",0.996354872132521
jefferson twp,"1414","34027044401",0.00315333795540119
wharton boro,"1439","34027044401",9.21300430752396e-07
denville twp,"1408","34027044401",1.27337672441906e-05
kinnelon boro,"1415","34027044401",4.2596951159817e-05
west milford twp,"1615","34027044601",0.000688270815488027
rockaway twp,"1435","34027044601",0.0354788329773391
jefferson twp,"1414","34027044601",0.963832896207173
rockaway twp,"1435","34027044403",0.999360860505496
rockaway boro,"1434","34027044403",1.79788505689779e-05
denville twp,"1408","34027044403",0.000621160643934956
rockaway twp,"1435","34027044404",0.997895719799476
rockaway boro,"1434","34027044404",0.00210428020052373
boonton twp,"1402","34027041300",0.000997925866953674
rockaway twp,"1435","34027041300",0.00180451709917199
mountain lakes boro,"1425","34027041300",0.000338652523219443
rockaway boro,"1434","34027041300",0.000138473126666667
denville twp,"1408","34027041300",0.996720431383988
boonton twp,"1402","34027040900",0.986093430547564
montville twp,"1421","34027040900",0.00335796391736522
rockaway twp,"1435","34027040900",0.00297720905020578
mountain lakes boro,"1425","34027040900",0.00018607943717921
boonton town,"1401","34027040900",0.000469783909877317
denville twp,"1408","34027040900",0.00665216816668867
kinnelon boro,"1415","34027040900",0.000263364971119512
wantage twp,"1924","34037372500",4.10173594884715e-05
sparta twp,"1918","34037372500",9.69685420624684e-06
franklin boro,"1906","34037372500",0.000693026303208274
hamburg boro,"1909","34037372500",0.00136545609756597
lafayette twp,"1913","34037372500",0.0020710619971235
hardyston twp,"1911","34037372500",0.995819741388408
wantage twp,"1924","34037371200",0.015815896396878
sussex boro,"1921","34037371200",0.984184103603122
sparta twp,"1918","34037372900",0.000158263436203905
franklin boro,"1906","34037372900",0.956216106657528
hamburg boro,"1909","34037372900",0.00031764795771209
hardyston twp,"1911","34037372900",0.0433079819485564
vernon twp,"1922","34037372600",0.0118725565307289
wantage twp,"1924","34037372600",0.00101641688560711
ogdensburg boro,"1916","34037372600",9.71031546141505e-05
sparta twp,"1918","34037372600",6.33465803647524e-05
franklin boro,"1906","34037372600",0.000841466126138211
hamburg boro,"1909","34037372600",0.000404592422995508
hardyston twp,"1911","34037372600",0.98556387922625
west milford twp,"1615","34037372600",4.06638807594406e-05
jefferson twp,"1414","34037372600",9.99751925423868e-05
vernon twp,"1922","34037371700",0.999593068568438
wantage twp,"1924","34037371700",1.35483276824377e-05
hardyston twp,"1911","34037371700",0.000393383103879946
franklin boro,"1906","34037372700",0.00119589666614177
hamburg boro,"1909","34037372700",0.983499071989797
hardyston twp,"1911","34037372700",0.0153050313440608
franklin boro,"1906","34037372800",0.948705212092463
hamburg boro,"1909","34037372800",0.000222072341988035
hardyston twp,"1911","34037372800",0.0510727155655494
andover twp,"1902","34037373100",0.00238690772757934
ogdensburg boro,"1916","34037373100",5.21235552544947e-05
sparta twp,"1918","34037373100",0.985908412886535
franklin boro,"1906","34037373100",0.000414230663975802
lafayette twp,"1913","34037373100",0.00541834282097916
hardyston twp,"1911","34037373100",0.00581998234567653
byram twp,"1904","34037374500",0.0011890372897469
hopatcong boro,"1912","34037374500",0.996721672885139
sparta twp,"1918","34037374500",0.00184123894996602
jefferson twp,"1414","34037374500",0.000248050875148451
hopatcong boro,"1912","34037373300",0.00328635897946672
sparta twp,"1918","34037373300",0.996504026402812
jefferson twp,"1414","34037373300",0.000209614617721232
hopatcong boro,"1912","34037374700",0.992940556054391
mount arlington boro,"1426","34037374700",0.00219913429615094
jefferson twp,"1414","34037374700",0.00486030964945808
ogdensburg boro,"1916","34037373200",0.00104343136344554
sparta twp,"1918","34037373200",0.997999121423989
hardyston twp,"1911","34037373200",0.000954709018976742
jefferson twp,"1414","34037373200",2.73819358892452e-06
ogdensburg boro,"1916","34037373000",0.957766740261383
sparta twp,"1918","34037373000",0.025411900422573
franklin boro,"1906","34037373000",0.0158822857146163
hardyston twp,"1911","34037373000",0.000939073601427359
hopatcong boro,"1912","34027044701",0.0145431114687329
sparta twp,"1918","34027044701",0.0018582808878076
mount arlington boro,"1426","34027044701",8.7973624977185e-07
jefferson twp,"1414","34027044701",0.98359772790721
vernon twp,"1922","34037371300",0.998707298332434
wantage twp,"1924","34037371300",0.00129270166756635
vernon twp,"1922","34037371400",1
byram twp,"1904","34037374400",0.993455597032284
hopatcong boro,"1912","34037374400",0.00466047880752819
andover twp,"1902","34037374400",1.8741265847497e-05
sparta twp,"1918","34037374400",0.00186518289434026
byram twp,"1904","34037373500",0.00469081318518502
green twp,"1908","34037373500",2.47134589333739e-06
andover boro,"1901","34037373500",0.144269823947764
andover twp,"1902","34037373500",0.850958938532539
sparta twp,"1918","34037373500",7.7952988618813e-05
green twp,"1908","34037373600",9.96522331873786e-05
andover boro,"1901","34037373600",8.79401161897097e-05
newton town,"1915","34037373600",0.0151182889042757
hampton twp,"1910","34037373600",0.00101675188158255
fredon twp,"1907","34037373600",0.00197575656734323
andover twp,"1902","34037373600",0.981621227742771
lafayette twp,"1913","34037373600",8.03825546505054e-05
green twp,"1908","34037374000",0.00248926538889093
newton town,"1915","34037374000",0.00483754384102402
hampton twp,"1910","34037374000",0.00487771820231921
stillwater twp,"1920","34037374000",8.11666222491224e-06
fredon twp,"1907","34037374000",0.985742145552413
andover twp,"1902","34037374000",0.00204521035312817
byram twp,"1904","34037373400",0.00592943952025496
andover twp,"1902","34037373400",1.81830853231077e-05
sparta twp,"1918","34037373400",0.994052377394422
newton town,"1915","34037373700",0.928120645788019
hampton twp,"1910","34037373700",0.0407354363408605
fredon twp,"1907","34037373700",0.0311439178711209
frankford twp,"1905","34037372000",5.40761448699609e-05
hampton twp,"1910","34037372000",0.99208276153965
stillwater twp,"1920","34037372000",0.00786316231548027
frankford twp,"1905","34037372100",0.00117108386933169
newton town,"1915","34037372100",0.00539897373676413
hampton twp,"1910","34037372100",0.989278872513883
stillwater twp,"1920","34037372100",0.000322145079395844
fredon twp,"1907","34037372100",0.00375604065686878
andover twp,"1902","34037372100",1.5423195110076e-06
lafayette twp,"1913","34037372100",7.13418242453044e-05
frankford twp,"1905","34037371800",0.00204419623515335
sandyston twp,"1917","34037371800",2.1015652943115e-05
wantage twp,"1924","34037371800",0.99591200093941
lafayette twp,"1913","34037371800",0.000301956985460916
hardyston twp,"1911","34037371800",0.000460658557679334
sussex boro,"1921","34037371800",0.000395417594185083
montague twp,"1914","34037371800",0.000864754035168175
vernon twp,"1922","34037371100",0.000555789180067
wantage twp,"1924","34037371100",0.999091574156936
hardyston twp,"1911","34037371100",0.000113759519380095
sussex boro,"1921","34037371100",2.9565871485159e-05
montague twp,"1914","34037371100",0.000209311272131334
sandyston twp,"1917","34037371000",0.000212858641422503
wantage twp,"1924","34037371000",0.00051007035012715
montague twp,"1914","34037371000",0.99927707100845
hampton twp,"1910","34037373900",0.00115597156507372
stillwater twp,"1920","34037373900",0.984286835435323
fredon twp,"1907","34037373900",0.00162845580543881
hardwick twp,"2109","34037373900",2.60171764678696e-05
walpack twp,"1923","34037373900",0.0129027200176966
frankford twp,"1905","34037372200",0.995550424484536
sandyston twp,"1917","34037372200",6.32617897909296e-05
hampton twp,"1910","34037372200",0.00436347059535091
branchville boro,"1903","34037372200",2.28431303220116e-05
jersey city,"0906","34017980100",1
bayonne city,"0901","34017006100",0.0226241463324572
jersey city,"0906","34017006100",0.977375853667543
jersey city,"0906","34017006200",1
bayonne city,"0901","34017006300",0.00168072209725894
jersey city,"0906","34017006300",0.998319277902741
jersey city,"0906","34017005801",1
jersey city,"0906","34017005300",1
bayonne city,"0901","34017010400",1
bayonne city,"0901","34017010300",0.9842672163961
jersey city,"0906","34017010300",0.0157327836038996
jersey city,"0906","34017005500",1
jersey city,"0906","34017005600",1
jersey city,"0906","34017006800",1
jersey city,"0906","34017004500",1
bayonne city,"0901","34017011400",1
bayonne city,"0901","34017011300",1
newark city,"0714","34013980100",1
newark city,"0714","34013006900",1
newark city,"0714","34013007000",1
newark city,"0714","34013007600",1
newark city,"0714","34013007200",1
newark city,"0714","34013022700",1
newark city,"0714","34013006200",1
newark city,"0714","34013005700",1
newark city,"0714","34013006800",1
newark city,"0714","34013007800",1
elizabeth city,"2004","34013980200",0.0250881612609374
newark city,"0714","34013980200",0.974273232987057
jersey city,"0906","34013980200",0.000638605752005491
elizabeth city,"2004","34017010600",0.0874805044129889
bayonne city,"0901","34017010600",0.777565259625544
newark city,"0714","34017010600",0.134954235961467
bayonne city,"0901","34017010500",0.854418002902253
newark city,"0714","34017010500",0.145581997097747
bayonne city,"0901","34017010200",1
elizabeth city,"2004","34039039800",0.992781713722585
bayonne city,"0901","34039039800",0.00470330655899523
newark city,"0714","34039039800",0.00251497971841969
elizabeth city,"2004","34039031100",1
elizabeth city,"2004","34039031300",1
elizabeth city,"2004","34017011200",0.344811035680724
bayonne city,"0901","34017011200",0.655188964319276
bayonne city,"0901","34017011000",1
linden city,"2009","34039030600",0.0122511057182049
elizabeth city,"2004","34039030600",0.987748894281795
elizabeth city,"2004","34039031000",1
elizabeth city,"2004","34039030500",1
elizabeth city,"2004","34039030400",1
newark city,"0714","34013001400",1
newark city,"0714","34013023000",1
newark city,"0714","34013001300",1
newark city,"0714","34013008200",1
elizabeth city,"2004","34039031700",0.996515657027721
hillside twp,"2007","34039031700",0.00348434297227907
elizabeth city,"2004","34013004802",0.00275885871774049
hillside twp,"2007","34013004802",0.00983205489907747
newark city,"0714","34013004802",0.987409086383182
elizabeth city,"2004","34039039900",1
elizabeth city,"2004","34039031601",1
elizabeth city,"2004","34039031400",1
newark city,"0714","34013004100",1
newark city,"0714","34013005100",1
newark city,"0714","34013004801",1
newark city,"0714","34013005000",1
newark city,"0714","34013003900",1
linden city,"2009","34039035200",0.999773340219714
elizabeth city,"2004","34039035200",0.000226659780285766
elizabeth city,"2004","34039031903",1
linden city,"2009","34039030701",0.00675035617579059
elizabeth city,"2004","34039030701",0.993249643824209
elizabeth city,"2004","34039030702",1
elizabeth city,"2004","34039030802",1
irvington twp,"0709","34013013300",0.999411384202034
newark city,"0714","34013013300",0.000588615797965827
irvington twp,"0709","34013003500",0.00115346200637264
newark city,"0714","34013003500",0.998846537993627
east orange city,"0705","34013001800",0.00975952341398401
newark city,"0714","34013001800",0.990240476586016
newark city,"0714","34013023100",1
irvington twp,"0709","34013013100",0.998488488551445
newark city,"0714","34013013100",0.00151151144855458
irvington twp,"0709","34013013200",0.999127472516596
newark city,"0714","34013013200",0.000872527483403942
newark city,"0714","34013004400",1
irvington twp,"0709","34013004200",0.00102101752691499
newark city,"0714","34013004200",0.998978982473085
newark city,"0714","34013005200",1
newark city,"0714","34013005300",1
east orange city,"0705","34013011800",0.995981912580294
newark city,"0714","34013011800",0.00401808741970646
irvington twp,"0709","34013002400",0.000858881081186518
newark city,"0714","34013002400",0.999141118918813
east orange city,"0705","34013002500",0.0198701329948966
irvington twp,"0709","34013002500",2.20108048110038e-05
newark city,"0714","34013002500",0.980107856200292
irvington twp,"0709","34013012600",0.999755550895105
newark city,"0714","34013012600",0.000244449104895096
maplewood twp,"0711","34013019600",0.99615288301553
south orange village twp,"0719","34013019600",0.00145213049332458
irvington twp,"0709","34013019600",0.00125222934260284
newark city,"0714","34013019600",0.00114275714854225
irvington twp,"0709","34013012400",1
maplewood twp,"0711","34013012200",0.00204937317485454
irvington twp,"0709","34013012200",0.997950626825145
irvington twp,"0709","34013012900",1
roselle boro,"2014","34039033700",2.5483390477148e-05
roselle park boro,"2015","34039033700",0.998463164312056
elizabeth city,"2004","34039033700",0.00125754169989466
union twp,"2019","34039033700",0.000253810597572083
roselle park boro,"2015","34039033500",0.00141490553180905
kenilworth boro,"2008","34039033500",0.00468592055004933
elizabeth city,"2004","34039033500",0.00391346166398145
union twp,"2019","34039033500",0.983644424875966
hillside twp,"2007","34039033500",0.00634128737819425
elizabeth city,"2004","34039031801",0.998667653854416
union twp,"2019","34039031801",0.00133234614558359
union twp,"2019","34039033400",1
elizabeth city,"2004","34039031802",0.985710056355921
union twp,"2019","34039031802",0.0142899436440792
east orange city,"0705","34013019100",2.7577690950416e-05
city of orange twp,"0717","34013019100",0.000985112283060053
south orange village twp,"0719","34013019100",0.998049172793487
west orange twp,"0722","34013019100",0.00011096096645012
newark city,"0714","34013019100",0.000827176266052718
maplewood twp,"0711","34013002201",1.39892377148407e-06
south orange village twp,"0719","34013002201",0.000296123836816128
newark city,"0714","34013002201",0.999702477239412
maplewood twp,"0711","34013002202",0.0003873564556143
irvington twp,"0709","34013002202",0.000684059832635422
newark city,"0714","34013002202",0.99892858371175
south orange village twp,"0719","34013002100",0.000160330723026379
newark city,"0714","34013002100",0.999839669276974
east orange city,"0705","34013002000",0.0156803661324233
south orange village twp,"0719","34013002000",0.00360139233971978
newark city,"0714","34013002000",0.980718241527857
union twp,"2019","34039033100",1
elizabeth city,"2004","34039032500",0.0142824158236882
union twp,"2019","34039032500",0.00514187388103938
hillside twp,"2007","34039032500",0.980493917967568
newark city,"0714","34039032500",8.1792327704187e-05
union twp,"2019","34039032600",0.998942427210406
hillside twp,"2007","34039032600",0.00073663226947066
irvington twp,"0709","34039032600",0.00032094052012298
union twp,"2019","34039032300",0.000899510137840176
hillside twp,"2007","34039032300",0.99910048986216
union twp,"2019","34013019700",0.0157769636052805
maplewood twp,"0711","34013019700",0.979944959314938
irvington twp,"0709","34013019700",0.00427807707978132
union twp,"2019","34013012000",0.0105190206318758
maplewood twp,"0711","34013012000",0.00233623559152693
hillside twp,"2007","34013012000",0.000445327859319249
irvington twp,"0709","34013012000",0.986699415917278
hillside twp,"2007","34013012700",0.0516237096197775
irvington twp,"0709","34013012700",0.947038834534013
newark city,"0714","34013012700",0.00133745584620973
hillside twp,"2007","34013004600",0.0372303058587619
newark city,"0714","34013004600",0.962769694141238
irvington twp,"0709","34013012800",1
linden city,"2009","34039034000",2.35648509506891e-05
roselle boro,"2014","34039034000",0.97764463896651
roselle park boro,"2015","34039034000",0.00145247211709527
cranford twp,"2003","34039034000",0.0164849139870076
elizabeth city,"2004","34039034000",0.00439441007843687
linden city,"2009","34039034500",0.999957980943242
roselle boro,"2014","34039034500",4.20190567585214e-05
roselle boro,"2014","34039033900",0.00175005522434227
roselle park boro,"2015","34039033900",0.9944325913939
cranford twp,"2003","34039033900",0.00381735338175764
linden city,"2009","34039034100",0.00061109912103109
roselle boro,"2014","34039034100",0.992266327419975
elizabeth city,"2004","34039034100",0.00712257345899376
elizabeth city,"2004","34039032001",1
cranford twp,"2003","34039037602",0.000102936705311751
westfield town,"2020","34039037602",0.000783341315480897
kenilworth boro,"2008","34039037602",0.00246750654312381
mountainside boro,"2010","34039037602",0.00214467655859093
springfield twp,"2017","34039037602",0.992863732382329
union twp,"2019","34039037602",0.00163780649516338
kenilworth boro,"2008","34039033000",0.00735421266014272
springfield twp,"2017","34039033000",0.0124572961374872
union twp,"2019","34039033000",0.98018849120237
roselle park boro,"2015","34039033600",0.000801642434648816
cranford twp,"2003","34039033600",0.00623479514877973
kenilworth boro,"2008","34039033600",0.980756128112142
springfield twp,"2017","34039033600",0.000505742499946086
union twp,"2019","34039033600",0.0117016918044838
springfield twp,"2017","34039032901",0.0107679734462415
union twp,"2019","34039032901",0.987655539661414
millburn twp,"0712","34039032901",0.0015764868923449
union twp,"2019","34039032800",0.973578267219243
maplewood twp,"0711","34039032800",0.00311952121245043
millburn twp,"0712","34039032800",0.0233022115683064
springfield twp,"2017","34013020200",0.00116388812619209
union twp,"2019","34013020200",0.000290314911512836
maplewood twp,"0711","34013020200",0.000173044462815526
millburn twp,"0712","34013020200",0.99837275249948
maplewood twp,"0711","34013019900",0.979433008692641
millburn twp,"0712","34013019900",0.0205669913073587
maplewood twp,"0711","34013019500",0.997252246209169
south orange village twp,"0719","34013019500",0.00274775379083125
maplewood twp,"0711","34013020100",0.00315222649065926
millburn twp,"0712","34013020100",0.987483262276607
livingston twp,"0710","34013020100",0.00894704476050888
west orange twp,"0722","34013020100",0.000417466472224542
hackettstown town,"2108","34041031302",0.000236600063672979
byram twp,"1904","34041031302",0.00825503861609145
independence twp,"2112","34041031302",0.00779653045081098
green twp,"1908","34041031302",0.0091254109200673
frelinghuysen twp,"2106","34041031302",0.000651555070544608
allamuchy twp,"2101","34041031302",0.972152871741878
mount olive twp,"1427","34041031302",0.00178199313693487
byram twp,"1904","34037374200",0.998033404220904
stanhope boro,"1919","34037374200",0.000640348384290236
mount olive twp,"1427","34037374200",0.00132624739480576
byram twp,"1904","34037374600",0.014277710633297
stanhope boro,"1919","34037374600",0.940670910210062
roxbury twp,"1436","34037374600",0.0192765721665684
mount olive twp,"1427","34037374600",0.000363650590615817
netcong boro,"1428","34037374600",0.0254111563994569
byram twp,"1904","34037374300",0.997265671672657
stanhope boro,"1919","34037374300",0.000127833771563306
hopatcong boro,"1912","34037374300",0.00235656815583414
andover twp,"1902","34037374300",0.000249926399945505
byram twp,"1904","34037374800",0.0256122007840206
stanhope boro,"1919","34037374800",0.00777458106850892
hopatcong boro,"1912","34037374800",0.965093471328675
roxbury twp,"1436","34037374800",0.000599665650707942
mount arlington boro,"1426","34037374800",0.000920081168087925
byram twp,"1904","34027045402",0.000342740731699619
stanhope boro,"1919","34027045402",0.000257599202524146
hopatcong boro,"1912","34027045402",0.010133749509858
roxbury twp,"1436","34027045402",0.989182358042496
mount arlington boro,"1426","34027045402",5.95832435301309e-05
netcong boro,"1428","34027045402",2.39692698925166e-05
hopatcong boro,"1912","34037374900",1
roxbury twp,"1436","34027045501",0.991271041605987
chester twp,"1407","34027045501",2.5895472643784e-05
randolph twp,"1432","34027045501",0.00197783078756889
mount olive twp,"1427","34027045501",0.00672523213380027
hopatcong boro,"1912","34027045401",0.00050958902418692
roxbury twp,"1436","34027045401",0.0199148975730821
mount arlington boro,"1426","34027045401",0.979573240259815
jefferson twp,"1414","34027045401",2.27314291580583e-06
roxbury twp,"1436","34027045200",0.0061948480697445
randolph twp,"1432","34027045200",0.023187128847991
mine hill twp,"1420","34027045200",0.966606643910128
dover town,"1409","34027045200",2.69640875013884e-05
wharton boro,"1439","34027045200",0.00398441508463474
white twp,"2123","34041031200",0.00258954382680233
liberty twp,"2114","34041031200",0.211031142448398
oxford twp,"2117","34041031200",9.36857272070441e-12
mansfield twp,"2116","34041031200",3.15885769017369e-10
independence twp,"2112","34041031200",3.34629189197031e-05
hope twp,"2111","34041031200",0.325751044793542
frelinghuysen twp,"2106","34041031200",0.00470122601913817
blairstown twp,"2104","34041031200",0.0011789901142378
knowlton twp,"2113","34041031200",0.444442232407925
hardwick twp,"2109","34041031200",0.0102723571457822
independence twp,"2112","34041031102",0.000652407283844124
green twp,"1908","34041031102",0.00273277914699875
frelinghuysen twp,"2106","34041031102",0.576360973095085
blairstown twp,"2104","34041031102",0.00237447989594325
allamuchy twp,"2101","34041031102",0.000311184753874149
stillwater twp,"1920","34041031102",0.000732073886011676
fredon twp,"1907","34041031102",0.000411870052143519
hardwick twp,"2109","34041031102",0.4164242318861
hackettstown town,"2108","34041031301",0.000113142645371497
liberty twp,"2114","34041031301",0.00392553647680161
mansfield twp,"2116","34041031301",1.89925732230695e-05
independence twp,"2112","34041031301",0.992574590483024
frelinghuysen twp,"2106","34041031301",7.48970438721889e-07
allamuchy twp,"2101","34041031301",0.00336698885114142
chester twp,"1407","34027046104",0.00229573459120807
washington twp,"1438","34027046104",0.00759347073435722
mount olive twp,"1427","34027046104",0.990110794674435
hackettstown town,"2108","34041031401",0.987648680488679
independence twp,"2112","34041031401",0.00672234305020882
allamuchy twp,"2101","34041031401",0.00189708410066732
mount olive twp,"1427","34041031401",0.00373189236044471
hackettstown town,"2108","34027046106",0.000805131996054795
byram twp,"1904","34027046106",0.000743817883719587
stanhope boro,"1919","34027046106",0.000648084393238708
allamuchy twp,"2101","34027046106",0.000354130681795004
washington twp,"1438","34027046106",0.000108178163328459
mount olive twp,"1427","34027046106",0.997337207971051
netcong boro,"1428","34027046106",3.44891081278656e-06
madison boro,"1417","34027043302",0.000397147411606001
harding twp,"1413","34027043302",9.52119537068744e-05
morristown town,"1424","34027043302",0.000595535806329854
morris twp,"1422","34027043302",0.992801135183395
hanover twp,"1412","34027043302",7.43515669339277e-08
florham park boro,"1411","34027043302",0.00611089529339506
morristown town,"1424","34027043700",0.98305129727183
morris twp,"1422","34027043700",0.0169487027281701
morristown town,"1424","34027043600",0.991030467415595
morris twp,"1422","34027043600",0.00896953258440497
morristown town,"1424","34027043500",0.994946153443867
morris twp,"1422","34027043500",0.0050538465561331
morris twp,"1422","34027042100",2.81592602908556e-05
hanover twp,"1412","34027042100",0.999640254228521
east hanover twp,"1410","34027042100",0.000313791235596891
florham park boro,"1411","34027042100",1.77952755913793e-05
millburn twp,"0712","34027042700",0.0127864640197002
madison boro,"1417","34027042700",0.00016175394300065
florham park boro,"1411","34027042700",0.0297456416479105
chatham boro,"1404","34027042700",0.957306140389389
madison boro,"1417","34027043000",0.995565150763804
florham park boro,"1411","34027043000",0.00438815467732867
chatham boro,"1404","34027043000",4.66945588673587e-05
millburn twp,"0712","34027042600",0.000968312774086014
livingston twp,"0710","34027042600",0.00310288101995278
madison boro,"1417","34027042600",0.0194425289405637
morris twp,"1422","34027042600",1.79993769639168e-11
hanover twp,"1412","34027042600",7.28875119699854e-06
east hanover twp,"1410","34027042600",0.000264002795203128
florham park boro,"1411","34027042600",0.976144011485074
chatham boro,"1404","34027042600",7.097421592352e-05
millburn twp,"0712","34013020800",0.000564803246083987
livingston twp,"0710","34013020800",0.998484276616683
east hanover twp,"1410","34013020800",1.59283190911753e-05
florham park boro,"1411","34013020800",0.000934991818141444
